,index,index,Dutch,Frequency,GooglePos,GoogleLemma,GoogleEnglish
0,0,400,vond,49436,verb,vinden,find think of hit upon
1,1,401,praat,49357,noun,praat,talking
2,2,402,prima,49136,adjective,prima,prime top choice
3,3,403,betekent,48691,verb,betekenen,mean signify serve
4,4,404,soort,48670,noun,soort,kind sort variety
5,5,405,zaak,48355,noun,zaak,case matter business
6,6,406,proberen,48292,verb,proberen,try attempt endeavor
7,7,407,jack,~48424,No Google Info,No Google Info,No Google Info
8,8,408,spelen,48192,verb,spelen,play game perform
9,9,409,lekker,47886,adjective,lekker,tasty nice delicious
10,10,410,doden,47776,verb,doden,kill slay jugulate
11,11,411,gebruiken,47606,verb,gebruiken,use employ take
12,12,412,groot,47534,adjective,groot,large great big
13,13,413,kent,47526,noun,Kent,the Garden of England
14,14,414,boven,47510,adverb,boven,above over upstairs
15,15,415,water,47424,noun,water,water
16,16,416,problemen,47408,noun,probleem,problem puzzler
17,17,417,land,46950,noun,land,land earth home
18,18,418,sta,46926,interjection,Sta!,Stand fast!
19,19,419,later,46733,adverb,later,later later on afterwards
20,20,420,papa,46437,noun,papa,papa father
21,21,421,pakken,46368,verb,pakken,tackle pack take
22,22,422,week,46191,noun,week,week hebdomad sennight
23,23,423,schat,46157,noun,schat,treasure darling dear
24,24,424,voordat,46091,preposition,voordat,prior to
25,25,425,zoveel,46005,adverb,zoveel,so many how much how many
26,26,426,vrij,45832,adjective,vrij,free clear leisure
27,27,427,echte,45607,adjective,echt,real genuine very
28,28,428,stoppen,45570,verb,stoppen,stop cease stop off
29,29,429,klootzak,45458,noun,klootzak,asshole son of a bitch
30,30,430,beginnen,45103,verb,beginnen,start begin commence
31,31,431,alstublieft,45100,interjection,Alstublieft!,Please! Here you are! If you please!
32,32,432,zodat,44898,conjunction,zodat,so that
33,33,433,zorg,44780,noun,zorg,care worry anxiety
34,34,434,mooie,44687,adjective,mooi,beautiful nice pretty
35,35,435,wees,44675,noun,wees,orphan
36,36,436,vermoorden,44556,verb,vermoorden,murder assassinate slay
37,37,437,mis,44446,adjective,mis,wrong incorrect
38,38,438,vooruit,44178,adverb,vooruit,forward ahead in advance
