,index,index,Dutch,Frequency,GooglePos,GoogleLemma,GoogleEnglish
0,0,800,geest,19204,noun,geest,spirit mind ghost
1,1,801,gingen,19194,verb,gaan,go proceed work
2,2,802,straat,19185,noun,straat,street road strait
3,3,803,slechts,19175,adverb,slechts,only merely but
4,4,804,verkeerde,19172,adjective,verkeerd,wrong incorrect mistaken
5,5,805,slaan,19171,verb,slaan,beat hit strike
6,6,806,FBI,19103,No Google Info,No Google Info,No Google Info
7,7,807,afgelopen,19035,adjective,afgelopen,over finished done
8,8,808,hotel,19031,noun,hotel,hotel
9,9,809,bekend,19028,adjective,bekend,known recognized noted
10,10,810,ene,18988,No Google Info,No Google Info,No Google Info
11,11,811,ruimte,18932,noun,ruimte,space room area
12,12,812,lange,18891,adjective,lang,long tall prolonged
13,13,813,trouwens,18890,adverb,trouwens,moreover besides as a matter of fact
14,14,814,feest,18874,noun,feest,feast festival fiesta
15,15,815,vliegen,18847,verb,vliegen,fly wing rush
16,16,816,boot,18845,noun,boot,boat ship launch
17,17,817,meester,18785,noun,meester,master lord maestro
18,18,818,doel,18759,noun,doel,purpose goal target
19,19,819,zolang,18755,conjunction,zolang,as long as so long as
20,20,820,regels,18728,noun,regel,rule line norm
21,21,821,stomme,18662,noun,stomme,mute dumb person
22,22,822,begonnen,18629,verb,beginnen,start begin commence
23,23,823,zak,18614,noun,zak,bag pocket sack
24,24,824,absoluut,18610,adverb,absoluut,absolutely must needs
25,25,825,spreek,18561,adjective,spreek-,speaking
26,26,826,stom,18549,adjective,stom,stupid dumb mute
27,27,827,bestaat,18538,verb,bestaan,exist subsist live
28,28,828,welk,18524,conjunction,welk,which
29,29,829,gevaarlijk,18518,adjective,gevaarlijk,dangerous hazardous risky
30,30,830,jawel,18482,interjection,Jawel!,Yes!
31,31,831,mocht,18462,verb,mogen,may
32,32,832,goedemorgen,18460,interjection,Goedemorgen!,Good morning!
33,33,833,wilden,18401,verb,willen,want like will
34,34,834,erger,18342,adjective,erger,worse
35,35,835,vreselijk,18250,adjective,vreselijk,terrible horrible dreadful
36,36,836,zodra,18225,conjunction,zodra,once as soon as as ever
37,37,837,geraakt,18208,adjective,geraakt,resentful peeved
38,38,838,nadat,18165,conjunction,nadat,after how
39,39,839,vertrouw,18156,No Google Info,No Google Info,No Google Info
40,40,840,kolonel,18129,noun,kolonel,colonel
41,41,841,voelde,18124,verb,voelen,feel sense emote
42,42,842,kleren,18114,noun,kleren,clothes clothing dress
43,43,843,rug,18066,noun,rug,back spine ridge
44,44,844,naast,18065,adjective,naast,next nearest next-door
45,45,845,totdat,17937,conjunction,totdat,until till as far as
46,46,846,verliefd,17921,adjective,verliefd,in love amorous sweet
47,47,847,lukt,17899,verb,lukken,work out
48,48,848,wonen,17894,verb,wonen,live dwell reside
49,49,849,lieve,17885,noun,lieve,dear
50,50,850,gaten,17884,noun,gat,hole gap opening
51,51,851,raar,17802,adjective,raar,strange funny queer
52,52,852,geprobeerd,17778,verb,proberen,try attempt endeavor
53,53,853,geleerd,17694,adjective,geleerd,learned studied educated
54,54,854,erover,17584,No Google Info,No Google Info,No Google Info
55,55,855,raad,17563,noun,raad,advice council counsel
56,56,856,volg,17553,verb,volgen,follow track attend
57,57,857,verkopen,17543,verb,verkopen,sell market auctioneer
58,58,858,geweldige,17535,adjective,geweldig,immense violent colossal
59,59,859,zover,17502,adverb,zover,so far as so far
60,60,860,red,17457,adjective,red,ginger
61,61,861,woont,17449,verb,wonen,live dwell reside
62,62,862,Amerika,17421,noun,Amerika,America
63,63,863,lul,17403,noun,lul,cock prick
64,64,864,gedacht,17366,verb,denken,think think of conceive
65,65,865,bewijzen,17361,verb,bewijzen,prove evidence show
66,66,866,prijs,17348,noun,prijs,price value rate
67,67,867,www,17331,No Google Info,No Google Info,No Google Info
68,68,868,raken,17313,verb,raken,hit affect catch
69,69,869,voorstellen,17306,verb,voorstellen,propose suggest introduce
70,70,870,vorige,17290,adjective,vorig,last previous former
71,71,871,regel,17284,noun,regel,rule line norm
72,72,872,schrijven,17273,verb,schrijven,write pen scribe
73,73,873,rot,17272,noun,rot,rot squad rat
74,74,874,gebouw,17260,noun,gebouw,building construction edifice
75,75,875,trekken,17238,verb,trekken,attract draw pull
76,76,876,herinneren,17235,verb,herinneren,remember remind recollect
77,77,877,dansen,17139,noun,dansen,dancing
78,78,878,gebracht,17060,verb,brengen,bring apply carry
79,79,879,meeste,17030,No Google Info,No Google Info,No Google Info
80,80,880,koud,16997,adjective,koud,cold chilly chill
81,81,881,jammer,16949,adjective,jammer,unfortunate regrettable
82,82,882,wegwezen,16918,verb,wegwezen,piss off
83,83,883,macht,16913,noun,macht,power force might
84,84,884,drugs,16889,noun,drug,drug junk
85,85,885,geboren,16844,adjective,geboren,born nee
86,86,886,dragen,16831,verb,dragen,wear bear carry
87,87,887,keuze,16822,noun,keuze,choice selection option
88,88,888,gefeliciteerd,16806,interjection,Gefeliciteerd!,Congratulations!
89,89,889,situatie,16790,noun,situatie,situation circumstances plight
90,90,890,missen,16782,verb,missen,miss lack spare
91,91,891,honger,16742,noun,honger,hunger
92,92,892,betaald,16717,adjective,betaald,paid paid-in paid-up
93,93,893,liefje,16701,noun,liefje,sweetheart love darling
94,94,894,duurt,16676,verb,duren,last continue endure
95,95,895,schelen,16664,verb,schelen,differ ail
96,96,896,kaart,16650,noun,kaart,map card ducket
97,97,897,rij,16597,noun,rij,row queue array
98,98,898,bal,16571,noun,bal,ball dance chunk
99,99,899,werkte,16525,verb,werken,work operate function
100,100,900,gedachten,16524,noun,gedachten,mind
101,101,901,derde,16491,adjective,derde,third
102,102,902,rennen,16482,verb,rennen,run race rush
103,103,903,namen,16476,noun,naam,name first name title
104,104,904,teken,16474,noun,teken,sign symbol token
105,105,905,speelt,16462,verb,spelen,play game perform
106,106,906,stem,16449,noun,stem,vote voice vox
107,107,907,bedrijf,16447,noun,bedrijf,business enterprise working
108,108,908,moe,16438,adjective,moe,tired weary sick
109,109,909,tenzij,16434,conjunction,tenzij,unless save without
110,110,910,dom,16431,adjective,dom,stupid silly foolish
111,111,911,vlucht,16426,noun,vlucht,flight covey rush
112,112,912,raak,16424,adjective,raak,striking home pat
113,113,913,relatie,16409,noun,relatie,relation acquaintance
114,114,914,lachen,16406,verb,lachen,laugh smile
115,115,915,leuke,16383,adjective,leuk,nice entertaining amusing
116,116,916,schuldig,16377,adjective,schuldig,guilty due culpable
117,117,917,negen,16367,noun,negen,nine
