,Number,Spanish,lemma forms
3800,3802.0,dj,DJ
3801,3803.0,descansa,descansar
3802,3804.0,copias,copia
3803,3805.0,apagar,apagar
3804,3806.0,profesionales,profesional
3805,3807.0,práctica,práctica
3806,3808.0,investigando,investigar
3807,3809.0,francamente,francamente
3808,3810.0,afganistán,Afganistán
3809,3811.0,vecino,vecino
3810,3812.0,trozo,trozo
3811,3813.0,tómate,tomar tomate
3812,3814.0,tercero,tercero
3813,3815.0,sirven,servir
3814,3816.0,saquen,sacar
3815,3817.0,manual,manual
3816,3818.0,enciende,encender
3817,3819.0,cercano,cercano
3818,3820.0,bailando,bailar
3819,3821.0,atras,atrás
3820,3822.0,usarlo,usar
3821,3823.0,telefono,teléfono
3822,3824.0,registros,registro
3823,3825.0,ponlo,poner
3824,3826.0,pasta,pasta pastar
3825,3827.0,lleguen,llegar
3826,3828.0,saliste,salir
3827,3829.0,sabrás,saber
3828,3830.0,limpieza,limpieza
3829,3831.0,estadounidense,estadounidense
3830,3832.0,enojada,enojado enojar
3831,3833.0,desafortunadamente,desafortunadamente
3832,3834.0,conoció,conocer
3833,3835.0,pinta,pinta pintar
3834,3836.0,matamos,matar
3835,3837.0,funcionan,funcionar
3836,3838.0,cocinar,cocinar
3837,3839.0,cima,cima
3838,3840.0,atractivo,atractivo
3839,3841.0,preguntes,preguntar
3840,3842.0,necesitaré,necesitar
3841,3843.0,lleguemos,llegar
3842,3844.0,interrumpir,interrumpir
3843,3845.0,haberla,haber
3844,3846.0,apropiado,apropiado
3845,3847.0,presentimiento,presentimiento
3846,3848.0,intentamos,intentar
3847,3849.0,finales,final
3848,3850.0,evitarlo,evitar
3849,3851.0,enviaré,enviar
3850,3852.0,deporte,deporte
3851,3853.0,bajando,bajar
3852,3854.0,sucia,sucio
3853,3855.0,recibimos,recibir
3854,3856.0,pastillas,pastilla
3855,3857.0,ceremonia,ceremonia
3856,3858.0,tina,tina
3857,3859.0,muelle,muelle
3858,3860.0,maletas,maleta
3859,3861.0,hijas,hija
3860,3862.0,desconocido,desconocido desconocer
3861,3863.0,conseguiré,conseguir
3862,3864.0,refugio,refugio refugiar
3863,3865.0,imagina,imaginar
3864,3866.0,franceses,francés
3865,3867.0,convertirse,convertir
3866,3868.0,arruinado,arruinado arruinar
3867,3869.0,vomitar,vomitar
3868,3870.0,pasajeros,pasajero
3869,3871.0,normales,normal
3870,3872.0,disfraz,disfraz
3871,3873.0,continúe,continuar
3872,3874.0,arreglado,arreglado arreglar
3873,3875.0,aprende,aprender
3874,3876.0,venimos,venir
3875,3877.0,tenerte,tener
3876,3878.0,seguirá,seguir
3877,3879.0,razonable,razonable
3878,3880.0,puesta,puesta puesto poner
3879,3881.0,masaje,masaje
3880,3882.0,lágrimas,lágrima
3881,3883.0,gustaria,gustar
3882,3884.0,extranjero,extranjero
3883,3885.0,dejaremos,dejar
3884,3886.0,apellido,apellido
3885,3887.0,alguacil,alguacil
3886,3888.0,temporal,temporal
3887,3889.0,rompe,romper
3888,3890.0,mayo,mayo
3889,3891.0,egoísta,egoísta
3890,3892.0,aceite,aceite
3891,3893.0,platos,plato
3892,3894.0,miércoles,miércoles
3893,3895.0,indios,indio
3894,3896.0,decimos,decir
3895,3897.0,bolsas,bolsa
3896,3898.0,anuncio,anuncio
3897,3899.0,tirado,tirado tirar
3898,3900.0,notado,notado notar
3899,3901.0,mutantes,mutante
