,Number,Spanish,lemma forms
2100,2102.0,fuertes,fuerte
2101,2103.0,encantador,encantador
2102,2104.0,original,original
2103,2105.0,cadena,cadena
2104,2106.0,tarea,tarea
2105,2107.0,dispara,disparar
2106,2108.0,corta,corto cortar
2107,2109.0,compañeros,compañero
2108,2110.0,cirugía,cirugía
2109,2111.0,quítate,quitar
2110,2112.0,querían,querer
2111,2113.0,precioso,precioso
2112,2114.0,lord,lord
2113,2115.0,comenzó,comenzar
2114,2116.0,truco,truco
2115,2117.0,inspector,inspector
2116,2118.0,enojado,enojado enojar
2117,2119.0,felicidades,felicidad
2118,2120.0,desaparecido,desaparecido desaparecer
2119,2121.0,acto,acto
2120,2122.0,pollo,pollo
2121,2123.0,chocolate,chocolate
2122,2124.0,adonde,adonde
2123,2125.0,resulta,resultar
2124,2126.0,merece,merecer
2125,2127.0,gas,gas
2126,2128.0,examen,examen
2127,2129.0,vean,ver
2128,2130.0,tonta,tonto
2129,2131.0,importantes,importante
2130,2132.0,apuesta,apuesta apostar
2131,2133.0,directamente,directamente
2132,2134.0,recuperar,recuperar
2133,2135.0,pongo,poner
2134,2136.0,llegaron,llegar
2135,2137.0,cobarde,cobarde
2136,2138.0,cantidad,cantidad
2137,2139.0,sucio,sucio
2138,2140.0,habia,haber
2139,2141.0,emperador,emperador
2140,2142.0,mono,mono
2141,2143.0,encontraremos,encontrar
2142,2144.0,disparen,disparar
2143,2145.0,gloria,gloria
2144,2146.0,contrario,contrario
2145,2147.0,socorro,socorro socorrer
2146,2148.0,sir,sir
2147,2149.0,escaleras,escalera
2148,2150.0,pasos,paso
2149,2151.0,nuevamente,nuevamente
2150,2152.0,derechos,derecho
2151,2153.0,obtener,obtener
2152,2154.0,guste,gustar
2153,2155.0,búsqueda,búsqueda
2154,2156.0,helado,helado helar
2155,2157.0,fútbol,fútbol
2156,2158.0,sexual,sexual
2157,2159.0,polvo,polvo
2158,2160.0,aseguro,asegurar
2159,2161.0,rostro,rostro
2160,2162.0,robado,robar robado
2161,2163.0,policia,policía
2162,2164.0,empresa,empresa
2163,2165.0,escuchas,escuchar
2164,2166.0,pones,poner
2165,2167.0,lárgate,largar
2166,2168.0,interés,interés
2167,2169.0,discúlpeme,disculpar
2168,2170.0,dejaron,dejar
2169,2171.0,tengamos,tener
2170,2172.0,firma,firma firmar
2171,2173.0,llevaba,llevar
2172,2174.0,llegas,llegar
2173,2175.0,cristo,Cristo
2174,2176.0,tercer,tercero
2175,2177.0,senador,senador
2176,2178.0,continúa,continuar
2177,2179.0,gracia,gracia
2178,2180.0,cien,cien
2179,2181.0,des,dar
2180,2182.0,tratado,tratado tratar
2181,2183.0,razones,razón
2182,2184.0,caminando,caminar
2183,2185.0,urgencias,urgencia
2184,2186.0,u,o
2185,2187.0,esperan,esperar
2186,2188.0,muñeca,muñeca
2187,2189.0,firme,firme firmar
2188,2190.0,duerme,dormir
2189,2191.0,ambulancia,ambulancia
2190,2192.0,limpia,limpio limpiar
2191,2193.0,habéis,haber
2192,2194.0,flota,flota flotar
2193,2195.0,leyenda,leyenda
2194,2196.0,encuentre,encontrar
2195,2197.0,fué,ir ser
2196,2198.0,romper,romper
2197,2199.0,muriendo,morir
2198,2200.0,encontrarlo,encontrar
2199,2201.0,rescate,rescate rescatar
