,Number,Spanish,lemma forms
300,301.0,dicho,decir dicho
301,302.0,nueva,nuevo nueva
302,303.0,sabía,saber
303,304.0,muchas,mucho
304,305.0,dentro,dentro
305,306.0,hice,hacer
306,307.0,contra,contra
307,308.0,auto,auto
308,309.0,camino,camino caminar
309,310.0,ayuda,ayuda ayudar
310,311.0,primera,primero primera
311,312.0,hacia,hacia
312,313.0,vi,ver
313,314.0,miedo,miedo
314,315.0,adiós,adiós
315,316.0,primero,primero
316,317.0,debería,deber
317,318.0,poder,poder
318,319.0,niños,niño
319,320.0,sería,ser
320,321.0,historia,historia
321,322.0,hey,hey
322,323.0,mientras,mientras
323,324.0,ciudad,ciudad
324,325.0,dijiste,decir
325,326.0,espero,esperar
326,327.0,cuánto,cuánto
327,328.0,esposa,esposa esposar
328,329.0,pronto,pronto
329,330.0,chicos,chico
330,331.0,cualquier,cualquier
331,332.0,viejo,viejo
332,333.0,debemos,deber
333,334.0,deja,dejar
334,335.0,año,año
335,336.0,muerte,muerte
336,337.0,hablando,hablar
337,338.0,manos,mano
338,339.0,da,dar
339,340.0,loco,loco
340,341.0,problemas,problema
341,342.0,mano,mano
342,343.0,guerra,guerra
343,344.0,semana,semana
344,345.0,pasar,pasar
345,346.0,vale,valer vale
346,347.0,cuál,cuál
347,348.0,viene,venir
348,349.0,volver,volver
349,350.0,toma,tomar
350,351.0,caso,caso casar
351,352.0,agua,agua
352,353.0,haré,hacer
353,354.0,vete,ir
354,355.0,entiendo,entender
355,356.0,horas,hora
356,357.0,personas,persona
357,358.0,capitán,capitán
358,359.0,adelante,adelante
359,360.0,niño,niño
360,361.0,listo,listo
361,362.0,noches,noche
362,363.0,buenos,bueno
363,364.0,iba,ir
364,365.0,juntos,junto
365,366.0,dame,dar
366,367.0,único,único
367,368.0,déjame,dejar
368,369.0,cerca,cerca cercar
369,370.0,otros,otro
370,371.0,sigue,seguir
371,372.0,grande,grande
372,373.0,arriba,arriba
373,374.0,jefe,jefe
374,375.0,habla,hablar habla
375,376.0,supongo,suponer
376,377.0,manera,manera
377,378.0,quieren,querer
378,379.0,feliz,feliz
379,380.0,significa,significar
380,381.0,sangre,sangre
381,382.0,fin,fin
382,383.0,bajo,bajar bajo
383,384.0,llama,llamar llama
384,385.0,venir,venir
385,386.0,morir,morir
386,387.0,importante,importante
387,388.0,hiciste,hacer
388,389.0,ojos,ojo
389,390.0,escucha,escuchar
390,391.0,entrar,entrar
391,392.0,ningún,ninguno
392,393.0,corazón,corazón
393,394.0,diablos,diablo
394,395.0,necesitamos,necesitar
395,396.0,atrás,atrás
396,397.0,durante,durante
397,398.0,dices,decir
398,399.0,nuestros,nuestro
399,400.0,persona,persona
