,Number,Spanish,lemma forms
0,1.0,que,que
1,2.0,de,de
2,3.0,no,no
3,4.0,a,a
4,5.0,la,la
5,6.0,el,el
6,7.0,es,ser
7,8.0,y,y
8,9.0,en,en
9,10.0,lo,lo
10,11.0,un,un
11,12.0,por,por
12,13.0,qué,qué
13,14.0,me,me
14,15.0,una,un
15,16.0,te,te
16,17.0,los,lo
17,18.0,se,se
18,19.0,con,con
19,20.0,para,para
20,21.0,mi,mi
21,22.0,está,estar
22,23.0,si,si
23,24.0,bien,bien
24,25.0,pero,pero
25,26.0,yo,yo
26,27.0,eso,eso
27,28.0,las,la
28,29.0,sí,sí
29,30.0,su,su
30,31.0,tu,tu
31,32.0,aquí,aquí
32,33.0,del,del
33,34.0,al,al
34,35.0,como,como comer
35,36.0,le,le
36,37.0,más,más
37,38.0,esto,esto
38,39.0,ya,ya
39,40.0,todo,todo
40,41.0,esta,esta
41,42.0,vamos,ir
42,43.0,muy,muy
43,44.0,hay,haber
44,45.0,ahora,ahora
45,46.0,algo,algo
46,47.0,estoy,estar
47,48.0,tengo,tener
48,49.0,nos,nos
49,50.0,tú,tú
50,51.0,nada,nada
51,52.0,cuando,cuando
52,53.0,ha,haber
53,54.0,este,este
54,55.0,sé,saber
55,56.0,estás,estar
56,57.0,así,así
57,58.0,puedo,poder
58,59.0,cómo,cómo
59,60.0,quiero,querer
60,61.0,sólo,sólo
61,62.0,soy,ser
62,63.0,tiene,tener
63,64.0,gracias,gracias
64,65.0,o,o
65,66.0,él,él
66,67.0,bueno,bueno
67,68.0,fue,ser ir
68,69.0,ser,ser
69,70.0,hacer,hacer
70,71.0,son,ser
71,72.0,todos,todo
72,73.0,era,ser
73,74.0,eres,ser
74,75.0,vez,vez
75,76.0,tienes,tener
76,77.0,creo,creer
77,78.0,ella,ella
78,79.0,he,haber
79,80.0,ese,ese
80,81.0,voy,ir
81,82.0,puede,poder
82,83.0,sabes,saber
83,84.0,hola,hola
84,85.0,sus,su
85,86.0,porque,porque
86,87.0,dios,dios
87,88.0,quién,quién
88,89.0,nunca,nunca
89,90.0,dónde,dónde
90,91.0,quieres,querer
91,92.0,casa,casa casar
92,93.0,favor,favor
93,94.0,esa,ese
94,95.0,dos,dos
95,96.0,tan,tanto
96,97.0,señor,señor
97,98.0,tiempo,tiempo
98,99.0,verdad,verdad
99,100.0,estaba,estar
