,Number,Spanish,lemma forms
4500,4502.0,volvieron,volver
4501,4503.0,suelte,soltar
4502,4504.0,reto,reto retar
4503,4505.0,metes,meter
4504,4506.0,infarto,infarto
4505,4507.0,cuyo,cuyo
4506,4508.0,construyó,construir
4507,4509.0,boleto,boleto
4508,4510.0,besar,besar
4509,4511.0,portal,portal
4510,4512.0,ponemos,poner
4511,4513.0,monte,monte
4512,4514.0,discusión,discusión
4513,4515.0,digno,digno
4514,4516.0,desean,desear
4515,4517.0,darse,dar
4516,4518.0,considerar,considerar
4517,4519.0,bancos,banco
4518,4520.0,poción,poción
4519,4521.0,perdóneme,perdonar
4520,4522.0,pensabas,pensar
4521,4523.0,generoso,generoso
4522,4524.0,estatua,estatua
4523,4525.0,convencer,convencer
4524,4526.0,conocida,conocida conocido conocer
4525,4527.0,comenzamos,comenzar
4526,4528.0,aceptado,aceptado aceptar
4527,4529.0,rob,rob Rob
4528,4530.0,importar,importar
4529,4531.0,fracaso,fracaso fracasar
4530,4532.0,ciertos,cierto
4531,4533.0,bomberos,bombero
4532,4534.0,sorprendido,sorprendido sorprender
4533,4535.0,protegido,protegido proteger
4534,4536.0,presenta,presentar
4535,4537.0,metí,meter
4536,4538.0,entenderlo,entender
4537,4539.0,detengan,detener
4538,4540.0,conflicto,conflicto
4539,4541.0,códigos,código
4540,4542.0,seco,seco
4541,4543.0,sabiendo,saber
4542,4544.0,hacerla,hacer
4543,4545.0,graves,grave
4544,4546.0,dejarás,dejar
4545,4547.0,convencido,convencido convencer
4546,4548.0,comprende,comprender
4547,4549.0,bromas,broma
4548,4550.0,oyen,oír
4549,4551.0,moleste,molestar
4550,4552.0,mencionar,mencionar
4551,4553.0,gastos,gasto
4552,4554.0,estaríamos,estar
4553,4555.0,esperaremos,esperar
4554,4556.0,encontrarán,encontrar
4555,4557.0,billetes,billete
4556,4558.0,arco,arco
4557,4559.0,altos,alto
4558,4560.0,actores,actor
4559,4561.0,talvez,talvez
4560,4562.0,sitios,sitio
4561,4563.0,saluda,saludar
4562,4564.0,quejas,queja quejar
4563,4565.0,planeando,planear
4564,4566.0,moriremos,morir
4565,4567.0,marica,marica
4566,4568.0,habrías,haber
4567,4569.0,estarían,estar
4568,4570.0,dejarán,dejar
4569,4571.0,amantes,amante
4570,4572.0,acostumbrado,acostumbrado acostumbrar
4571,4573.0,torneo,torneo tornear
4572,4574.0,planos,plano
4573,4575.0,ordeno,ordenar
4574,4576.0,miré,mirar
4575,4577.0,maldicion,maldición
4576,4578.0,kg,kg kilogramo
4577,4579.0,dirías,decir
4578,4580.0,confirmado,confirmado confirmar
4579,4581.0,vacas,vaca
4580,4582.0,quirófano,quirófano
4581,4583.0,ponerlo,poner
4582,4584.0,origen,origen
4583,4585.0,fusión,fusión
4584,4586.0,deberá,deber
4585,4587.0,verdaderos,verdadero
4586,4588.0,serían,ser
4587,4589.0,seguía,seguir
4588,4590.0,sabrán,saber
4589,4591.0,pasaje,pasaje
4590,4592.0,necesidades,necesidad
4591,4593.0,lavado,lavado lavar
4592,4594.0,galaxia,galaxia
4593,4595.0,fresca,fresco
4594,4596.0,doloroso,doloroso
4595,4597.0,comenzado,comenzar
4596,4598.0,uñas,uña
4597,4599.0,trajes,traje
4598,4600.0,perfil,perfil
4599,4601.0,necesitará,necesitar
