,Number,Spanish,lemma forms
700,702.0,poner,poner
701,703.0,prueba,prueba probar
702,704.0,mire,mirar
703,705.0,tonto,tonto
704,706.0,campo,campo campar
705,707.0,siendo,ser
706,708.0,diez,diez
707,709.0,ése,ese
708,710.0,tranquilo,tranquilo
709,711.0,asunto,asunto
710,712.0,acabó,acabar
711,713.0,quédate,quedar
712,714.0,derecho,derecho
713,715.0,placer,placer
714,716.0,recuerda,recordar
715,717.0,estuve,estar
716,718.0,tratando,tratar
717,719.0,ejército,ejército
718,720.0,futuro,futuro
719,721.0,llevar,llevar
720,722.0,compañía,compañía
721,723.0,venido,venir
722,724.0,listos,listo
723,725.0,haremos,hacer
724,726.0,sitio,sitio
725,727.0,verlo,ver
726,728.0,puesto,puesto poner
727,729.0,atención,atención
728,730.0,sino,sino
729,731.0,cambiar,cambiar
730,732.0,error,error
731,733.0,blanco,blanco
732,734.0,raro,raro
733,735.0,palabras,palabra
734,736.0,llegó,llegar
735,737.0,sal,sal salir
736,738.0,pase,pasar
737,739.0,mente,mente
738,740.0,sistema,sistema
739,741.0,película,película
740,742.0,anda,andar
741,743.0,ello,ello
742,744.0,negocio,negocio negociar
743,745.0,novia,novia
744,746.0,permiso,permiso
745,747.0,creí,creer
746,748.0,suena,sonar
747,749.0,ocurre,ocurrir
748,750.0,oficial,oficial
749,751.0,espere,esperar
750,752.0,aire,aire
751,753.0,mató,matar
752,754.0,regresar,regresar
753,755.0,vio,ver
754,756.0,hazlo,hacer
755,757.0,trasero,trasero
756,758.0,grupo,grupo
757,759.0,entendido,entender
758,760.0,señorita,señorita
759,761.0,música,música
760,762.0,perra,perra
761,763.0,conoce,conocer
762,764.0,empezar,empezar
763,765.0,siente,sentir sentar
764,766.0,acabo,acabar
765,767.0,estúpido,estúpido
766,768.0,diferente,diferente
767,769.0,traje,traer traje
768,770.0,modo,modo
769,771.0,encontré,encontrar
770,772.0,mensaje,mensaje
771,773.0,llamada,llamada llamar
772,774.0,navidad,navidad
773,775.0,eras,ser
774,776.0,pena,pena penar
775,777.0,largo,largo largar
776,778.0,entra,entrar
777,779.0,piso,piso pisar
778,780.0,foto,foto
779,781.0,dijeron,decir
780,782.0,médico,médico
781,783.0,accidente,accidente
782,784.0,fuiste,ir ser
783,785.0,imposible,imposible
784,786.0,podríamos,poder
785,787.0,línea,línea
786,788.0,propia,propio
787,789.0,barco,barco
788,790.0,ganar,ganar
789,791.0,normal,normal
790,792.0,segundos,segundo
791,793.0,vive,vivir
792,794.0,mitad,mitad
793,795.0,quiera,querer
794,796.0,tras,tras
795,797.0,decirle,decir
796,798.0,lindo,lindo
797,799.0,funciona,funcionar
798,800.0,programa,programa
799,801.0,vine,venir
