,Number,Spanish,lemma forms
4100,4102.0,dormida,dormido dormir
4101,4103.0,costó,costar
4102,4104.0,causar,causar
4103,4105.0,temer,temer
4104,4106.0,subiendo,subir
4105,4107.0,rollo,rollo
4106,4108.0,hechizo,hechizo hechizar
4107,4109.0,gusano,gusano
4108,4110.0,guau,guau
4109,4111.0,grupos,grupo
4110,4112.0,discos,disco
4111,4113.0,despierte,despertar
4112,4114.0,ocurriendo,ocurrir
4113,4115.0,horario,horario
4114,4116.0,expedientes,expediente
4115,4117.0,envié,enviar
4116,4118.0,dibujos,dibujo
4117,4119.0,concurso,concurso
4118,4120.0,autopista,autopista
4119,4121.0,atacó,atacar
4120,4122.0,vendedor,vendedor
4121,4123.0,sigas,seguir
4122,4124.0,rebeldes,rebelde
4123,4125.0,radar,radar
4124,4126.0,expresión,expresión
4125,4127.0,escuchan,escuchar
4126,4128.0,use,usar
4127,4129.0,resultó,resultar
4128,4130.0,principe,príncipe
4129,4131.0,hágalo,hacer
4130,4132.0,exposición,exposición
4131,4133.0,demasiadas,demasiado
4132,4134.0,cuidando,cuidar
4133,4135.0,aterrizaje,aterrizaje
4134,4136.0,apetece,apetecer
4135,4137.0,tomaron,tomar
4136,4138.0,sorprendente,sorprendente
4137,4139.0,responda,responder
4138,4140.0,olvidaste,olvidar
4139,4141.0,lobos,lobo
4140,4142.0,echado,echado echar
4141,4143.0,deberias,deber
4142,4144.0,cortado,cortado cortar
4143,4145.0,citas,cita
4144,4146.0,abiertos,abierto abrir
4145,4147.0,zapato,zapato
4146,4148.0,preso,preso
4147,4149.0,lastimar,lastimar
4148,4150.0,explosivos,explosivo
4149,4151.0,colegas,colega
4150,4152.0,supieras,saber
4151,4153.0,secretaria,secretaria
4152,4154.0,queridos,querido querer
4153,4155.0,morirás,morir
4154,4156.0,cuero,cuero
4155,4157.0,confesión,confesión
4156,4158.0,círculo,círculo
4157,4159.0,sabéis,saber
4158,4160.0,química,química
4159,4161.0,obras,obra obrar
4160,4162.0,llores,llorar
4161,4163.0,juegas,jugar
4162,4164.0,invisible,invisible
4163,4165.0,fase,fase
4164,4166.0,esconde,esconder
4165,4167.0,capitan,capitán
4166,4168.0,adulto,adulto
4167,4169.0,vacía,vacío
4168,4170.0,siéntense,sentar
4169,4171.0,pastor,pastor
4170,4172.0,llegada,llegada llegar
4171,4173.0,gatillo,gatillo
4172,4174.0,debamos,deber
4173,4175.0,teléfonos,teléfono
4174,4176.0,saqué,sacar
4175,4177.0,regresará,regresar
4176,4178.0,olvidaré,olvidar
4177,4179.0,límites,límite
4178,4180.0,jovencita,jovencita
4179,4181.0,dibujo,dibujo dibujar
4180,4182.0,británico,británico
4181,4183.0,balboa,balboa
4182,4184.0,psiquiatra,psiquiatra
4183,4185.0,objetos,objeto
4184,4186.0,negociar,negociar
4185,4187.0,formar,formar
4186,4188.0,fiel,fiel
4187,4189.0,diosa,diosa
4188,4190.0,descubrió,descubrir
4189,4191.0,ala,ala
4190,4192.0,abril,abril
4191,4193.0,saldré,salir
4192,4194.0,mías,mío
4193,4195.0,disfruta,disfrutar
4194,4196.0,atender,atender
4195,4197.0,tomaremos,tomar
4196,4198.0,oreja,oreja
4197,4199.0,necesitaremos,necesitar
4198,4200.0,motores,motor
4199,4201.0,intenciones,intención
