,Number,Spanish,lemma forms
3900,3902.0,imaginas,imaginar
3901,3903.0,habitaciones,habitación
3902,3904.0,grecia,Grecia
3903,3905.0,entré,entrar
3904,3906.0,díselo,decir
3905,3907.0,césar,césar César
3906,3908.0,comprado,comprado comprar
3907,3909.0,cocaína,cocaína
3908,3910.0,amarillo,amarillo
3909,3911.0,acabará,acabar
3910,3912.0,suceda,suceder
3911,3913.0,mentes,mente
3912,3914.0,maldad,maldad
3913,3915.0,gustará,gustar
3914,3916.0,eliminar,eliminar
3915,3917.0,corbata,corbata
3916,3918.0,atrapados,atrapado atrapar
3917,3919.0,sabíamos,saber
3918,3920.0,merezco,merecer
3919,3921.0,medalla,medalla
3920,3922.0,lograste,lograr
3921,3923.0,jaula,jaula
3922,3924.0,dió,dar
3923,3925.0,chofer,chofer
3924,3926.0,informado,informado informar
3925,3927.0,fatal,fatal
3926,3928.0,enfadado,enfadado enfadar
3927,3929.0,cubierto,cubierto cubrir
3928,3930.0,compañera,compañera
3929,3931.0,ronda,ronda rondar
3930,3932.0,cobra,cobra cobrar
3931,3933.0,cantante,cantante
3932,3934.0,abrazo,abrazo abrazar
3933,3935.0,tarjetas,tarjeta
3934,3936.0,sentarme,sentar
3935,3937.0,refería,referir
3936,3938.0,indica,indicar
3937,3939.0,gravedad,gravedad
3938,3940.0,ganando,ganar
3939,3941.0,estúpidos,estúpido
3940,3942.0,elecciones,elección
3941,3943.0,collar,collar
3942,3944.0,cincuenta,cincuenta
3943,3945.0,programas,programa
3944,3946.0,naturalmente,naturalmente
3945,3947.0,embajada,embajada
3946,3948.0,desayunar,desayunar
3947,3949.0,dejaría,dejar
3948,3950.0,vigila,vigilar
3949,3951.0,quisieras,querer
3950,3952.0,intereses,interés
3951,3953.0,agárrate,agarrar
3952,3954.0,aéreo,aéreo
3953,3955.0,traición,traición
3954,3956.0,seguiré,seguir
3955,3957.0,salvajes,salvaje
3956,3958.0,prefiere,preferir
3957,3959.0,podéis,poder
3958,3960.0,mueres,morir
3959,3961.0,molestar,molestar
3960,3962.0,italiano,italiano
3961,3963.0,dejarla,dejar
3962,3964.0,corazones,corazón
3963,3965.0,averiguarlo,averiguar
3964,3966.0,ave,ave
3965,3967.0,arreglarlo,arreglar
3966,3968.0,advierto,advertir
3967,3969.0,vendiendo,vender
3968,3970.0,pública,público
3969,3971.0,monje,monje
3970,3972.0,jugamos,jugar
3971,3973.0,hablarme,hablar
3972,3974.0,escoger,escoger
3973,3975.0,andas,andar
3974,3976.0,ví,ver
3975,3977.0,pico,pico
3976,3978.0,llevé,llevar
3977,3979.0,entro,entrar
3978,3980.0,tenias,tener
3979,3981.0,priorato,priorato
3980,3982.0,perdemos,perder
3981,3983.0,industria,industria
3982,3984.0,cretino,cretino
3983,3985.0,cafetería,cafetería
3984,3986.0,cabaña,cabaña
3985,3987.0,aparecer,aparecer
3986,3988.0,tradición,tradición
3987,3989.0,suelto,suelto soltar
3988,3990.0,publicidad,publicidad
3989,3991.0,pares,parar par
3990,3992.0,oídos,oído
3991,3993.0,medida,medida medir
3992,3994.0,japoneses,japonés
3993,3995.0,dieta,dieta
3994,3996.0,capa,capa
3995,3997.0,vendrás,venir
3996,3998.0,sincronizado,sincronizado sincronizar
3997,3999.0,historial,historial
3998,4000.0,guión,guión
3999,4001.0,enano,enano
