,Number,Spanish,lemma forms
5000,5002.0,carajos,carajo
5001,5003.0,vería,ver
5002,5004.0,seca,seco secar
5003,5005.0,recibiendo,recibir
5004,5006.0,pescar,pescar
5005,5007.0,olvidas,olvidar
5006,5008.0,naciones,nación
5007,5009.0,llevara,llevar
5008,5010.0,graciosa,gracioso
5009,5011.0,emergencias,emergencia
5010,5012.0,conviene,convenir
5011,5013.0,comunicaciones,comunicación
5012,5014.0,caí,caer
5013,5015.0,ocuparé,ocupar
5014,5016.0,niñita,niñita
5015,5017.0,hazte,hacer
5016,5018.0,estupenda,estupendo
5017,5019.0,disciplina,disciplina
5018,5020.0,case,casar
5019,5021.0,arriesgado,arriesgado arriesgar
5020,5022.0,arquitecto,arquitecto
5021,5023.0,vaticano,Vaticano
5022,5024.0,traerme,traer
5023,5025.0,tiroteo,tiroteo
5024,5026.0,sirvo,servir
5025,5027.0,sentirás,sentir
5026,5028.0,ratón,ratón
5027,5029.0,quitarme,quitar
5028,5030.0,quedaba,quedar
5029,5031.0,preguntan,preguntar
5030,5032.0,permíteme,permitir
5031,5033.0,masacre,masacre
5032,5034.0,infancia,infancia
5033,5035.0,indio,indio
5034,5036.0,homosexual,homosexual
5035,5037.0,chance,chance
5036,5038.0,barba,barba
5037,5039.0,artes,arte
5038,5040.0,acerque,acercar
5039,5041.0,susto,susto
5040,5042.0,síntomas,síntoma
5041,5043.0,salvarte,salvar
5042,5044.0,sabio,sabio
5043,5045.0,romance,romance
5044,5046.0,petición,petición
5045,5047.0,peligrosos,peligroso
5046,5048.0,orinar,orinar
5047,5049.0,macho,macho
5048,5050.0,llevarse,llevar
5049,5051.0,lindos,lindo
5050,5052.0,protegerte,proteger
5051,5053.0,profundidad,profundidad
5052,5054.0,pides,pedir
5053,5055.0,permanente,permanente
5054,5056.0,investigaciones,investigación
5055,5057.0,cruzando,cruzar
5056,5058.0,comenzando,comenzar
5057,5059.0,atrapada,atrapado atrapar
5058,5060.0,trampas,trampa
5059,5061.0,tomemos,tomar
5060,5062.0,tímido,tímido
5061,5063.0,ola,ola
5062,5064.0,narices,nariz
5063,5065.0,diana,diana Diana
5064,5066.0,presentarles,presentar
5065,5067.0,pasaremos,pasar
5066,5068.0,observa,observar
5067,5069.0,nacer,nacer
5068,5070.0,mona,mona mono
5069,5071.0,mm,mm milímetro
5070,5072.0,increíblemente,increíblemente
5071,5073.0,despegar,despegar
5072,5074.0,comentario,comentario
5073,5075.0,sufre,sufrir
5074,5076.0,ramera,ramera
5075,5077.0,perfume,perfume
5076,5078.0,oscura,oscuro
5077,5079.0,olas,ola
5078,5080.0,obligado,obligado obligar
5079,5081.0,noviembre,noviembre
5080,5082.0,logré,lograr
5081,5083.0,llevaría,llevar
5082,5084.0,fallado,fallado fallar
5083,5085.0,escocia,Escocia
5084,5086.0,destruyó,destruir
5085,5087.0,conduciendo,conducir
5086,5088.0,camiseta,camiseta
5087,5089.0,venas,vena
5088,5090.0,riendo,reír
5089,5091.0,resistir,resistir
5090,5092.0,pavo,pavo
5091,5093.0,pagué,pagar
5092,5094.0,nieto,nieto
5093,5095.0,liberar,liberar
5094,5096.0,hogares,hogar
5095,5097.0,denle,dar
5096,5098.0,barón,barón
5097,5099.0,aguanto,aguantar
5098,5100.0,vicepresidente,vicepresidente
5099,5101.0,simón,simón Simón
