,Number,Spanish,lemma forms
5700,5702.0,crean,crear
5701,5703.0,contarme,contar
5702,5704.0,cancelar,cancelar
5703,5705.0,callar,callar
5704,5706.0,aceptarlo,aceptar
5705,5707.0,suite,suite
5706,5708.0,soñar,soñar
5707,5709.0,provisiones,provisión
5708,5710.0,preferido,preferido preferir
5709,5711.0,normas,norma
5710,5712.0,mientas,mentir
5711,5713.0,mandé,mandar
5712,5714.0,mandado,mandado mandar
5713,5715.0,llámeme,llamar
5714,5716.0,huella,huella
5715,5717.0,gilipollas,gilipollas
5716,5718.0,fingiendo,fingir
5717,5719.0,eterno,eterno
5718,5720.0,escopeta,escopeta
5719,5721.0,divertirse,divertir
5720,5722.0,distintos,distinto
5721,5723.0,desesperado,desesperado desesperar
5722,5724.0,bailarina,bailarina bailarín
5723,5725.0,alimentar,alimentar
5724,5726.0,adora,adorar
5725,5727.0,simpático,simpático
5726,5728.0,ridícula,ridículo
5727,5729.0,respetar,respetar
5728,5730.0,rabia,rabia rabiar
5729,5731.0,presentó,presentar
5730,5732.0,poderosos,poderoso
5731,5733.0,pito,pito pitar
5732,5734.0,perla,perla
5733,5735.0,pendiente,pendiente
5734,5736.0,maestros,maestro
5735,5737.0,humanas,humano
5736,5738.0,estare,estar
5737,5739.0,escuchame,escuchar
5738,5740.0,entere,enterar
5739,5741.0,bésame,besar
5740,5742.0,suicida,suicida
5741,5743.0,suelten,soltar
5742,5744.0,sobrina,sobrina
5743,5745.0,presentarte,presentar
5744,5746.0,padrino,padrino
5745,5747.0,fractura,fractura fracturar
5746,5748.0,explicarte,explicar
5747,5749.0,escuches,escuchar
5748,5750.0,envío,envío enviar
5749,5751.0,enterrar,enterrar
5750,5752.0,destrozado,destrozado destrozar
5751,5753.0,dejarle,dejar
5752,5754.0,condicional,condicional
5753,5755.0,cometió,cometer
5754,5756.0,avergonzado,avergonzado avergonzar
5755,5757.0,artículos,artículo
5756,5758.0,amenazas,amenaza amenazar
5757,5759.0,victima,víctima
5758,5760.0,val,val
5759,5761.0,símbolos,símbolo
5760,5762.0,saltó,saltar
5761,5763.0,repetir,repetir
5762,5764.0,pelos,pelo
5763,5765.0,organizado,organizado organizar
5764,5766.0,novato,novato
5765,5767.0,localizar,localizar
5766,5768.0,lindas,lindo
5767,5769.0,intentan,intentar
5768,5770.0,estara,estar
5769,5771.0,enamorados,enamorado enamorar
5770,5772.0,discutiendo,discutir
5771,5773.0,cajón,cajón
5772,5774.0,aliados,aliado aliar
5773,5775.0,águila,águila
5774,5776.0,sugiere,sugerir
5775,5777.0,sexto,sexto
5776,5778.0,retirarse,retirar
5777,5779.0,reciente,reciente
5778,5780.0,protector,protector
5779,5781.0,presos,preso
5780,5782.0,pidieron,pedir
5781,5783.0,mide,medir
5782,5784.0,materia,materia
5783,5785.0,hueón,hueón huevón
5784,5786.0,gentil,gentil
5785,5787.0,evidente,evidente
5786,5788.0,enlace,enlace
5787,5789.0,dorado,dorado dorar
5788,5790.0,discúlpenme,disculpar
5789,5791.0,dejare,dejar
5790,5792.0,conclusión,conclusión
5791,5793.0,competir,competir
5792,5794.0,auténtico,auténtico
5793,5795.0,anuncios,anuncio
5794,5796.0,afortunadamente,afortunadamente
5795,5797.0,siesta,siesta
5796,5798.0,sentidos,sentido sentir
5797,5799.0,principales,principal
5798,5800.0,mátame,matar
5799,5801.0,hallé,hallar
