,Number,Spanish,lemma forms
3500,3502.0,vamonos,ir
3501,3503.0,trucos,truco
3502,3504.0,preparada,preparado preparar
3503,3505.0,funcionará,funcionar
3504,3506.0,conté,contar
3505,3507.0,contando,contar
3506,3508.0,construcción,construcción
3507,3509.0,ciudadanos,ciudadano
3508,3510.0,agarrar,agarrar
3509,3511.0,infeliz,infeliz
3510,3512.0,francesa,francés
3511,3513.0,explica,explicar
3512,3514.0,decide,decidir
3513,3515.0,vende,vender
3514,3516.0,rutina,rutina
3515,3517.0,gustar,gustar
3516,3518.0,empieces,empezar
3517,3519.0,caída,caída caído caer
3518,3520.0,almorzar,almorzar
3519,3521.0,actividad,actividad
3520,3522.0,inocentes,inocente
3521,3523.0,fondos,fondo
3522,3524.0,coraje,coraje
3523,3525.0,ayudando,ayudar
3524,3526.0,aterrizar,aterrizar
3525,3527.0,actuación,actuación
3526,3528.0,suba,subir
3527,3529.0,ayudante,ayudante
3528,3530.0,vuela,volar
3529,3531.0,vaca,vaca
3530,3532.0,cirujano,cirujano
3531,3533.0,tio,tío
3532,3534.0,olvídate,olvidar
3533,3535.0,okay,okay
3534,3536.0,entregar,entregar
3535,3537.0,encerrado,encerrado encerrar
3536,3538.0,rubia,rubio
3537,3539.0,joyas,joya
3538,3540.0,empecemos,empezar
3539,3541.0,amado,amado amar
3540,3542.0,terminamos,terminar
3541,3543.0,romanos,romano
3542,3544.0,piedad,piedad
3543,3545.0,llamarte,llamar
3544,3546.0,hacían,hacer
3545,3547.0,furia,furia
3546,3548.0,detalle,detalle
3547,3549.0,admitir,admitir
3548,3550.0,tendrías,tener
3549,3551.0,respiración,respiración
3550,3552.0,prepárate,preparar
3551,3553.0,escribiendo,escribir
3552,3554.0,confundido,confundido confundir
3553,3555.0,vigilando,vigilar
3554,3556.0,sufrimiento,sufrimiento
3555,3557.0,saludos,saludo
3556,3558.0,robaste,robar
3557,3559.0,golpear,golpear
3558,3560.0,garaje,garaje
3559,3561.0,buscaré,buscar
3560,3562.0,revolución,revolución
3561,3563.0,motel,motel
3562,3564.0,buscaba,buscar
3563,3565.0,alianza,alianza
3564,3566.0,estupidez,estupidez
3565,3567.0,disparado,disparado disparar
3566,3568.0,sangrando,sangrar
3567,3569.0,quietos,quieto
3568,3570.0,miserable,miserable
3569,3571.0,ideal,ideal
3570,3572.0,empiezo,empezar
3571,3573.0,controla,controlar
3572,3574.0,prometiste,prometer
3573,3575.0,heroína,heroína
3574,3576.0,empezado,empezar
3575,3577.0,dámelo,dar
3576,3578.0,vecindario,vecindario
3577,3579.0,empleado,empleado emplear
3578,3580.0,conociste,conocer
3579,3581.0,colores,color
3580,3582.0,cerebral,cerebral
3581,3583.0,plástico,plástico
3582,3584.0,piano,piano
3583,3585.0,pensamiento,pensamiento
3584,3586.0,letra,letra
3585,3587.0,empleados,empleado emplear
3586,3588.0,dosis,dosis
3587,3589.0,dólar,dólar
3588,3590.0,agrada,agradar
3589,3591.0,tocado,tocar
3590,3592.0,tíos,tío
3591,3593.0,super,súper
3592,3594.0,rifle,rifle
3593,3595.0,renunciar,renunciar
3594,3596.0,incluyendo,incluir
3595,3597.0,hoyo,hoyo
3596,3598.0,español,español
3597,3599.0,acepta,aceptar
3598,3600.0,rueda,rueda
3599,3601.0,municiones,munición
