,Number,Spanish,lemma forms
500,501.0,tuve,tener
501,502.0,fácil,fácil
502,503.0,preocupes,preocupar
503,504.0,luz,luz
504,505.0,eran,ser
505,506.0,carajo,carajo
506,507.0,final,final
507,508.0,lista,lista listo
508,509.0,trata,tratar
509,510.0,armas,arma armar
510,511.0,hermana,hermana
511,512.0,exactamente,exactamente
512,513.0,chicas,chica
513,514.0,podía,poder
514,515.0,bastante,bastante
515,516.0,seguridad,seguridad
516,517.0,pasando,pasar
517,518.0,esperando,esperar
518,519.0,acá,acá
519,520.0,teléfono,teléfono
520,521.0,perro,perro
521,522.0,fuego,fuego
522,523.0,murió,morir
523,524.0,tampoco,tampoco
524,525.0,sola,solo
525,526.0,estuvo,estar
526,527.0,verte,ver
527,528.0,iré,ir
528,529.0,tenido,tener
529,530.0,culpa,culpa culpar
530,531.0,veras,veras
531,532.0,adónde,adónde
532,533.0,buscando,buscar
533,534.0,cuanto,cuanto
534,535.0,padres,padre
535,536.0,paz,paz
536,537.0,demonios,demonio
537,538.0,estará,estar
538,539.0,cual,cual
539,540.0,perdón,perdón
540,541.0,asi,así
541,542.0,jugar,jugar
542,543.0,pensando,pensar
543,544.0,esperar,esperar
544,545.0,sabemos,saber
545,546.0,recuerdo,recuerdo recordar
546,547.0,par,par
547,548.0,joven,joven
548,549.0,seguir,seguir
549,550.0,pueblo,pueblo
550,551.0,tenga,tener
551,552.0,caballeros,caballero
552,553.0,idiota,idiota
553,554.0,dio,dar
554,555.0,minuto,minuto
555,556.0,bebé,bebé
556,557.0,única,único
557,558.0,lejos,lejos
558,559.0,nuestras,nuestro
559,560.0,plan,plan
560,561.0,pienso,pensar
561,562.0,sentido,sentido sentir
562,563.0,dormir,dormir
563,564.0,digas,decir
564,565.0,palabra,palabra
565,566.0,correcto,correcto
566,567.0,control,control
567,568.0,vemos,ver
568,569.0,entiendes,entender
569,570.0,país,país
570,571.0,seis,seis
571,572.0,último,último
572,573.0,ésta,ésta
573,574.0,diga,decir
574,575.0,podrías,poder
575,576.0,pequeña,pequeña
576,577.0,cállate,callar
577,578.0,trato,trato tratar
578,579.0,rey,rey
579,580.0,sucede,suceder
580,581.0,muchachos,muchacho
581,582.0,jamás,jamás
582,583.0,cama,cama
583,584.0,srta,señorita
584,585.0,ayudar,ayudar
585,586.0,acerca,acerca acercar
586,587.0,di,dar
587,588.0,cambio,cambio cambiar
588,589.0,falta,falta faltar
589,590.0,hospital,hospital
590,591.0,lleva,llevar
591,592.0,presidente,presidente
592,593.0,mil,mil
593,594.0,gusto,gusto gustar
594,595.0,conoces,conocer
595,596.0,diciendo,decir
596,597.0,os,os
597,598.0,ido,ir
598,599.0,general,general
599,600.0,extraño,extraño extrañar
