,Number,Spanish,lemma forms
4800,4802.0,batería,batería
4801,4803.0,visual,visual
4802,4804.0,reconoce,reconocer
4803,4805.0,pedimos,pedir
4804,4806.0,niebla,niebla
4805,4807.0,métodos,método
4806,4808.0,durmió,dormir
4807,4809.0,desfile,desfile desfilar
4808,4810.0,creciendo,crecer
4809,4811.0,continua,continuo continuar
4810,4812.0,borracha,borracho
4811,4813.0,beca,beca
4812,4814.0,adolescente,adolescente
4813,4815.0,actos,acto
4814,4816.0,mágica,mágico
4815,4817.0,imbéciles,imbécil
4816,4818.0,huyendo,huir
4817,4819.0,fotógrafo,fotógrafo
4818,4820.0,experimentos,experimento
4819,4821.0,edificios,edificio
4820,4822.0,deténganse,detener
4821,4823.0,cálmense,calmar
4822,4824.0,atmósfera,atmósfera
4823,4825.0,acabaron,acabar
4824,4826.0,votos,voto
4825,4827.0,tareas,tarea
4826,4828.0,presupuesto,presupuesto
4827,4829.0,persecución,persecución
4828,4830.0,enseñarle,enseñar
4829,4831.0,enfermos,enfermo
4830,4832.0,cortes,corte cortar
4831,4833.0,contaste,contar
4832,4834.0,recuerdan,recordar
4833,4835.0,probabilidades,probabilidad
4834,4836.0,núcleo,núcleo
4835,4837.0,multitud,multitud
4836,4838.0,moriré,morir
4837,4839.0,empresas,empresa
4838,4840.0,delta,delta
4839,4841.0,asociación,asociación
4840,4842.0,verdes,verde
4841,4843.0,profesión,profesión
4842,4844.0,pelotón,pelotón
4843,4845.0,paro,paro parar
4844,4846.0,largos,largo
4845,4847.0,danos,dar
4846,4848.0,creído,creído creer
4847,4849.0,cosecha,cosecha cosechar
4848,4850.0,cintas,cinta
4849,4851.0,agallas,agallas agalla
4850,4852.0,vendido,vendido vender
4851,4853.0,tortura,tortura torturar
4852,4854.0,suéltala,soltar
4853,4855.0,sexuales,sexual
4854,4856.0,retirado,retirado retirar
4855,4857.0,reconoces,reconocer
4856,4858.0,pudieran,poder
4857,4859.0,desorden,desorden
4858,4860.0,desarrollo,desarrollo desarollar
4859,4861.0,abandonó,abandonar
4860,4862.0,vodka,vodka
4861,4863.0,violento,violento
4862,4864.0,vestida,vestido vestir
4863,4865.0,probarlo,probar
4864,4866.0,balón,balón
4865,4867.0,población,población
4866,4868.0,pechos,pecho
4867,4869.0,ocurrirá,ocurrir
4868,4870.0,mientes,mentir
4869,4871.0,leal,leal
4870,4872.0,jo,jo
4871,4873.0,federación,federación
4872,4874.0,dí,dar
4873,4875.0,asustaste,asustar
4874,4876.0,apártate,apartar
4875,4877.0,vinieras,venir
4876,4878.0,valioso,valioso
4877,4879.0,profesora,profesora
4878,4880.0,misericordia,misericordia
4879,4881.0,mancha,mancha manchar
4880,4882.0,ilusión,ilusión
4881,4883.0,habrás,haber
4882,4884.0,golpeado,golpear
4883,4885.0,generador,generador
4884,4886.0,empiezas,empezar
4885,4887.0,detuvo,detener
4886,4888.0,despedir,despedir
4887,4889.0,cuerdas,cuerda cuerdo
4888,4890.0,cráneo,cráneo
4889,4891.0,champán,champán
4890,4892.0,cartel,cartel
4891,4893.0,campana,campana
4892,4894.0,vendió,vender
4893,4895.0,rompí,romper
4894,4896.0,revistas,revista
4895,4897.0,ordena,ordenar
4896,4898.0,cállese,callar
4897,4899.0,avanzar,avanzar
4898,4900.0,técnicamente,técnicamente
4899,4901.0,remoto,remoto
