,Number,Spanish,lemma forms
4400,4402.0,trenes,tren
4401,4403.0,soporto,soportar
4402,4404.0,sacaré,sacar
4403,4405.0,oido,oído
4404,4406.0,fortaleza,fortaleza
4405,4407.0,corea,corea
4406,4408.0,conversar,conversar
4407,4409.0,computadoras,computadora
4408,4410.0,cálmese,calmar
4409,4411.0,volante,volante
4410,4412.0,sucederá,suceder
4411,4413.0,decías,decir
4412,4414.0,data,data
4413,4415.0,cuente,contar
4414,4416.0,civilización,civilización
4415,4417.0,cabrones,cabrón
4416,4418.0,arruinar,arruinar
4417,4419.0,vampiro,vampiro
4418,4420.0,tocó,tocar
4419,4421.0,regresé,regresar
4420,4422.0,pases,pasar
4421,4423.0,fantástica,fantástico
4422,4424.0,facil,fácil
4423,4425.0,estabamos,estar
4424,4426.0,diera,dar
4425,4427.0,detenga,detener
4426,4428.0,violación,violación
4427,4429.0,hemorragia,hemorragia
4428,4430.0,fianza,fianza
4429,4431.0,docena,docena
4430,4432.0,centavo,centavo
4431,4433.0,célula,célula
4432,4434.0,carreras,carrera
4433,4435.0,callado,callado callar
4434,4436.0,rodilla,rodilla
4435,4437.0,prometes,prometer
4436,4438.0,profundamente,profundamente
4437,4439.0,posiciones,posición
4438,4440.0,hicieras,hacer
4439,4441.0,furioso,furioso
4440,4442.0,desperté,despertar
4441,4443.0,comes,comer
4442,4444.0,ciega,ciego
4443,4445.0,cicatriz,cicatriz
4444,4446.0,bebidas,bebida bebido beber
4445,4447.0,acércate,acercar
4446,4448.0,tiró,tirar
4447,4449.0,policial,policial
4448,4450.0,pasear,pasear
4449,4451.0,masa,masa
4450,4452.0,llegues,llegar
4451,4453.0,global,global
4452,4454.0,escapado,escapado escapar
4453,4455.0,dinos,decir
4454,4456.0,cuarta,cuarto
4455,4457.0,bienes,bien
4456,4458.0,aparato,aparato
4457,4459.0,sostén,sostén sostener
4458,4460.0,realizar,realizar
4459,4461.0,permitiré,permitir
4460,4462.0,orgullosos,orgulloso
4461,4463.0,corten,cortar
4462,4464.0,comisión,comisión
4463,4465.0,vidrio,vidrio
4464,4466.0,presa,presa preso
4465,4467.0,ocupados,ocupado ocupar
4466,4468.0,morfina,morfina
4467,4469.0,habrían,haber
4468,4470.0,columna,columna
4469,4471.0,sacaron,sacar
4470,4472.0,patas,pata
4471,4473.0,oírme,oír
4472,4474.0,ocultar,ocultar
4473,4475.0,objeción,objeción
4474,4476.0,maneja,manejar
4475,4477.0,largas,largo largar
4476,4478.0,generalmente,generalmente
4477,4479.0,fuentes,fuente
4478,4480.0,cubrir,cubrir
4479,4481.0,ataca,atacar
4480,4482.0,tenis,tenis
4481,4483.0,santos,santo
4482,4484.0,potencial,potencial
4483,4485.0,plano,plano
4484,4486.0,levante,levantar
4485,4487.0,escala,escala escalar
4486,4488.0,enfrentar,enfrentar
4487,4489.0,cuánta,cuánto cuanto
4488,4490.0,sobra,sobra sobrar
4489,4491.0,rumor,rumor
4490,4492.0,páginas,página
4491,4493.0,órganos,órgano
4492,4494.0,león,león
4493,4495.0,entras,entrar
4494,4496.0,decían,decir
4495,4497.0,chinos,chino
4496,4498.0,brujas,bruja
4497,4499.0,barbara,bárbaro Barbara
4498,4500.0,admiro,admirar
4499,4501.0,voto,voto votar
