,Number,Spanish,lemma forms
4000,4002.0,devolver,devolver
4001,4003.0,solitario,solitario
4002,4004.0,misiles,misil
4003,4005.0,desnuda,desnudo desnudar
4004,4006.0,vaquero,vaquero
4005,4007.0,únicos,único
4006,4008.0,trasera,trasero
4007,4009.0,sano,sano
4008,4010.0,piezas,pieza
4009,4011.0,liga,liga ligar
4010,4012.0,gerente,gerente
4011,4013.0,caridad,caridad
4012,4014.0,armados,armado armar
4013,4015.0,trajeron,traer
4014,4016.0,religión,religión
4015,4017.0,fotografías,fotografía
4016,4018.0,sentirse,sentir
4017,4019.0,rezar,rezar
4018,4020.0,protege,proteger
4019,4021.0,preparen,preparar
4020,4022.0,niñera,niñera
4021,4023.0,naranja,naranja naranjo
4022,4024.0,matarnos,matar
4023,4025.0,jugada,jugada jugar
4024,4026.0,espérame,esperar
4025,4027.0,enseñarte,enseñar
4026,4028.0,cohete,cohete
4027,4029.0,tanques,tanque
4028,4030.0,sombras,sombra
4029,4031.0,moverse,mover
4030,4032.0,llegara,llegar
4031,4033.0,cortó,cortar
4032,4034.0,cierren,cerrar
4033,4035.0,volverán,volver
4034,4036.0,usamos,usar
4035,4037.0,sabremos,saber
4036,4038.0,maletín,maletín
4037,4039.0,lenguaje,lenguaje
4038,4040.0,invitación,invitación
4039,4041.0,cambian,cambiar
4040,4042.0,rehenes,rehén
4041,4043.0,encontremos,encontrar
4042,4044.0,descubrí,descubrir
4043,4045.0,audiencia,audiencia
4044,4046.0,agenda,agenda
4045,4047.0,sígueme,seguir
4046,4048.0,sensible,sensible
4047,4049.0,reverendo,reverendo
4048,4050.0,queréis,querer
4049,4051.0,cazar,cazar
4050,4052.0,bodas,boda
4051,4053.0,seguiremos,seguir
4052,4054.0,rosas,rosa
4053,4055.0,retiro,retiro retirar
4054,4056.0,primeras,primero
4055,4057.0,poderosa,poderoso
4056,4058.0,deberia,deber
4057,4059.0,cantando,cantar
4058,4060.0,antiguos,antiguo
4059,4061.0,teme,temer
4060,4062.0,síganme,seguir
4061,4063.0,moviendo,mover
4062,4064.0,juventud,juventud
4063,4065.0,equivocas,equivocar
4064,4066.0,trabajadores,trabajador
4065,4067.0,seguí,seguir
4066,4068.0,salvaste,salvar
4067,4069.0,pulmones,pulmón
4068,4070.0,payaso,payaso
4069,4071.0,oírlo,oír
4070,4072.0,fama,fama
4071,4073.0,engaño,engaño engañar
4072,4074.0,distrito,distrito
4073,4075.0,disculparme,disculpar
4074,4076.0,ciudadano,ciudadano
4075,4077.0,robando,robar
4076,4078.0,equipaje,equipaje
4077,4079.0,ciencias,ciencia
4078,4080.0,ubicación,ubicación
4079,4081.0,federales,federal
4080,4082.0,tratamos,tratar
4081,4083.0,ofrece,ofrecer
4082,4084.0,junio,junio
4083,4085.0,extremadamente,extremadamente
4084,4086.0,actuando,actuar
4085,4087.0,traducción,traducción
4086,4088.0,supiste,saber
4087,4089.0,sacarlo,sacar
4088,4090.0,preparando,preparar
4089,4091.0,letras,letra
4090,4092.0,típico,típico
4091,4093.0,reserva,reserva reservar
4092,4094.0,propuesta,propuesta propuesto proponer
4093,4095.0,plataforma,plataforma
4094,4096.0,mago,mago
4095,4097.0,linea,linea
4096,4098.0,dude,dudar
4097,4099.0,busque,buscar
4098,4100.0,tabaco,tabaco
4099,4101.0,principios,principio
