,Number,Spanish,lemma forms
4300,4302.0,países,país
4301,4303.0,once,once
4302,4304.0,matarlos,matar
4303,4305.0,graduación,graduación
4304,4306.0,frase,frase
4305,4307.0,eterna,eterno
4306,4308.0,estarlo,estar
4307,4309.0,descuida,descuidar
4308,4310.0,toalla,toalla
4309,4311.0,próximos,próximo
4310,4312.0,monedas,moneda
4311,4313.0,mirad,mirar
4312,4314.0,miraba,mirar
4313,4315.0,griegos,griego
4314,4316.0,famosa,famoso
4315,4317.0,corredor,corredor
4316,4318.0,atravesar,atravesar
4317,4319.0,aguas,agua
4318,4320.0,modales,modal
4319,4321.0,guerras,guerra
4320,4322.0,eternidad,eternidad
4321,4323.0,conocerla,conocer
4322,4324.0,busquen,buscar
4323,4325.0,acuerda,acuerdo acordar
4324,4326.0,sentirme,sentir
4325,4327.0,quema,quemar
4326,4328.0,poema,poema
4327,4329.0,ordenó,ordenar
4328,4330.0,espiritual,espiritual
4329,4331.0,costumbre,costumbre
4330,4332.0,comencé,comenzar
4331,4333.0,cabra,cabra
4332,4334.0,alquiler,alquiler
4333,4335.0,vencido,vencido vencer
4334,4336.0,vela,vela velar
4335,4337.0,trataré,tratar
4336,4338.0,sospechosos,sospechoso
4337,4339.0,quinto,quinto
4338,4340.0,pilotos,piloto
4339,4341.0,perdieron,perder
4340,4342.0,generación,generación
4341,4343.0,formación,formación
4342,4344.0,estructura,estructura
4343,4345.0,concéntrate,concentrar
4344,4346.0,complejo,complejo
4345,4347.0,voces,voz
4346,4348.0,tragos,trago
4347,4349.0,temor,temor
4348,4350.0,república,república
4349,4351.0,recursos,recurso
4350,4352.0,presentación,presentación
4351,4353.0,pirámide,pirámide
4352,4354.0,oficialmente,oficialmente
4353,4355.0,maquillaje,maquillaje
4354,4356.0,guardaespaldas,guardaespaldas
4355,4357.0,escucharme,escuchar
4356,4358.0,dejara,dejar
4357,4359.0,contiene,contener
4358,4360.0,bendición,bendición
4359,4361.0,vuestros,vuestro
4360,4362.0,semejante,semejante
4361,4363.0,pague,pagar
4362,4364.0,molestes,molestar
4363,4365.0,cultura,cultura
4364,4366.0,comió,comer
4365,4367.0,antecedentes,antecedente
4366,4368.0,tendríamos,tener
4367,4369.0,representante,representante
4368,4370.0,prestado,prestado prestar
4369,4371.0,posesión,posesión
4370,4372.0,oir,oír
4371,4373.0,nubes,nube
4372,4374.0,meterte,meter
4373,4375.0,guantes,guante
4374,4376.0,esperabas,esperar
4375,4377.0,enseña,enseñar
4376,4378.0,encontrarme,encontrar
4377,4379.0,consejos,consejo
4378,4380.0,regreses,regresar
4379,4381.0,preocupen,preocupar
4380,4382.0,pistolas,pistola
4381,4383.0,gane,ganar
4382,4384.0,sos,ser
4383,4385.0,niveles,nivel
4384,4386.0,ganaste,ganar
4385,4387.0,considerando,considerar
4386,4388.0,capital,capital
4387,4389.0,cambie,cambiar
4388,4390.0,ánimo,ánimo
4389,4391.0,utilizar,utilizar
4390,4392.0,lograrlo,lograr
4391,4393.0,llévate,llevar
4392,4394.0,gafas,gafas
4393,4395.0,espíritus,espíritu
4394,4396.0,preguntaste,preguntar
4395,4397.0,pagará,pagar
4396,4398.0,maíz,maíz
4397,4399.0,estacionamiento,estacionamiento
4398,4400.0,contactos,contacto contactar
4399,4401.0,aguja,aguja
