,Number,Spanish,lemma forms
4600,4602.0,manejando,manejar
4601,4603.0,lola,lola lolo Lola
4602,4604.0,lentes,lente lentes
4603,4605.0,engañar,engañar
4604,4606.0,cállense,callar
4605,4607.0,bate,bate batir
4606,4608.0,automático,automático
4607,4609.0,tuyas,tuyo
4608,4610.0,quedarás,quedar
4609,4611.0,profunda,profundo
4610,4612.0,piensen,pensar
4611,4613.0,permiten,permitir
4612,4614.0,heredero,heredero
4613,4615.0,entraron,entrar
4614,4616.0,canadá,Canadá
4615,4617.0,caminos,camino
4616,4618.0,sintió,sentir
4617,4619.0,robé,robar
4618,4620.0,porno,porno
4619,4621.0,lejano,lejano
4620,4622.0,intercambio,intercambio intercambiar
4621,4623.0,hojas,hoja
4622,4624.0,dispare,disparar
4623,4625.0,cuan,cuan
4624,4626.0,champaña,champaña
4625,4627.0,atractiva,atractivo
4626,4628.0,terminal,terminal
4627,4629.0,rita,rito Rita
4628,4630.0,poesía,poesía
4629,4631.0,pierda,perder
4630,4632.0,expertos,experto
4631,4633.0,ensalada,ensalada
4632,4634.0,convertir,convertir
4633,4635.0,calientes,caliente
4634,4636.0,autopsia,autopsia
4635,4637.0,tristeza,tristeza
4636,4638.0,tiendas,tienda tender
4637,4639.0,mafia,mafia
4638,4640.0,jodas,joder
4639,4641.0,escuchó,escuchar
4640,4642.0,enormes,enorme
4641,4643.0,denme,dar
4642,4644.0,atacaron,atacar
4643,4645.0,almacén,almacén
4644,4646.0,sufrió,sufrir
4645,4647.0,productos,producto
4646,4648.0,productor,productor
4647,4649.0,permitido,permitido permitir
4648,4650.0,pegó,pegar
4649,4651.0,matarla,matar
4650,4652.0,interno,interno
4651,4653.0,interna,interno internar
4652,4654.0,infantil,infantil
4653,4655.0,españa,España
4654,4656.0,diarios,diario
4655,4657.0,combinación,combinación
4656,4658.0,acompañe,acompañar
4657,4659.0,ropas,ropa
4658,4660.0,pondremos,poner
4659,4661.0,metiste,meter
4660,4662.0,esencia,esencia
4661,4663.0,brillantes,brillante
4662,4664.0,bingo,bingo
4663,4665.0,sordo,sordo
4664,4666.0,sacas,sacar
4665,4667.0,rancho,rancho
4666,4668.0,objetivos,objetivo
4667,4669.0,muebles,mueble
4668,4670.0,mencionó,mencionar
4669,4671.0,estupido,estúpido
4670,4672.0,enterado,enterado enterar
4671,4673.0,documento,documento
4672,4674.0,vencer,vencer
4673,4675.0,sintiendo,sentir
4674,4676.0,quieta,quieto
4675,4677.0,período,período
4676,4678.0,oportunidades,oportunidad
4677,4679.0,monos,mono
4678,4680.0,mercancía,mercancía
4679,4681.0,lastimado,lastimado lastimar
4680,4682.0,internos,interno
4681,4683.0,hueco,hueco
4682,4684.0,golpea,golpear
4683,4685.0,evento,evento
4684,4686.0,estudiando,estudiar
4685,4687.0,elige,elegir
4686,4688.0,crecido,crecido crecer
4687,4689.0,conspiración,conspiración
4688,4690.0,avenida,avenida
4689,4691.0,tremendo,tremendo
4690,4692.0,tocas,tocar
4691,4693.0,sabias,sabio saber
4692,4694.0,raya,raya rayar
4693,4695.0,líos,lío
4694,4696.0,invitar,invitar
4695,4697.0,homicidios,homicidio
4696,4698.0,herramientas,herramienta
4697,4699.0,flecha,flecha
4698,4700.0,derrota,derrota
4699,4701.0,cervezas,cerveza
