,Number,Spanish,lemma forms
5400,5402.0,hermanito,hermanito hermano
5401,5403.0,hamburguesas,hamburguesa
5402,5404.0,firmado,firmado firmar
5403,5405.0,entrenar,entrenar
5404,5406.0,encendido,encendido encender
5405,5407.0,disfruten,disfrutar
5406,5408.0,deseaba,desear
5407,5409.0,conocías,conocer
5408,5410.0,cambiaron,cambiar
5409,5411.0,boxeo,boxeo boxear
5410,5412.0,autorizado,autorizado autorizar
5411,5413.0,armadura,armadura
5412,5414.0,sobrevivió,sobrevivir
5413,5415.0,preocupados,preocupado preocupar
5414,5416.0,ocasiones,ocasión
5415,5417.0,necesitarás,necesitar
5416,5418.0,mutante,mutante
5417,5419.0,músculos,músculo
5418,5420.0,mantienen,mantener
5419,5421.0,justa,justo
5420,5422.0,increíbles,increíble
5421,5423.0,incómodo,incómodo
5422,5424.0,harta,harto hartar
5423,5425.0,expedición,expedición
5424,5426.0,esfuerzos,esfuerzo
5425,5427.0,directa,directo
5426,5428.0,deberes,deber
5427,5429.0,contratado,contratado contratar
5428,5430.0,usé,usar
5429,5431.0,sentar,sentar
5430,5432.0,presentes,presente presentar
5431,5433.0,mierdas,mierda
5432,5434.0,merecen,merecer
5433,5435.0,llamaban,llamar
5434,5436.0,ejecución,ejecución
5435,5437.0,darás,dar
5436,5438.0,créame,creer
5437,5439.0,busquemos,buscar
5438,5440.0,afirmativo,afirmativo
5439,5441.0,admito,admitir
5440,5442.0,talla,talla tallar
5441,5443.0,rodeado,rodeado rodear
5442,5444.0,reparar,reparar
5443,5445.0,quitó,quitar
5444,5446.0,patada,patada
5445,5447.0,lea,leer
5446,5448.0,jugado,jugar
5447,5449.0,humilde,humilde
5448,5450.0,encantó,encantar
5449,5451.0,encantará,encantar
5450,5452.0,elefante,elefante
5451,5453.0,echaré,echar
5452,5454.0,demostración,demostración
5453,5455.0,creación,creación
5454,5456.0,compañia,compañia
5455,5457.0,camaradas,camarada
5456,5458.0,bebido,bebido beber
5457,5459.0,bata,bata batir
5458,5460.0,soga,soga
5459,5461.0,signos,signo
5460,5462.0,sentirte,sentir
5461,5463.0,póngase,poner
5462,5464.0,perderé,perder
5463,5465.0,pegar,pegar
5464,5466.0,ondas,onda
5465,5467.0,mapas,mapa
5466,5468.0,mantenerte,mantener
5467,5469.0,llenos,lleno
5468,5470.0,intentes,intentar
5469,5471.0,informar,informar
5470,5472.0,independiente,independiente
5471,5473.0,fuéramos,ir ser
5472,5474.0,encontrarnos,encontrar
5473,5475.0,distintas,distinto
5474,5476.0,conque,conque
5475,5477.0,conozcas,conocer
5476,5478.0,cometa,cometa cometer
5477,5479.0,acostado,acostado acostar
5478,5480.0,pentágono,pentágono
5479,5481.0,pensaría,pensar
5480,5482.0,galería,galería
5481,5483.0,duermo,dormir
5482,5484.0,decepcionado,decepcionado
5483,5485.0,blancas,blanco
5484,5486.0,bajó,bajar
5485,5487.0,ausencia,ausencia
5486,5488.0,asistencia,asistencia
5487,5489.0,usaste,usar
5488,5490.0,suma,suma sumar
5489,5491.0,ogro,ogro
5490,5492.0,griego,griego
5491,5493.0,caballería,caballería
5492,5494.0,bondad,bondad
5493,5495.0,bolsillos,bolsillo
5494,5496.0,avanzada,avanzado avanzar
5495,5497.0,ancestros,ancestro
5496,5498.0,alturas,altura
5497,5499.0,puño,puño
5498,5500.0,otoño,otoño
5499,5501.0,observar,observar
