,Number,Spanish,lemma forms
1400,1402.0,monstruo,monstruo
1401,1403.0,bajar,bajar
1402,1404.0,pierna,pierna
1403,1405.0,señores,señor
1404,1406.0,tomó,tomar
1405,1407.0,pasará,pasar
1406,1408.0,mataste,matar
1407,1409.0,grandioso,grandioso
1408,1410.0,socio,socio
1409,1411.0,herido,herir herido
1410,1412.0,cayó,caer
1411,1413.0,fuerzas,fuerza forzar
1412,1414.0,cine,cine
1413,1415.0,escena,escena
1414,1416.0,tía,tía
1415,1417.0,dando,dar
1416,1418.0,puntos,punto
1417,1419.0,teníamos,tener
1418,1420.0,dejaste,dejar
1419,1421.0,muévete,mover
1420,1422.0,larga,largo largar
1421,1423.0,solía,soler
1422,1424.0,tema,tema temer
1423,1425.0,preparado,preparado preparar
1424,1426.0,depende,depender
1425,1427.0,policías,policía
1426,1428.0,solos,solo
1427,1429.0,matarme,matar
1428,1430.0,pon,poner
1429,1431.0,hubiese,haber
1430,1432.0,bebe,beber
1431,1433.0,tanta,tanto
1432,1434.0,oeste,oeste
1433,1435.0,parís,París
1434,1436.0,viento,viento
1435,1437.0,jóvenes,joven
1436,1438.0,hacerme,hacer
1437,1439.0,asiento,asiento
1438,1440.0,estupendo,estupendo
1439,1441.0,caminar,caminar
1440,1442.0,juicio,juicio
1441,1443.0,creerlo,creer
1442,1444.0,carga,carga cargar
1443,1445.0,tranquila,tranquilo
1444,1446.0,banda,banda
1445,1447.0,estarán,estar
1446,1448.0,animal,animal
1447,1449.0,escuchen,escuchar
1448,1450.0,encontraron,encontrar
1449,1451.0,dejas,dejar
1450,1452.0,tarjeta,tarjeta
1451,1453.0,ibas,ir
1452,1454.0,podrás,poder
1453,1455.0,nueve,nueve
1454,1456.0,seguramente,seguramente
1455,1457.0,volverá,volver
1456,1458.0,majestad,majestad
1457,1459.0,llena,lleno llenar
1458,1460.0,caer,caer
1459,1461.0,aeropuerto,aeropuerto
1460,1462.0,vayamos,ir
1461,1463.0,acabado,acabar
1462,1464.0,sigo,seguir
1463,1465.0,enorme,enorme
1464,1466.0,área,área
1465,1467.0,muevas,mover
1466,1468.0,haberlo,haber
1467,1469.0,dejen,dejar
1468,1470.0,ridículo,ridículo
1469,1471.0,reloj,reloj
1470,1472.0,hagamos,hacer
1471,1473.0,flores,flor
1472,1474.0,mapa,mapa
1473,1475.0,culpable,culpable
1474,1476.0,cuentas,cuenta contar
1475,1477.0,pareja,pareja
1476,1478.0,tomando,tomar
1477,1479.0,laboratorio,laboratorio
1478,1480.0,beso,beso besar
1479,1481.0,empezó,empezar
1480,1482.0,pedí,pedir
1481,1483.0,nariz,nariz
1482,1484.0,cuestión,cuestión
1483,1485.0,terminó,terminar
1484,1486.0,vengo,venir
1485,1487.0,perdona,perdonar
1486,1488.0,acuerdas,acordar
1487,1489.0,verano,verano
1488,1490.0,prefiero,preferir
1489,1491.0,peso,peso pesar
1490,1492.0,oscuridad,oscuridad
1491,1493.0,diferentes,diferente
1492,1494.0,cliente,cliente
1493,1495.0,cuántas,cuántos
1494,1496.0,televisión,televisión
1495,1497.0,suya,suyo
1496,1498.0,prensa,prensa
1497,1499.0,vistazo,vistazo
1498,1500.0,inmediatamente,inmediatamente
1499,1501.0,solamente,solamente
