,Number,Spanish,lemma forms
100,101.0,mejor,mejor
101,102.0,están,estar
102,103.0,va,ir
103,104.0,hombre,hombre
104,105.0,usted,usted
105,106.0,mucho,mucho
106,107.0,hace,hacer
107,108.0,entonces,entonces
108,109.0,siento,sentir sentar
109,110.0,tenemos,tener
110,111.0,puedes,poder
111,112.0,ahí,ahí
112,113.0,ti,ti
113,114.0,vida,vida
114,115.0,ver,ver
115,116.0,alguien,alguien
116,117.0,sr,señor
117,118.0,hasta,hasta
118,119.0,sin,sin
119,120.0,mí,mí
120,121.0,solo,solo
121,122.0,años,año
122,123.0,sobre,sobre
123,124.0,decir,decir
124,125.0,uno,uno
125,126.0,siempre,siempre
126,127.0,oh,oh
127,128.0,ir,ir
128,129.0,cosas,cosa coser
129,130.0,también,también
130,131.0,antes,antes
131,132.0,has,haber
132,133.0,ni,ni
133,134.0,mis,mi
134,135.0,día,día
135,136.0,estar,estar
136,137.0,estamos,estar
137,138.0,noche,noche
138,139.0,nadie,nadie
139,140.0,otra,otro
140,141.0,quiere,querer
141,142.0,parece,parecer
142,143.0,nosotros,nosotros
143,144.0,poco,poco
144,145.0,padre,padre
145,146.0,trabajo,trabajo trabajar
146,147.0,gente,gente
147,148.0,mira,mirar
148,149.0,vas,ir
149,150.0,sea,ser
150,151.0,les,les
151,152.0,donde,donde
152,153.0,mismo,mismo
153,154.0,hecho,hacer hecho
154,155.0,ellos,ellos
155,156.0,dijo,decir
156,157.0,pasa,pasar
157,158.0,dinero,dinero
158,159.0,hijo,hijo
159,160.0,tal,tal
160,161.0,otro,otro
161,162.0,hablar,hablar
162,163.0,seguro,seguro
163,164.0,claro,claro
164,165.0,estas,este
165,166.0,lugar,lugar
166,167.0,mundo,mundo
167,168.0,amigo,amigo
168,169.0,espera,esperar espera
169,170.0,mierda,mierda
170,171.0,han,haber
171,172.0,tus,tu
172,173.0,sabe,saber
173,174.0,después,después
174,175.0,momento,momento
175,176.0,desde,desde
176,177.0,fuera,fuera ir ser
177,178.0,cosa,cosa coser
178,179.0,tipo,tipo
179,180.0,mañana,mañana
180,181.0,podemos,poder
181,182.0,dije,decir
182,183.0,gran,grande
183,184.0,necesito,necesitar
184,185.0,estado,estar estado
185,186.0,podría,poder
186,187.0,acuerdo,acordar acuerdo
187,188.0,papá,papá
188,189.0,tener,tener
189,190.0,dice,decir
190,191.0,mío,mío
191,192.0,crees,creer
192,193.0,buena,bueno buena
193,194.0,gusta,gustar
194,195.0,nuestro,nuestro
195,196.0,nuevo,nuevo
196,197.0,será,ser
197,198.0,haciendo,hacer
198,199.0,días,día
199,200.0,nombre,nombre
