,Number,Spanish,lemma forms
4900,4902.0,pudiéramos,poder
4901,4903.0,pega,pega pegar
4902,4904.0,parto,partir
4903,4905.0,nido,nido
4904,4906.0,molestando,molestar
4905,4907.0,gota,gota
4906,4908.0,fracasado,fracasado fracasar
4907,4909.0,esperé,esperar
4908,4910.0,escúcheme,escuchar
4909,4911.0,eco,eco
4910,4912.0,duros,duro
4911,4913.0,dispararle,disparar
4912,4914.0,desaparecieron,desaparecer
4913,4915.0,contarle,contar
4914,4916.0,cargando,cargar
4915,4917.0,caen,caer
4916,4918.0,asesinó,asesinar
4917,4919.0,prométeme,prometer
4918,4920.0,políticos,político
4919,4921.0,plantas,planta plantar
4920,4922.0,oculta,oculto ocultar
4921,4923.0,mundos,mundo
4922,4924.0,fines,fin
4923,4925.0,dueños,dueño
4924,4926.0,detén,detener
4925,4927.0,cm,cm centímetro
4926,4928.0,asesinar,asesinar
4927,4929.0,agosto,agosto
4928,4930.0,rojas,roja rojo
4929,4931.0,pantano,pantano
4930,4932.0,opina,opinar
4931,4933.0,odian,odiar
4932,4934.0,llegaré,llegar
4933,4935.0,impresionado,impresionado impresionar
4934,4936.0,dirigir,dirigir
4935,4937.0,diciembre,diciembre
4936,4938.0,decidimos,decidir
4937,4939.0,conectado,conectado conectar
4938,4940.0,toco,tocar
4939,4941.0,sinceramente,sinceramente
4940,4942.0,relacionado,relacionado relacionar
4941,4943.0,quedaron,quedar
4942,4944.0,levanten,levantar
4943,4945.0,espantoso,espantoso
4944,4946.0,enseño,enseñar
4945,4947.0,enfermedades,enfermedad
4946,4948.0,divirtiendo,divertir
4947,4949.0,cubre,cubrir
4948,4950.0,confidencial,confidencial
4949,4951.0,compre,comprar
4950,4952.0,baúl,baúl
4951,4953.0,baila,bailar
4952,4954.0,aumento,aumento aumentar
4953,4955.0,ascenso,ascenso
4954,4956.0,testimonio,testimonio
4955,4957.0,saliera,salir
4956,4958.0,resiste,resistir
4957,4959.0,párate,parar
4958,4960.0,ofrecer,ofrecer
4959,4961.0,ocupo,ocupar
4960,4962.0,merecía,merecer
4961,4963.0,jabón,jabón
4962,4964.0,hamburguesa,hamburguesa
4963,4965.0,escuelas,escuela
4964,4966.0,equivoco,equívoco
4965,4967.0,caiga,caer
4966,4968.0,beneficio,beneficio
4967,4969.0,suéltalo,soltar
4968,4970.0,rusa,ruso
4969,4971.0,receta,receta recetar
4970,4972.0,modelos,modelo
4971,4973.0,misterioso,misterioso
4972,4974.0,esconder,esconder
4973,4975.0,eche,echar
4974,4976.0,contarte,contar
4975,4977.0,callejón,callejón
4976,4978.0,buscarla,buscar
4977,4979.0,bonitas,bonito
4978,4980.0,toquen,tocar
4979,4981.0,rudo,rudo
4980,4982.0,pasaré,pasar
4981,4983.0,extrañé,extrañar
4982,4984.0,detras,detrás
4983,4985.0,detenerlos,detener
4984,4986.0,delito,delito
4985,4987.0,atacado,atacado atacar
4986,4988.0,traerlo,traer
4987,4989.0,sentencia,sentencia
4988,4990.0,sácame,sacar
4989,4991.0,posibles,posible
4990,4992.0,participar,participar
4991,4993.0,pagas,pagar paga
4992,4994.0,mintió,mentir
4993,4995.0,jefes,jefe
4994,4996.0,excepción,excepción
4995,4997.0,espadas,espada
4996,4998.0,engañado,engañado engañar
4997,4999.0,débiles,débil
4998,5000.0,corporación,corporación
4999,5001.0,cerrados,cerrado
