,Number,Spanish,lemma forms
5100,5102.0,querrías,querer
5101,5103.0,quedara,quedar
5102,5104.0,ordenador,ordenador
5103,5105.0,jodidos,jodido joder
5104,5106.0,enfermeras,enfermera
5105,5107.0,despertado,despertado despertar
5106,5108.0,comentarios,comentario
5107,5109.0,alumnos,alumno
5108,5110.0,aburrida,aburrido aburrir
5109,5111.0,superar,superar
5110,5112.0,norma,norma normar
5111,5113.0,musical,musical
5112,5114.0,lápiz,lápiz
5113,5115.0,jodan,joder
5114,5116.0,incluye,incluir
5115,5117.0,fruta,fruta
5116,5118.0,entran,entrar
5117,5119.0,eléctrica,eléctrica eléctrico
5118,5120.0,crítica,crítica
5119,5121.0,comí,comer
5120,5122.0,chip,chip
5121,5123.0,cargado,cargado cargar
5122,5124.0,altas,alta alto
5123,5125.0,venden,vender
5124,5126.0,superiores,superior
5125,5127.0,sufriendo,sufrir
5126,5128.0,sacamos,sacar
5127,5129.0,invitó,invitar
5128,5130.0,huelo,oler
5129,5131.0,harían,hacer
5130,5132.0,gastar,gastar
5131,5133.0,escapa,escapar
5132,5134.0,confirmar,confirmar
5133,5135.0,quitado,quitado quitar
5134,5136.0,probando,probar
5135,5137.0,perímetro,perímetro
5136,5138.0,pegado,pegado pegar
5137,5139.0,olviden,olvidar
5138,5140.0,mentirosa,mentiroso
5139,5141.0,incapaz,incapaz
5140,5142.0,forense,forense
5141,5143.0,ésas,ese esa
5142,5144.0,dignidad,dignidad
5143,5145.0,detectives,detective
5144,5146.0,deportes,deporte
5145,5147.0,delicado,delicado
5146,5148.0,cuarenta,cuarenta
5147,5149.0,constante,constante
5148,5150.0,bebes,beber
5149,5151.0,sesos,seso
5150,5152.0,seriamente,seriamente
5151,5153.0,regresemos,regresar
5152,5154.0,protegiendo,proteger
5153,5155.0,muralla,muralla
5154,5156.0,meterse,meter
5155,5157.0,lleves,llevar
5156,5158.0,inténtalo,intentar
5157,5159.0,huye,huir
5158,5160.0,embarazo,embarazo embarazar
5159,5161.0,debimos,deber
5160,5162.0,cuartos,cuarto
5161,5163.0,copas,copa
5162,5164.0,rehén,rehén
5163,5165.0,pisos,piso
5164,5166.0,persiguiendo,perseguir
5165,5167.0,milagros,milagro Milagros
5166,5168.0,horror,horror
5167,5169.0,emocional,emocional
5168,5170.0,comedor,comedor
5169,5171.0,busqué,buscar
5170,5172.0,buscarme,buscar
5171,5173.0,tumbas,tumba tumbar
5172,5174.0,subtitulado,subtitulado
5173,5175.0,plazo,plazo
5174,5176.0,pesca,pesca pescar
5175,5177.0,muertas,muerto morir
5176,5178.0,mantenerlo,mantener
5177,5179.0,llamaremos,llamar
5178,5180.0,litros,litro
5179,5181.0,horribles,horrible
5180,5182.0,deudas,deuda
5181,5183.0,detiene,detener
5182,5184.0,compraste,comprar
5183,5185.0,comisaría,comisaría
5184,5186.0,verlas,ver
5185,5187.0,vé,ver
5186,5188.0,vago,vago vagar
5187,5189.0,unica,único
5188,5190.0,radiación,radiación
5189,5191.0,múltiples,múltiple
5190,5192.0,muchísimas,muchísimo mucho
5191,5193.0,equivoca,equivocar
5192,5194.0,cuya,cuyo
5193,5195.0,cortinas,cortina
5194,5196.0,tenerla,tener
5195,5197.0,tapa,tapa tapar
5196,5198.0,sorpresas,sorpresa
5197,5199.0,respiro,respiro respirar
5198,5200.0,queja,queja quejar
5199,5201.0,preguntarme,preguntar
