,Number,Spanish,lemma forms
2600,2602.0,honesto,honesto
2601,2603.0,entrevista,entrevista
2602,2604.0,antigua,antiguo
2603,2605.0,amante,amante
2604,2606.0,humo,humo
2605,2607.0,gustas,gustar
2606,2608.0,condado,condado
2607,2609.0,conseguido,conseguido conseguir
2608,2610.0,viajar,viajar
2609,2611.0,sombra,sombra
2610,2612.0,sabrá,saber
2611,2613.0,refiere,referir
2612,2614.0,lío,lío
2613,2615.0,estáis,estar
2614,2616.0,entrega,entrega entregar
2615,2617.0,drácula,Drácula
2616,2618.0,compartir,compartir
2617,2619.0,volvamos,volver
2618,2620.0,sonrisa,sonrisa
2619,2621.0,sencillo,sencillo
2620,2622.0,atrapado,atrapado atrapar
2621,2623.0,aburrido,aburrido aburrir
2622,2624.0,pocas,poco
2623,2625.0,pensaste,pensar
2624,2626.0,dragón,dragón
2625,2627.0,volví,volver
2626,2628.0,planta,planta plantar
2627,2629.0,clima,clima
2628,2630.0,adoro,adorar
2629,2631.0,suave,suave
2630,2632.0,ruso,ruso
2631,2633.0,rodillas,rodilla
2632,2634.0,marina,marino marina
2633,2635.0,bolso,bolso
2634,2636.0,alarma,alarma alarmar
2635,2637.0,vivía,vivir
2636,2638.0,quédese,quedar
2637,2639.0,recompensa,recompensa recompensar
2638,2640.0,juega,jugar
2639,2641.0,cigarrillo,cigarrillo
2640,2642.0,autoridad,autoridad
2641,2643.0,amigas,amiga
2642,2644.0,agujero,agujero
2643,2645.0,acabe,acabar
2644,2646.0,sacaste,sacar
2645,2647.0,orgullosa,orgulloso
2646,2648.0,entendí,entender
2647,2649.0,dijera,decir
2648,2650.0,sótano,sótano
2649,2651.0,paredes,pared
2650,2652.0,guapa,guapo
2651,2653.0,iría,ir
2652,2654.0,imaginar,imaginar
2653,2655.0,fiebre,fiebre
2654,2656.0,déjala,dejar
2655,2657.0,botón,botón
2656,2658.0,preguntarle,preguntar
2657,2659.0,leyendo,leer
2658,2660.0,darles,dar
2659,2661.0,uniforme,uniforme
2660,2662.0,dulces,dulce
2661,2663.0,vaso,vaso
2662,2664.0,documentos,documento
2663,2665.0,ruego,rogar
2664,2666.0,maneras,manera
2665,2667.0,invitados,invitado invitar
2666,2668.0,cómodo,cómodo
2667,2669.0,ayudarnos,ayudar
2668,2670.0,visitar,visitar
2669,2671.0,vigilancia,vigilancia
2670,2672.0,nadar,nadar
2671,2673.0,altura,altura
2672,2674.0,todavia,todavía
2673,2675.0,preparados,preparado preparar
2674,2676.0,cuáles,cuál
2675,2677.0,mover,mover
2676,2678.0,jugador,jugador
2677,2679.0,izquierdo,izquierdo
2678,2680.0,tecnología,tecnología
2679,2681.0,raza,raza
2680,2682.0,conocerlo,conocer
2681,2683.0,conde,conde
2682,2684.0,social,social
2683,2685.0,gobernador,gobernador
2684,2686.0,coge,coger
2685,2687.0,cubierta,cubierto cubrir
2686,2688.0,chiste,chiste chistar
2687,2689.0,celda,celda
2688,2690.0,agarra,agarrar
2689,2691.0,secreta,secreto
2690,2692.0,personalmente,personalmente
2691,2693.0,amistad,amistad
2692,2694.0,amaba,amar
2693,2695.0,nació,nacer
2694,2696.0,interesado,interesado interesar
2695,2697.0,intentado,intentar
2696,2698.0,educación,educación
2697,2699.0,curiosidad,curiosidad
2698,2700.0,buscan,buscar
2699,2701.0,repito,repetir
