,Spanish,show,lemma
2000,roto,*roto* (romper),romper
2001,piloto,piloto,piloto
2002,marca,marca,marca
2003,marca,*marca* (marcar),marcar
2004,combate,combate,combate
2005,combate,*combate* (combatir),combatir
2006,hablé,*hablé* (hablar),hablar
2007,manejar,manejar,manejar
2008,sección,sección,sección
2009,profundo,profundo,profundo
2010,tantos,*tantos* (tanto),tanto
2011,conocía,*conocía* (conocer),conocer
2012,serie,serie,serie
2013,contrato,contrato,contrato
2014,contrato,*contrato* (contratar),contratar
2015,americano,americano,americano
2016,paseo,paseo,paseo
2017,paseo,*paseo* (pasear),pasear
2018,aviones,*aviones* (avión),avión
2019,balas,*balas* (bala),bala
2020,repente,repente,repente
2021,cambia,*cambia* (cambiar),cambiar
2022,tropas,*tropas* (tropa),tropa
2023,llevará,*llevará* (llevar),llevar
2024,uso,uso,uso
2025,uso,*uso* (usar),usar
2026,pudiste,*pudiste* (poder),poder
2027,detener,detener,detener
2028,sabia,*sabia* (sabio),sabio
2029,llegué,*llegué* (llegar),llegar
2030,negra,*negra* (negro),negro
2031,decidido,decidido,decidido
2032,decidido,*decidido* (decidir),decidir
2033,comienza,*comienza* (comenzar),comenzar
2034,distancia,distancia,distancia
2035,éramos,*éramos* (ser),ser
2036,murieron,*murieron* (morir),morir
2037,averiguar,averiguar,averiguar
2038,actuar,actuar,actuar
2039,quedo,*quedo* (quedar),quedar
2040,pulso,pulso,pulso
2041,pulso,*pulso* (pulsar),pulsar
2042,aguanta,*aguanta* (aguantar),aguantar
2043,oficiales,*oficiales* (oficial),oficial
2044,llamaba,*llamaba* (llamar),llamar
2045,enemigos,*enemigos* (enemigo),enemigo
2046,saldrá,*saldrá* (salir),salir
2047,preocupado,preocupado,preocupado
2048,preocupado,*preocupado* (preocupar),preocupar
2049,elección,elección,elección
2050,sobrevivir,sobrevivir,sobrevivir
2051,bordo,bordo,bordo
2052,sujeto,sujeto,sujeto
2053,pacientes,*pacientes* (paciente),paciente
2054,disculpen,*disculpen* (disculpar),disculpar
2055,época,época,época
2056,entró,*entró* (entrar),entrar
2057,pesar,pesar,pesar
2058,habló,*habló* (hablar),hablar
2059,vender,vender,vender
2060,piensan,*piensan* (pensar),pensar
2061,ex,ex,ex
2062,gratis,gratis,gratis
2063,desapareció,*desapareció* (desaparecer),desaparecer
2064,empleo,empleo,empleo
2065,empleo,*empleo* (emplear),emplear
2066,llamé,*llamé* (llamar),llamar
2067,conocen,*conocen* (conocer),conocer
2068,cerdo,cerdo,cerdo
2069,puedan,*puedan* (poder),poder
2070,comprendo,*comprendo* (comprender),comprender
2071,tomo,*tomo* (tomar),tomar
2072,termina,*termina* (terminar),terminar
2073,aléjate,*aléjate* (alejar),alejar
2074,busco,*busco* (buscar),buscar
2075,contento,contento,contento
2076,date,*date* (dar),dar
2077,tumba,tumba,tumba
2078,tumba,*tumba* (tumbar),tumbar
2079,huellas,*huellas* (huella),huella
2080,cuerpos,*cuerpos* (cuerpo),cuerpo
2081,absoluto,absoluto,absoluto
2082,pide,*pide* (pedir),pedir
2083,dura,*dura* (duro),duro
2084,dura,*dura* (durar),durar
2085,descansar,descansar,descansar
2086,respuestas,*respuestas* (respuesta),respuesta
2087,propiedad,propiedad,propiedad
2088,llamando,*llamando* (llamar),llamar
2089,dormido,*dormido* (dormir),dormir
2090,castillo,castillo,castillo
2091,china,*china* (chino),chino
2092,china,*china* (China),China
2093,datos,*datos* (dato),dato
2094,torre,torre,torre
2095,robar,robar,robar
2096,americanos,*americanos* (americano),americano
2097,malos,*malos* (malo),malo
2098,botella,botella,botella
2099,aquellos,aquellos,aquellos
2100,últimamente,últimamente,últimamente
2101,testigo,testigo,testigo
2102,presento,*presento* (presentar),presentar
2103,periódico,periódico,periódico
2104,juez,juez,juez
2105,historias,*historias* (historia),historia
2106,gustaba,*gustaba* (gustar),gustar
2107,créeme,*créeme* (creer),creer
2108,necesitar,necesitar,necesitar
2109,esquina,esquina,esquina
2110,millas,*millas* (milla),milla
2111,llamadas,*llamadas* (llamada),llamada
2112,llamadas,*llamadas* (llamar),llamar
2113,fuente,fuente,fuente
2114,conocemos,*conocemos* (conocer),conocer
2115,techo,techo,techo
2116,techo,*techo* (techar),techar
2117,genio,genio,genio
2118,alerta,alerta,alerta
2119,ideas,*ideas* (idea),idea
2120,tomas,*tomas* (toma),toma
2121,tomas,*tomas* (tomar),tomar
2122,olvidar,olvidar,olvidar
2123,menor,menor,menor
2124,droga,droga,droga
2125,explicar,explicar,explicar
2126,abierta,*abierta* (abierto),abierto
2127,abierta,*abierta* (abrir),abrir
2128,privado,privado,privado
2129,privado,*privado* (privar),privar
2130,miembros,*miembros* (miembro),miembro
2131,nacional,nacional,nacional
2132,gustó,*gustó* (gustar),gustar
2133,discutir,discutir,discutir
2134,evidencia,evidencia,evidencia
2135,detalles,*detalles* (detalle),detalle
2136,tardes,*tardes* (tarde),tarde
2137,tardes,*tardes* (tardar),tardar
2138,tomaré,*tomaré* (tomar),tomar
2139,presente,presente,presente
2140,presente,*presente* (presentar),presentar
2141,criminal,criminal,criminal
2142,premio,premio,premio
2143,vuelvas,*vuelvas* (volver),volver
2144,siéntese,*siéntese* (sentar),sentar
2145,viniste,*viniste* (venir),venir
2146,recibir,recibir,recibir
2147,mires,*mires* (mirar),mirar
2148,teniendo,*teniendo* (tener),tener
2149,huele,*huele* (oler),oler
2150,hables,*hables* (hablar),hablar
2151,guardias,*guardias* (guardia),guardia
2152,enamorado,enamorado,enamorado
2153,enamorado,*enamorado* (enamorar),enamorar
2154,cuidar,cuidar,cuidar
2155,pocos,*pocos* (poco),poco
2156,perdone,*perdone* (perdonar),perdonar
2157,natural,natural,natural
2158,caballos,*caballos* (caballo),caballo
2159,escucho,*escucho* (escuchar),escuchar
2160,enfermera,enfermera,enfermera
2161,ángel,ángel,ángel
2162,sospechoso,sospechoso,sospechoso
2163,local,local,local
2164,mentiras,*mentiras* (mentira),mentira
2165,camisa,camisa,camisa
2166,confía,*confía* (confiar),confiar
2167,aceptar,aceptar,aceptar
2168,venganza,venganza,venganza
2169,perdimos,*perdimos* (perder),perder
2170,cuantos,*cuantos* (cuanto),cuanto
2171,parque,parque,parque
2172,juegos,*juegos* (juego),juego
2173,vives,*vives* (vivir),vivir
2174,varias,*varias* (varios),varios
2175,harías,*harías* (hacer),hacer
2176,menudo,menudo,menudo
2177,déjenme,*déjenme* (dejar),dejar
2178,barrio,barrio,barrio
2179,virus,virus,virus
2180,talento,talento,talento
2181,ministro,ministro,ministro
2182,hiciera,*hiciera* (hacer),hacer
2183,robó,*robó* (robar),robar
2184,conocerte,*conocerte* (conocer),conocer
2185,viviendo,*viviendo* (vivir),vivir
2186,responsabilidad,responsabilidad,responsabilidad
2187,respira,*respira* (respirar),respirar
2188,números,*números* (número),número
2189,pertenece,*pertenece* (pertenecer),pertenecer
2190,desayuno,desayuno,desayuno
2191,desayuno,*desayuno* (desayunar),desayunar
2192,campeón,campeón,campeón
2193,controlar,controlar,controlar
2194,maría,*maría* (María),María
2195,maría,maría,maría
2196,nieve,nieve,nieve
2197,méxico,*méxico* (México),México
2198,dias,*dias* (día),día
2199,vergüenza,vergüenza,vergüenza
2200,doctora,doctora,doctora
2201,blancos,*blancos* (blanco),blanco
2202,fumar,fumar,fumar
2203,llevamos,*llevamos* (llevar),llevar
2204,Europa,Europa,Europa
2205,dudo,*dudo* (dudar),dudar
2206,pastel,pastel,pastel
2207,quedas,*quedas* (quedar),quedar
2208,cae,*cae* (caer),caer
2209,vimos,*vimos* (ver),ver
2210,recibido,*recibido* (recibir),recibir
2211,andando,*andando* (andar),andar
2212,agentes,*agentes* (agente),agente
2213,fueras,*fueras* (ser),ser
2214,fueras,*fueras* (ir),ir
2215,asustado,asustado,asustado
2216,asustado,*asustado* (asustar),asustar
2217,perdóname,*perdóname* (perdonar),perdonar
2218,reino,reino,reino
2219,reino,*reino* (reinar),reinar
2220,clave,clave,clave
2221,papeles,*papeles* (papel),papel
2222,matando,*matando* (matar),matar
2223,efecto,efecto,efecto
2224,plata,plata,plata
2225,olvidé,*olvidé* (olvidar),olvidar
2226,iban,*iban* (ir),ir
2227,universo,universo,universo
2228,política,política,política
2229,almuerzo,almuerzo,almuerzo
2230,almuerzo,*almuerzo* (almorzar),almorzar
2231,magia,magia,magia
2232,lluvia,lluvia,lluvia
2233,humor,humor,humor
2234,autos,*autos* (auto),auto
2235,veía,*veía* (ver),ver
2236,tantas,*tantas* (tanto),tanto
2237,respirar,respirar,respirar
2238,cantar,cantar,cantar
2239,trabajas,*trabajas* (trabajar),trabajar
2240,disparo,disparo,disparo
2241,conversación,conversación,conversación
2242,olor,olor,olor
2243,asesinos,*asesinos* (asesino),asesino
2244,muchacha,muchacha,muchacha
2245,modelo,modelo,modelo
2246,curso,curso,curso
2247,canal,canal,canal
2248,rock,rock,rock
2249,llorar,llorar,llorar
