,Number,Spanish,lemma forms
400,401.0,abajo,abajo
401,402.0,dr,doctor
402,403.0,hija,hija
403,404.0,dejar,dejar
404,405.0,necesita,necesitar
405,406.0,llegar,llegar
406,407.0,hago,hacer
407,408.0,señora,señora
408,409.0,haya,haber haya
409,410.0,suficiente,suficiente
410,411.0,doctor,doctor
411,412.0,gustaría,gustar
412,413.0,tierra,tierra
413,414.0,cara,cara
414,415.0,siquiera,siquiera
415,416.0,genial,genial
416,417.0,cree,creer
417,418.0,supuesto,suponer
418,419.0,tomar,tomar
419,420.0,equipo,equipo equipar
420,421.0,justo,justo
421,422.0,juego,juego jugar
422,423.0,ninguna,ninguno
423,424.0,matar,matar
424,425.0,cinco,cinco
425,426.0,dicen,decir
426,427.0,amo,amo amar
427,428.0,cuándo,cuándo
428,429.0,pequeño,pequeño
429,430.0,algunos,alguno
430,431.0,conozco,conocer
431,432.0,clase,clase
432,433.0,maldito,maldito
433,434.0,unas,un
434,435.0,muchos,mucho
435,436.0,hubiera,haber
436,437.0,segundo,segundo
437,438.0,aunque,aunque
438,439.0,pueda,poder
439,440.0,dime,decir
440,441.0,igual,igual
441,442.0,comida,comida comer
442,443.0,ay,ay
443,444.0,cuerpo,cuerpo
444,445.0,encontrar,encontrar
445,446.0,fuerte,fuerte
446,447.0,vuelta,vuelta volver
447,448.0,venga,venir
448,449.0,creer,creer
449,450.0,realidad,realidad
450,451.0,saben,saber
451,452.0,puta,puta
452,453.0,deberías,deber
453,454.0,pregunta,pregunta preguntar
454,455.0,fui,ir ser
455,456.0,cuatro,cuatro
456,457.0,sra,señora
457,458.0,primer,primero
458,459.0,trabajar,trabajar
459,460.0,e,y
460,461.0,hagas,hacer
461,462.0,alto,alto
462,463.0,maldita,maldito
463,464.0,comer,comer
464,465.0,número,número
465,466.0,dar,dar
466,467.0,necesitas,necesitar
467,468.0,oportunidad,oportunidad
468,469.0,punto,punto
469,470.0,misma,mismo
470,471.0,última,último
471,472.0,afuera,afuera
472,473.0,mujeres,mujer
473,474.0,pensar,pensar
474,475.0,fueron,ir ser
475,476.0,difícil,difícil
476,477.0,vivir,vivir
477,478.0,paso,paso pasar
478,479.0,malo,malo
479,480.0,estabas,estar
480,481.0,vivo,vivir vivo
481,482.0,haga,hacer
482,483.0,queda,quedar
483,484.0,hijos,hijo
484,485.0,mayor,mayor
485,486.0,fiesta,fiesta
486,487.0,hacen,hacer
487,488.0,medio,medio
488,489.0,algunas,alguno
489,490.0,basta,bastar
490,491.0,arma,arma armar
491,492.0,vino,venir vino
492,493.0,meses,mes
493,494.0,cuarto,cuarto
494,495.0,éste,este
495,496.0,escuela,escuela
496,497.0,esté,estar
497,498.0,dólares,dólar
498,499.0,tío,tío
499,500.0,posible,posible
