,Number,Spanish,lemma forms
3700,3702.0,gritos,grito
3701,3703.0,dolares,dólar
3702,3704.0,asegurarme,asegurar
3703,3705.0,restos,resto
3704,3706.0,pierdo,perder
3705,3707.0,motivos,motivo
3706,3708.0,dimos,decir
3707,3709.0,campeonato,campeonato
3708,3710.0,apúrense,apurar
3709,3711.0,unico,único
3710,3712.0,reír,reír
3711,3713.0,prima,prima
3712,3714.0,maricón,maricón
3713,3715.0,actúa,actuar
3714,3716.0,periodista,periodista
3715,3717.0,luchando,luchar
3716,3718.0,estelar,estelar
3717,3719.0,escritor,escritor
3718,3720.0,encontrarás,encontrar
3719,3721.0,dejando,dejar
3720,3722.0,adecuado,adecuado
3721,3723.0,terrorista,terrorista
3722,3724.0,hierro,hierro
3723,3725.0,enterrado,enterrado enterrar
3724,3726.0,sincero,sincero
3725,3727.0,representa,representar
3726,3728.0,positivo,positivo
3727,3729.0,mereces,merecer
3728,3730.0,italia,Italia
3729,3731.0,fea,feo
3730,3732.0,acerques,acercar
3731,3733.0,petróleo,petróleo
3732,3734.0,encargado,encargado encargar
3733,3735.0,capítulo,capítulo
3734,3736.0,enseñaré,enseñar
3735,3737.0,cuentos,cuento
3736,3738.0,breve,breve
3737,3739.0,atreves,atrever
3738,3740.0,súbete,subir
3739,3741.0,sed,sed
3740,3742.0,patético,patético
3741,3743.0,mostrarte,mostrar
3742,3744.0,doctores,doctor
3743,3745.0,carácter,carácter
3744,3746.0,tuyos,tuyo
3745,3747.0,plaza,plaza
3746,3748.0,obispo,obispo
3747,3749.0,necesite,necesitar
3748,3750.0,muevan,mover
3749,3751.0,involucrado,involucrado involucrar
3750,3752.0,darán,dar
3751,3753.0,ingleses,inglés
3752,3754.0,usas,usar
3753,3755.0,ruedas,rueda
3754,3756.0,prácticamente,prácticamente
3755,3757.0,orejas,oreja
3756,3758.0,golpeó,golpear
3757,3759.0,costado,costado costar
3758,3760.0,conducta,conducta
3759,3761.0,toman,tomar
3760,3762.0,suban,subir
3761,3763.0,médica,médica médico
3762,3764.0,manzana,manzana
3763,3765.0,escuadrón,escuadrón
3764,3766.0,reconozco,reconocer
3765,3767.0,ordenes,orden
3766,3768.0,gallina,gallina
3767,3769.0,cambiando,cambiar
3768,3770.0,borde,borde
3769,3771.0,ataques,ataque
3770,3772.0,actual,actual
3771,3773.0,pecados,pecado
3772,3774.0,invito,invitar
3773,3775.0,inconsciente,inconsciente
3774,3776.0,bastardos,bastardo
3775,3777.0,abrió,abrir
3776,3778.0,oyeron,oír
3777,3779.0,intentaba,intentar
3778,3780.0,cuartel,cuartel
3779,3781.0,consciente,consciente
3780,3782.0,tranquilízate,tranquilizar
3781,3783.0,suyos,suyo
3782,3784.0,residencia,residencia
3783,3785.0,máxima,máximo
3784,3786.0,llevarla,llevar
3785,3787.0,grasa,grasa
3786,3788.0,células,célula
3787,3789.0,retrocedan,retroceder
3788,3790.0,recepción,recepción
3789,3791.0,medicinas,medicina
3790,3792.0,explotar,explotar
3791,3793.0,corona,corona
3792,3794.0,callate,callar
3793,3795.0,calidad,calidad
3794,3796.0,ayúdeme,ayudar
3795,3797.0,asesina,asesina asesino asesinar
3796,3798.0,absurdo,absurdo
3797,3799.0,revés,revés
3798,3800.0,producto,producto
3799,3801.0,encontrarla,encontrar
