,Number,Spanish,lemma forms
2400,2402.0,aparece,aparecer
2401,2403.0,testigos,testigo
2402,2404.0,pensó,pensar
2403,2405.0,fueran,ser ir
2404,2406.0,fantasmas,fantasma
2405,2407.0,correo,correo
2406,2408.0,vuestro,vuestro
2407,2409.0,piscina,piscina
2408,2410.0,paquete,paquete
2409,2411.0,copia,copia copiar
2410,2412.0,suicidio,suicidio
2411,2413.0,crédito,crédito
2412,2414.0,consigo,conseguir
2413,2415.0,vuestra,vuestro
2414,2416.0,rara,raro
2415,2417.0,legal,legal
2416,2418.0,hablaremos,hablar
2417,2419.0,cambió,cambiar
2418,2420.0,solas,solo
2419,2421.0,salimos,salir
2420,2422.0,ganador,ganador
2421,2423.0,estudiantes,estudiante
2422,2424.0,despierto,despierto despertar
2423,2425.0,pare,parar
2424,2426.0,invitado,invitado invitar
2425,2427.0,guía,guía
2426,2428.0,oso,oso osar
2427,2429.0,leí,leer
2428,2430.0,explosión,explosión
2429,2431.0,dejarme,dejar
2430,2432.0,chino,chino
2431,2433.0,sorprende,sorprender
2432,2434.0,sistemas,sistema
2433,2435.0,nación,nación
2434,2436.0,entienden,entender
2435,2437.0,arena,arena
2436,2438.0,mentiroso,mentiroso
2437,2439.0,hablaba,hablar
2438,2440.0,veas,ver
2439,2441.0,pura,puro
2440,2442.0,asesinado,asesinado asesinar
2441,2443.0,mintiendo,mentir
2442,2444.0,casos,caso
2443,2445.0,vehículo,vehículo
2444,2446.0,rata,rata
2445,2447.0,importancia,importancia
2446,2448.0,distinto,distinto
2447,2449.0,pintura,pintura
2448,2450.0,intenté,intentar
2449,2451.0,conciencia,conciencia
2450,2452.0,miras,mirar
2451,2453.0,máquinas,máquina
2452,2454.0,traeré,traer
2453,2455.0,revisar,revisar
2454,2456.0,veinte,veinte
2455,2457.0,seres,ser
2456,2458.0,hablarle,hablar
2457,2459.0,disco,disco discar
2458,2460.0,transporte,transporte transportar
2459,2461.0,mina,mina
2460,2462.0,labios,labio
2461,2463.0,señoría,señoría
2462,2464.0,llamamos,llamar
2463,2465.0,doce,doce
2464,2466.0,cuídate,cuidar
2465,2467.0,pasillo,pasillo
2466,2468.0,tele,tele televisión
2467,2469.0,podria,poder
2468,2470.0,completa,completo completar
2469,2471.0,rápida,rápido
2470,2472.0,precisamente,precisamente
2471,2473.0,llamaste,llamar
2472,2474.0,cumplir,cumplir
2473,2475.0,servicios,servicio
2474,2476.0,señales,señal
2475,2477.0,acaban,acabar
2476,2478.0,suéltame,soltar
2477,2479.0,hablarte,hablar
2478,2480.0,traté,tratar
2479,2481.0,pescado,pescado pescar
2480,2482.0,huesos,hueso
2481,2483.0,daría,dar
2482,2484.0,compra,compra comprar
2483,2485.0,trajiste,traer
2484,2486.0,templo,templo
2485,2487.0,placa,placa
2486,2488.0,posibilidades,posibilidad
2487,2489.0,ira,ira
2488,2490.0,vengas,venir
2489,2491.0,siguiendo,seguir
2490,2492.0,podrán,poder
2491,2493.0,llamarme,llamar
2492,2494.0,cierta,cierto
2493,2495.0,permitir,permitir
2494,2496.0,condiciones,condición
2495,2497.0,atrapar,atrapar
2496,2498.0,temperatura,temperatura
2497,2499.0,explicación,explicación
2498,2500.0,enviado,enviado enviar
2499,2501.0,contado,contado contar
