,index,Dutch,Frequency,cumsum
0,400,vond,49436,82.25163624740705
1,401,praat,49357,82.27913591354381
2,402,prima,49136,82.30651244767871
3,403,betekent,48691,82.33364104633475
4,404,soort,48670,82.3607579446648
5,405,zaak,48355,82.38769933810532
6,406,proberen,48292,82.41460563056792
7,407,jack,48424,82.44158546793662
8,408,spelen,48192,82.46843604456129
9,409,lekker,47886,82.49511613072181
10,410,doden,47776,82.52173492946059
11,411,gebruiken,47606,82.54825901127488
12,412,groot,47534,82.57474297768582
13,413,kent,47526,82.60122248682974
14,414,boven,47510,82.62769308143957
15,415,water,47424,82.65411576042878
16,416,problemen,47408,82.68052952488391
17,417,land,46950,82.70668811080124
18,418,sta,46926,82.73283332491745
19,419,later,46733,82.75887100746642
20,420,papa,46437,82.78474377113507
21,421,pakken,46368,82.81057809087552
22,422,week,46191,82.83631379358282
23,423,schat,46157,82.8620305529052
24,424,voordat,46091,82.88771053977453
25,425,zoveel,46005,82.91334261102324
26,426,vrij,45832,82.93887829387228
27,427,echte,45607,82.96428861608594
28,428,stoppen,45570,82.98967832343956
29,429,klootzak,45458,83.01500562905468
30,430,beginnen,45103,83.04013514344507
31,431,alstublieft,45100,83.06526298636034
32,432,zodat,44898,83.09027828328293
33,433,zorg,44780,83.11522783551675
34,434,mooie,44687,83.14012557202128
35,435,wees,44675,83.16501662262525
36,436,vermoorden,44556,83.18984137138206
37,437,mis,44446,83.21460483271713
38,438,vooruit,44178,83.23921897560649
39,439,bellen,44075,83.26377573118276
40,440,dochter,43787,83.28817202514574
41,441,vrouwen,43587,83.31245688743282
42,442,tien,43528,83.3367088773755
43,443,hoeft,43165,83.36075861882644
44,444,lopen,43127,83.38478718825895
45,445,hart,42798,83.40863245258461
46,446,snap,42660,83.43240082905389
47,447,voorbij,42599,83.45613521886203
48,448,los,42535,83.47983395053389
49,449,vergeten,42426,83.50347195194237
50,450,gebeuren,42376,83.52708209543188
51,451,bloed,42291,83.55064488045913
52,452,druk,42103,83.57410291971104
53,453,verhaal,41989,83.59749744290768
54,454,moeilijk,41944,83.62086689397725
55,455,hoi,41728,83.64411599883685
56,456,zes,41637,83.66731440228392
57,457,eerder,41609,83.69049720529635
58,458,neer,41320,83.71351898953712
59,459,ervan,41219,83.73648450078154
60,460,bed,41205,83.75944221180868
61,461,nacht,41146,83.7823670504914
62,462,bezig,41139,83.80528798906548
63,463,wakker,41135,83.82820669900603
64,464,redden,41027,83.8510652358416
65,465,klein,40806,83.8738006406753
66,466,gekomen,40777,83.896519887916
67,467,sinds,40675,83.919182305002
68,468,kop,40643,83.94182689301984
69,469,zult,40481,83.9643812213802
70,470,begrepen,40477,83.98693332110705
71,471,plek,40429,84.00945867723168
72,472,veilig,40317,84.0319216316178
73,473,stel,40303,84.05437678578663
74,474,vol,40131,84.07673610871417
75,475,nummer,39955,84.09899737176691
76,476,waarheid,39572,84.12104524316032
77,477,zoiets,39557,84.14308475717803
78,478,mevrouw,39513,84.16509975622705
79,479,leren,39427,84.18706683965543
80,480,hetzelfde,39405,84.20902166559945
81,481,gaf,39222,84.23087453156003
82,482,baby,39126,84.25267391031619
83,483,baas,38962,84.2743819150981
84,484,gelukkig,38896,84.29605314742696
85,485,meteen,38814,84.31767869276871
86,486,beneden,38676,84.33922735025409
87,487,waarschijnlijk,38657,84.36076542173025
88,488,sterven,38557,84.38224777736846
89,489,gezicht,38454,84.4036727456936
90,490,begin,38444,84.42509214243493
91,491,mogelijk,38273,84.44641626509338
92,492,mama,38204,84.46770194382363
93,493,dicht,37994,84.48887061929419
94,494,zaken,37888,84.50998023597651
95,495,liggen,37843,84.53106478053178
96,496,nieuws,37780,84.55211422410912
97,497,ander,37739,84.5731408241929
98,498,eraan,37602,84.59409109357871
99,499,liefde,37343,84.61489705894422
100,500,slapen,37222,84.6356356081458
101,501,ver,36713,84.65609056373223
102,502,reden,36707,84.67654217636839
103,503,fout,36635,84.69695367360121
104,504,vallen,36628,84.71736127072538
105,505,maanden,36613,84.73776051047385
106,506,mogen,36542,84.75812019197738
107,507,oud,36427,84.77841580026728
108,508,vergeet,36401,84.7986969224393
109,509,voelt,36000,84.81875462410115
110,510,vent,35989,84.83880619702082
111,511,sir,35728,84.85871235160344
112,512,hoorde,35716,84.87861182028551
113,513,hoort,35667,84.89848398820698
114,514,klinkt,35309,84.9181566934286
115,515,terwijl,35296,84.93782215559128
116,516,vriendin,35131,84.95739568662134
117,517,welkom,35066,84.97693300235674
118,518,team,35038,84.99645471765751
119,519,rond,34821,85.01585552958993
120,520,president,34799,85.035244084038
121,521,oorlog,34777,85.05462038100173
122,522,duidelijk,34757,85.07398553479786
123,523,jaren,34619,85.09327380073762
124,524,rest,34598,85.11255036635141
125,525,schuld,34596,85.13182581764845
126,526,avond,34519,85.15105836775025
127,527,eerlijk,34440,85.1702469023401
128,528,fijn,34363,85.1893925357347
129,529,mond,34290,85.20849749656762
130,530,buurt,34128,85.22751219774304
131,531,drinken,34121,85.24652299880981
132,532,telefoon,34109,85.26552711397603
133,533,per,34021,85.28448219920486
134,534,wapen,33855,85.30334479614268
135,535,liet,33647,85.32209150413757
136,536,belangrijk,33596,85.34080979705512
137,537,kreeg,33385,85.35941052955458
138,538,ouders,33385,85.37801126205405
139,539,stuk,33039,85.3964192177542
140,540,rust,33029,85.41482160187057
141,541,vandaan,32982,85.4331977995431
142,542,kennen,32951,85.45155672530586
143,543,Jezus,32823,85.46984433479605
144,544,deel,32787,85.48811188658458
145,545,baan,32677,85.50631815095136
146,546,kapitein,32643,85.52450547193322
147,547,erop,32639,85.54269056428159
148,548,geluk,32608,85.56085838472019
149,549,dezelfde,32574,85.57900726177388
150,550,overal,32472,85.59709930867287
151,551,schip,32453,85.61518076956264
152,552,heren,32312,85.6331836711209
153,553,gegeven,32287,85.65117264371969
154,554,anderen,32206,85.66911648648973
155,555,zeer,32044,85.68697006960228
156,556,langs,32032,85.70481696681429
157,557,mam,31998,85.7226449206414
158,558,recht,31928,85.74043387338193
159,559,lichaam,31885,85.75819886831215
160,560,aardig,31646,85.77583070238968
161,561,vertrouwen,31620,85.79344805034933
162,562,ermee,31601,85.81105481229977
163,563,neemt,31477,85.82859248661116
164,564,vanaf,31271,85.84601538629637
165,565,vaak,31240,85.86342101407182
166,566,boek,31206,85.88080769846236
167,567,mezelf,31118,85.8981453529155
168,568,zetten,31107,85.91547687862648
169,569,stil,30859,85.93267022905934
170,570,ok,30848,85.94985745075003
171,571,kerel,30834,85.96703687222339
172,572,betalen,30796,85.98419512167834
173,573,geval,30775,86.00134167080732
174,574,miljoen,30712,86.0184531189584
175,575,tweede,30561,86.03548043619416
176,576,haat,30549,86.05250106752938
177,577,hard,30499,86.06949384094563
178,578,inderdaad,30226,86.08633451012426
179,579,woord,30206,86.10316403613531
180,580,stond,30190,86.11998464761228
181,581,hond,29912,86.13665036905977
182,582,straks,29735,86.15321747347406
183,583,weken,29627,86.16972440478338
184,584,film,29474,86.18614609086065
185,585,antwoord,29338,86.20249200339829
186,586,veranderen,29318,86.21882677276834
187,587,licht,29313,86.2351587563465
188,588,houd,29253,86.25145731042188
189,589,pa,29099,86.26767006210683
190,590,tijdens,29074,86.28386888483229
191,591,lieverd,29053,86.30005600723177
192,592,liever,29048,86.31624034383937
193,593,kwaad,29008,86.33240239411178
194,594,ontmoet,28999,86.34855942995878
195,595,nergens,28867,86.36464292089968
196,596,gebruikt,28843,86.38071304003948
197,597,schatje,28667,86.39668509930448
198,598,verloren,28643,86.41264378676837
199,599,koning,28627,86.4285935596982
