,index,Dutch,Frequency,cumsum
0,3200,verkeer,3252,98.76386167564858
1,3201,rit,3252,98.76567355469871
2,3202,paspoort,3251,98.76748487659044
3,3203,verzekering,3249,98.76929508416544
4,3204,vandaar,3249,98.77110529174041
5,3205,jongetje,3248,98.77291494215702
6,3206,waanzin,3245,98.77472292109847
7,3207,bestellen,3245,98.77653090003994
8,3208,mobiel,3245,98.7783388789814
9,3209,vrouwelijke,3241,98.78014462928935
10,3210,doof,3240,98.78194982243892
11,3211,werkelijkheid,3240,98.78375501558848
12,3212,zusters,3237,98.78555853726292
13,3213,ruilen,3235,98.78736094462057
14,3214,kopje,3235,98.78916335197825
15,3215,Todd,3232,98.79096408786077
16,3216,Olivia,3231,98.79276426658492
17,3217,inclusief,3228,98.79456277383395
18,3218,gif,3228,98.79636128108295
19,3219,verzinnen,3226,98.7981586740152
20,3220,satelliet,3225,98.79995550978907
21,3221,betekenis,3224,98.80175178840457
22,3222,motoren,3223,98.80354750986169
23,3223,aard,3222,98.80534267416043
24,3224,paleis,3222,98.80713783845916
25,3225,hoeren,3219,98.80893133128275
26,3226,wachtte,3218,98.81072426694797
27,3227,bewijst,3215,98.81251553113805
28,3228,vullen,3215,98.81430679532814
29,3229,slimmer,3214,98.81609750235982
30,3230,ondergoed,3212,98.81788709507477
31,3231,uitvoeren,3208,98.81967445915619
32,3232,overnemen,3206,98.82146070892085
33,3233,uitkomen,3206,98.82324695868552
34,3234,Jessica,3204,98.82503209413342
35,3235,hoofdkwartier,3202,98.82681611526456
36,3236,goedemiddag,3202,98.8286001363957
37,3237,computers,3201,98.83038360036848
38,3238,getraind,3199,98.83216595002449
39,3239,rollen,3198,98.83394774252211
40,3240,leidde,3198,98.83572953501974
41,3241,longen,3196,98.8375102132006
42,3242,shuttle,3194,98.83928977706472
43,3243,duiken,3191,98.8410676694537
44,3244,it,3190,98.84284500468428
45,3245,scan,3190,98.84462233991486
46,3246,tenslotte,3189,98.84639911798708
47,3247,dure,3186,98.84817422458416
48,3248,middelen,3185,98.84994877402285
49,3249,raketten,3182,98.85172165198641
50,3250,bewustzijn,3181,98.85349397279158
51,3251,Hitler,3181,98.85526629359676
52,3252,stok,3180,98.85703805724356
53,3253,betrapt,3180,98.85880982089034
54,3254,Walker,3180,98.86058158453714
55,3255,brandt,3176,98.86235111955042
56,3256,datum,3176,98.8641206545637
57,3257,wijf,3175,98.8658896324186
58,3258,zielen,3174,98.86765805311512
59,3259,kreng,3170,98.86942424517812
60,3260,ogenblikje,3168,98.87118932292437
61,3261,morgenvroeg,3166,98.87295328635385
62,3262,federale,3163,98.8747155783082
63,3263,opgeblazen,3162,98.87647731310416
64,3264,halt,3161,98.87823849074175
65,3265,gele,3160,98.87999911122095
66,3266,woensdag,3158,98.8817586173834
67,3267,mobiele,3155,98.88351645207071
68,3268,eerlijke,3154,98.88527372959963
69,3269,ingehuurd,3151,98.88702933565342
70,3270,mulder,3151,98.88878494170721
71,3271,geladen,3149,98.89053943344425
72,3272,biedt,3148,98.8922933680229
73,3273,bijt,3147,98.89404674544318
74,3274,koe,3144,98.89579845138832
75,3275,etentje,3141,98.89754848585831
76,3276,bijeenkomst,3140,98.89929796316993
77,3277,katten,3139,98.90104688332316
