,index,Dutch,Frequency,cumsum
0,1600,rotzooi,7769,94.3718328714964
1,1601,moed,7765,94.37615920631318
2,1602,dichterbij,7762,94.38048386965482
3,1603,blanke,7755,94.3848046328878
4,1604,verbergen,7754,94.38912483896242
5,1605,gaaf,7749,94.39344225924513
6,1606,voorkomen,7742,94.39775577941919
7,1607,duivel,7741,94.40206874243486
8,1608,persoonlijke,7730,94.40637557670837
9,1609,bepaalde,7729,94.41068185382349
10,1610,Rome,7718,94.41498200219644
11,1611,rusten,7715,94.41928047909425
12,1612,juffrouw,7711,94.42357672735854
13,1613,fles,7702,94.42786796119742
14,1614,kaarten,7698,94.43215696640277
15,1615,dna,7692,94.43644262865786
16,1616,stappen,7684,94.4407238336459
17,1617,vrije,7679,94.44500225284204
18,1618,schijnt,7676,94.44927900056305
19,1619,favoriete,7667,94.45355073385865
20,1620,spelletje,7667,94.45782246715424
21,1621,broeder,7656,94.46208807170767
22,1622,coach,7650,94.4663503333108
23,1623,overkomen,7643,94.47060869480529
24,1624,poort,7630,94.47485981324084
25,1625,zomer,7628,94.47910981735964
26,1626,afgesproken,7624,94.48335759284491
27,1627,bron,7623,94.4876048111718
28,1628,advies,7622,94.49185147234033
29,1629,Pete,7619,94.4960964620337
30,1630,Jason,7613,94.5003381087768
31,1631,sukkel,7608,94.504576969728
32,1632,geslapen,7597,94.50880970193704
33,1633,jaloers,7568,94.51302627655306
34,1634,kogels,7562,94.51723950821881
35,1635,kamp,7561,94.52145218272618
36,1636,zwak,7555,94.52566151428326
37,1637,gevolgd,7546,94.52986583141494
38,1638,vertrokken,7545,94.53406959138823
39,1639,stuurde,7541,94.538271122728
40,1640,menselijke,7539,94.54247153975103
41,1641,klanten,7522,94.5466624850816
42,1642,lukken,7509,94.55084618735323
43,1643,Engeland,7508,94.55502933246648
44,1644,vingers,7505,94.5592108061046
45,1645,ziekte,7498,94.56338837963406
46,1646,vissen,7495,94.56756428168838
47,1647,CIA,7483,94.57173349784215
48,1648,Mexico,7480,94.57590104252077
49,1649,locatie,7476,94.58006635856589
50,1650,vangen,7467,94.58422666018558
51,1651,waardoor,7466,94.5883864046469
52,1652,nagedacht,7463,94.59254447763307
53,1653,gaven,7451,94.59669586471868
54,1654,medische,7450,94.60084669464594
55,1655,geloofde,7443,94.60499362446451
56,1656,mooiste,7442,94.60913999712473
57,1657,broers,7441,94.61328581262656
58,1658,tevreden,7441,94.61743162812839
59,1659,city,7415,94.62156295751234
60,1660,details,7407,94.62568982962927
