,index,Dutch,Frequency,cumsum
0,2200,dief,5198,96.49443469259418
1,2201,moordenaars,5185,96.49732355879188
2,2202,hoogheid,5185,96.50021242498956
3,2203,poging,5181,96.50309906255373
4,2204,Jesse,5179,96.50598458580113
5,2205,materiaal,5178,96.50886955189016
6,2206,toestand,5172,96.51175117502892
7,2207,amper,5172,96.51463279816767
8,2208,voorlopig,5171,96.51751386414804
9,2209,veilige,5169,96.52039381581164
10,2210,verloofde,5168,96.52327321031689
11,2211,daarin,5166,96.52615149050536
12,2212,slet,5165,96.52902921353545
13,2213,Texas,5161,96.53190470793203
14,2214,oefenen,5160,96.53477964517023
15,2215,Franse,5157,96.53765291093329
16,2216,woonde,5156,96.54052561953797
17,2217,prettige,5155,96.54339777098427
18,2218,voordeel,5148,96.54626602232192
19,2219,eindigt,5147,96.54913371650117
20,2220,vliegt,5144,96.5519997392053
21,2221,verdediging,5139,96.55486297611753
22,2222,vanochtend,5137,96.55772509871301
23,2223,zielig,5136,96.5605866641501
24,2224,Wilson,5130,96.5634448866369
25,2225,woestijn,5126,96.5663008804902
26,2226,apparaat,5126,96.56915687434349
27,2227,rat,5125,96.5720123110384
28,2228,kocht,5119,96.57486440478304
29,2229,lossen,5114,96.57771371273579
30,2230,diner,5111,96.5805613492134
31,2231,cliënt,5111,96.583408985691
32,2232,feite,5106,96.5862538363767
33,2233,verkoopt,5104,96.58909757274564
34,2234,idioten,5103,96.59194075195622
35,2235,komende,5102,96.5947833740084
36,2236,plegen,5099,96.59762432458545
37,2237,kaartje,5096,96.60046360368736
38,2238,-ste,5096,96.60330288278927
39,2239,dier,5095,96.6061416047328
40,2240,waarschuwing,5094,96.60897976951794
41,2241,verbinding,5092,96.61181681998634
42,2242,dichter,5091,96.61465331329636
43,2243,wijze,5091,96.61748980660637
44,2244,pensioen,5087,96.62032407128287
45,2245,Afrika,5085,96.6231572216426
46,2246,winnaar,5075,96.62598480041854
47,2247,drinkt,5072,96.62881070771934
48,2248,scheelt,5071,96.63163605786177
49,2249,doodde,5060,96.63445527926201
50,2250,lieten,5059,96.63727394350389
51,2251,smerig,5058,96.64009205058737
52,2252,bewakers,5056,96.6429090433541
53,2253,klok,5056,96.64572603612083
54,2254,oor,5055,96.64854247172919
55,2255,verzet,5053,96.65135779302078
56,2256,stijl,5053,96.65417311431237
57,2257,richten,5052,96.65698787844558
58,2258,invloed,5052,96.6598026425788
59,2259,opgepakt,5052,96.662617406712
60,2260,mogelijke,5050,96.66543105652846
61,2261,spelletjes,5045,96.66824192055302
62,2262,kerstman,5045,96.67105278457757
63,2263,markt,5043,96.67386253428536
64,2264,bewaren,5042,96.67667172683478
65,2265,brieven,5042,96.6794809193842
66,2266,studenten,5038,96.6822878833001
67,2267,varken,5038,96.68509484721599
68,2268,komst,5033,96.68789902534
69,2269,lelijk,5031,96.69070208914725
70,2270,centrum,5027,96.69350292432097
71,2271,vijftien,5027,96.6963037594947
72,2272,kaas,5025,96.69910348035167
73,2273,genie,5013,96.70189651530808
74,2274,valse,5012,96.7046889931061
75,2275,donkere,5010,96.70748035658738
76,2276,huur,5002,96.71026726280162
77,2277,VS,4994,96.71304971174882
78,2278,verdween,4987,96.71582826058736
79,2279,overtuigd,4987,96.7186068094259
80,2280,aangezien,4984,96.72138368678931
81,2281,cijfers,4983,96.72416000699434
82,2282,overwinning,4974,96.72693131277396
83,2283,behandeling,4970,96.72970038992004
84,2284,belofte,4968,96.73246835274938
85,2285,bekeken,4964,96.7352340869452
86,2286,breekt,4958,96.73799647819074
87,2287,jarige,4955,96.74075719796114
88,2288,training,4954,96.74351736057316
89,2289,artikel,4954,96.74627752318519
90,2290,stelletje,4951,96.74903601432207
91,2291,kloppen,4949,96.75179339114219
92,2292,maakten,4949,96.75455076796231
93,2293,verrast,4948,96.75730758762406
94,2294,beroep,4945,96.76006273581066
95,2295,honderden,4939,96.76281454104699
96,2296,zette,4939,96.76556634628332
97,2297,waardeloos,4934,96.76831536572776
98,2298,rechtbank,4933,96.77106382801381
99,2299,Robin,4928,96.77380950450797
100,2300,wijzen,4908,96.77654403783453
101,2301,vingerafdrukken,4908,96.7792785711611
102,2302,bleek,4907,96.78201254732927
103,2303,maagd,4905,96.7847454091807
104,2304,camera's,4901,96.78747604239861
105,2305,China,4898,96.79020500414138
106,2306,personeel,4898,96.79293396588416
107,2307,minstens,4897,96.79566237046855
108,2308,schitterend,4897,96.79839077505294
109,2309,diegene,4895,96.80111806532057
110,2310,starten,4894,96.80384479842982
111,2311,geheel,4894,96.80657153153908
112,2312,jeugd,4892,96.80929715033156
113,2313,berichten,4889,96.81202109764892
114,2314,mensheid,4885,96.81474281633275
115,2315,gepland,4885,96.8174645350166
116,2316,ramp,4882,96.8201845822253
117,2317,onderwerp,4880,96.82290351511723
118,2318,Californië,4879,96.82562189085078
119,2319,zwembad,4875,96.82833803795083
120,2320,explosie,4874,96.83105362789249
121,2321,ha,4873,96.83376866067577
122,2322,duurde,4871,96.8364825791423
123,2323,noch,4861,96.83919092602503
124,2324,sliep,4857,96.84189704427423
125,2325,redelijk,4857,96.84460316252346
126,2326,excuus,4854,96.84730760929752
127,2327,moge,4854,96.85001205607159
128,2328,smeek,4854,96.85271650284567
129,2329,geintje,4852,96.85541983530298
130,2330,pen,4850,96.85812205344354
131,2331,terroristen,4846,96.86082204295057
132,2332,boerderij,4845,96.86352147529922
133,2333,belangrijker,4837,96.86621645038085
134,2334,burger,4837,96.86891142546247
135,2335,doodt,4835,96.87160528622732
136,2336,overtuigen,4828,96.87429524688353
137,2337,nep,4827,96.87698465038136
138,2338,diamanten,4826,96.87967349672081
139,2339,aap,4815,96.88235621431808
140,2340,ophangen,4812,96.88503726044021
141,2341,verderop,4811,96.88771774940396
142,2342,jacht,4810,96.89039768120934
143,2343,masker,4810,96.89307761301471
144,2344,mars,4807,96.89575587334495
145,2345,onthouden,4800,96.89843023356653
146,2346,kleding,4800,96.9011045937881
147,2347,schaduw,4799,96.90377839685131
148,2348,overkomt,4797,96.90645108559775
149,2349,bovendien,4793,96.90912154571068
150,2350,Duitse,4792,96.91179144866521
151,2351,fearless,4781,96.91445522287759
152,2352,walgelijk,4776,96.91711621129805
153,2353,amen,4773,96.91977552824339
154,2354,richt,4772,96.92243428803035
155,2355,dwars,4768,96.92509081918378
156,2356,vriendschap,4768,96.92774735033721
157,2357,7Up,4762,96.93040053854037
158,2358,slang,4760,96.93305261242678
159,2359,gouverneur,4759,96.93570412915479
160,2360,touw,4757,96.93835453156605
161,2361,onthoud,4754,96.94100326250218
162,2362,daarbij,4754,96.9436519934383
163,2363,zand,4752,96.94629961005766
164,2364,plicht,4749,96.94894555520189
165,2365,trok,4748,96.95159094318774
166,2366,wegkomt,4745,96.95423465969844
167,2367,onschuldige,4734,96.95687224746698
168,2368,collega,4734,96.95950983523551
169,2369,onszelf,4733,96.96214686584565
170,2370,voorbereid,4732,96.96478333929743
171,2371,haalde,4730,96.96741869843245
172,2372,Greg,4730,96.97005405756747
173,2373,verwijderd,4729,96.97268885954409
174,2374,veranderde,4726,96.9753219900456
175,2375,gunst,4726,96.9779551205471
176,2376,okee,4726,96.98058825104859
177,2377,leden,4724,96.98322026723332
178,2378,wassen,4724,96.98585228341807
179,2379,win,4722,96.98848318528604
180,2380,gepleegd,4716,96.99111074420374
181,2381,snijden,4715,96.99373774596306
182,2382,Frans,4715,96.9963647477224
183,2383,reputatie,4713,96.99899063516496
184,2384,teleurgesteld,4710,97.00161485113237
185,2385,letten,4710,97.0042390670998
186,2386,uniform,4707,97.00686161159209
187,2387,verklaren,4707,97.00948415608437
188,2388,monsters,4706,97.01210614341828
189,2389,fan,4704,97.01472701643543
190,2390,bruid,4696,97.01734343218554
191,2391,overheid,4696,97.01995984793565
192,2392,enterprise,4696,97.02257626368576
193,2393,gewaarschuwd,4694,97.02519156511912
194,2394,daarbuiten,4694,97.02780686655247
195,2395,daarover,4693,97.03042161082745
196,2396,leest,4691,97.03303524078567
197,2397,gezondheid,4686,97.03564608495198
198,2398,geliefde,4680,97.03825358616801
199,2399,ontmoeting,4679,97.04086053022567
