,index,Dutch,Frequency,cumsum
0,1200,vlees,11262,92.28480059850399
1,1201,richting,11250,92.29106863027332
2,1202,ruzie,11241,92.29733164761723
3,1203,verdient,11240,92.30359410780275
4,1204,gesloten,11227,92.30984932492936
5,1205,welterusten,11225,92.3161034277392
6,1206,belachelijk,11216,92.32235251612362
7,1207,rekening,11199,92.32859213281559
8,1208,verdorie,11194,92.33482896371567
9,1209,ach,11172,92.34105353713139
10,1210,monster,11168,92.3472758819136
11,1211,verrassing,11162,92.35349488374553
12,1212,rechter,11138,92.35970051377636
13,1213,ontsnappen,11133,92.36590335801527
14,1214,gasten,11121,92.37209951635366
15,1215,radio,11116,92.37829288890012
16,1216,energie,11113,92.38448458997146
17,1217,kennis,11104,92.39067127661738
18,1218,verlies,11100,92.39685573462978
19,1219,verschillende,11093,92.40303629253353
20,1220,tas,11059,92.40919790705237
21,1221,veiligheid,11018,92.41533667807767
22,1222,draagt,11016,92.42147433478618
23,1223,enig,11011,92.42760920570281
24,1224,voet,11004,92.43374017651078
25,1225,weekend,10991,92.43986390425982
26,1226,haalt,10978,92.44598038894992
27,1227,wijn,10969,92.4520918592146
28,1228,verschil,10964,92.4582005436874
29,1229,verkocht,10953,92.46430309941802
30,1230,stoel,10943,92.47040008356484
31,1231,commandant,10874,92.47645862378347
32,1232,gat,10873,92.48251660684373
33,1233,mes,10854,92.48856400389478
34,1234,beslissing,10849,92.49460861515394
35,1235,boom,10846,92.50065155493795
36,1236,glas,10797,92.50666719396135
37,1237,basis,10771,92.5126683468669
38,1238,schrijf,10751,92.51865835660486
39,1239,reet,10746,92.52464558055092
40,1240,knul,10742,92.53063057586347
41,1241,captain,10724,92.53660554232518
42,1242,der,10721,92.54257883731175
43,1243,verjaardag,10711,92.54854656071453
44,1244,geregeld,10706,92.55451149832541
45,1245,procent,10701,92.56047365014439
46,1246,neergeschoten,10698,92.56643413048825
47,1247,spoor,10691,92.57239071072343
48,1248,kilometer,10691,92.57834729095862
49,1249,bezorgd,10681,92.58429829961001
50,1250,opdracht,10678,92.59024763678627
51,1251,gevangen,10667,92.59619084522035
52,1252,hoek,10644,92.6021212390117
53,1253,vanmorgen,10639,92.60804884701115
54,1254,verandert,10634,92.61397366921871
55,1255,vis,10629,92.61989570563438
56,1256,waarvan,10621,92.62581328478299
57,1257,heilige,10606,92.63172250655593
58,1258,hoge,10592,92.63762392811155
59,1259,excuses,10580,92.64351866376661
60,1260,bedoelde,10577,92.64941172794654
61,1261,klas,10526,92.6552763770491
62,1262,kogel,10524,92.66113991183492
63,1263,simpel,10497,92.66698840334449
64,1264,hoogte,10492,92.67283410906215
65,1265,honden,10491,92.67867925762145
66,1266,waarmee,10476,92.68451604880505
67,1267,goud,10474,92.69035172567189
68,1268,wens,10473,92.69618684538034
69,1269,prachtige,10464,92.70201695066338
70,1270,zakken,10439,92.70783312698694
71,1271,eenmaal,10405,92.71363035992559
72,1272,kat,10404,92.71942703570586
73,1273,plaatsen,10402,92.72522259716938
74,1274,rood,10396,92.73101481568261
75,1275,sleutels,10393,92.73680536272072
76,1276,ware,10389,92.7425936811253
77,1277,onderzoeken,10380,92.74837698510446
78,1278,dachten,10371,92.75415527465822
79,1279,vrijheid,10364,92.75992966410331
80,1280,sprak,10358,92.76570071059813
81,1281,gooien,10358,92.77147175709294
82,1282,last,10349,92.77723778916234
83,1283,rivier,10343,92.78300047828147
84,1284,hiermee,10338,92.7887603816087
85,1285,noemt,10321,92.79451081324346
86,1286,blauwe,10306,92.80025288750255
87,1287,hoelang,10300,92.80599161881136
88,1288,tante,10296,92.81172812148664
89,1289,vele,10294,92.81746350984517
90,1290,soldaat,10279,92.82319054082801
91,1291,huilen,10276,92.8289159003357
92,1292,feit,10266,92.83463568825961
93,1293,programma,10264,92.84035436186676
94,1294,getuige,10255,92.84606802104848
95,1295,Tommy,10253,92.85178056591346
96,1296,begraven,10243,92.85748753919462
97,1297,gezeten,10238,92.86319172668391
98,1298,grap,10236,92.86889479985642
99,1299,Christus,10226,92.87459230144515
100,1300,vriendje,10201,92.88027587407439
101,1301,onmiddellijk,10182,92.88594886069441
102,1302,bereid,10164,92.8916118184636
103,1303,bedanken,10153,92.89726864749062
104,1304,twintig,10145,92.90292101925061
105,1305,beeld,10142,92.90857171953544
106,1306,verklaring,10140,92.91422130550353
