,index,Dutch,Frequency,cumsum
0,0,ik,7840843,4.368591379760327
1,1,je,7242582,8.403856630245167
2,2,het,5233420,11.319700436665636
3,3,de,5171977,14.201310760774751
4,4,dat,4505789,16.711748858364373
5,5,is,4439481,19.185242898126393
6,6,een,3715858,21.255564319842584
7,7,niet,3678884,23.3052853676353
8,8,en,2800789,24.865768428184726
9,9,wat,2228941,26.10764158373629
10,10,van,2209684,27.338785540373898
11,11,we,2076863,28.49592716388851
12,12,in,1963658,29.589995673052307
13,13,ze,1789915,30.587261813887384
14,14,hij,1719998,31.545573112303256
15,15,op,1696645,32.49087309108276
16,16,te,1691827,33.433488680789864
17,17,zijn,1681160,34.37016106206288
18,18,er,1615173,35.27006823334811
19,19,maar,1598672,36.16078173421329
20,20,die,1434016,36.95975576494422
21,21,heb,1429701,37.756325657267624
22,22,me,1411318,38.54265330710076
23,23,met,1395328,39.320071994445755
24,24,voor,1389735,40.09437449497423
25,25,als,1273513,40.80392293432096
26,26,ben,1144955,41.441844206716475
27,27,was,1031488,42.016546389265756
28,28,dit,1012898,42.58089099754021
29,29,mijn,961659,43.116687367607675
30,30,om,950863,43.64646865581011
31,31,aan,939521,44.1699306536723
32,32,jij,928107,44.687033245790936
33,33,naar,908546,45.19323726284825
34,34,dan,904663,45.69727783391799
35,35,hier,892773,46.194693791855514
36,36,weet,870605,46.67975866283638
37,37,kan,827534,47.14082616525399
38,38,geen,799250,47.58613500006594
39,39,nog,792339,48.0275933133172
40,40,moet,762775,48.45257979623704
41,41,wil,759522,48.875753842948384
42,42,wel,758242,49.29821472693398
43,43,ja,746431,49.71409501329934
44,44,zo,746139,50.1298126094179
45,45,heeft,735768,50.5397519159827
46,46,hebben,732206,50.94770662439974
47,47,hem,730248,51.35457041670973
48,48,goed,711659,51.75107719190327
49,49,nee,663369,52.12067878895096
50,50,waar,634748,52.47433395601911
51,51,nu,633525,52.82730771838913
52,52,hoe,632454,53.17968476413471
53,53,ga,579630,53.502630475641816
54,54,haar,573366,53.82208614705976
55,55,uit,562873,54.13569555560165
56,56,doen,557710,54.44642835543021
57,57,ook,555481,54.755919249230864
58,58,over,555424,55.065378385003896
59,59,bent,551495,55.372648445503884
60,60,mij,549004,55.67853062448055
61,61,gaan,545717,55.98258142386381
62,62,of,506118,56.26456930857743
63,63,kom,502576,56.54458373831086
64,64,zou,501036,56.82374014413988
65,65,al,493269,57.098569100835356
66,66,bij,490366,57.37178062675515
67,67,daar,482796,57.64077446374216
68,68,ons,473851,57.90478451902459
69,69,jullie,472767,58.16819061462364
70,70,hebt,460950,58.42501276965219
71,71,gaat,454817,58.67841787233929
72,72,iets,442933,58.92520170484447
73,73,zal,441963,59.17144509372153
74,74,meer,430364,59.41122600255483
75,75,waarom,426031,59.648592744129765
76,76,had,404241,59.87381900461549
77,77,deze,401349,60.09743396306772
78,78,laat,396728,60.3184742926483
79,79,moeten,370913,60.52513157866219
80,80,m'n,363630,60.72773108019822
81,81,jou,362713,60.92981966750025
82,82,doe,358703,61.1296740497005
83,83,wie,354534,61.32720563861663
84,84,kunnen,352929,61.523842988333676
85,85,alles,347190,61.717282806110795
86,86,denk,337537,61.90534437405064
87,87,door,327117,62.08760035167614
88,88,echt,319510,62.265618025508815
89,89,alleen,317745,62.442652314801684
90,90,oké,314825,62.61805970162642
