,index,index,Dutch,Frequency,GooglePos,GoogleLemma,GoogleEnglish
0,0,3400,droomde,2981,verb,dromen,dream moon have a dream about
1,1,3401,eikels,2979,noun,eikels,mast
2,2,3402,vrijgelaten,2977,adjective,vrijgelaten,neutral
3,3,3403,bloem,2975,noun,bloem,flower flour bloom
4,4,3404,wreed,2975,adjective,wreed,cruel brutal fierce
5,5,3405,groeit,2974,verb,groeien,grow wax vegetate
6,6,3406,wall,2973,No Google Info,No Google Info,No Google Info
7,7,3407,gebeurtenissen,2972,noun,gebeurtenissen,proceedings
8,8,3408,beslag,2969,noun,beslag,batter fittings attachment
9,9,3409,voortaan,2965,adverb,voortaan,henceforth henceforward hereafter
10,10,3410,gemerkt,2965,verb,merken,mark perceive sense
11,11,3411,achtergrond,2964,noun,achtergrond,background ground bottom
12,12,3412,keuzes,2964,noun,keuze,choice selection option
13,13,3413,oproep,2963,noun,oproep,call-up
14,14,3414,Willie,2963,No Google Info,No Google Info,No Google Info
15,15,3415,goedendag,2962,noun,goedendag,mace
16,16,3416,bemoei,2961,No Google Info,No Google Info,No Google Info
17,17,3417,wetenschapper,2961,noun,wetenschapper,scientist
18,18,3418,kok,2961,noun,kok,cook
19,19,3419,pikken,2961,verb,pikken,pick peck sting
20,20,3420,toestel,2959,noun,toestel,appliance apparatus set
21,21,3421,afval,2958,noun,afval,waste garbage refuse
22,22,3422,Santa,2958,No Google Info,No Google Info,No Google Info
23,23,3423,criminelen,2958,No Google Info,No Google Info,No Google Info
24,24,3424,daag,2958,verb,dagen,dawn summon
25,25,3425,naaien,2957,verb,naaien,sew fuck screw
26,26,3426,verpleegster,2956,noun,verpleegster,nurse sick nurse
27,27,3427,rots,2955,noun,rots,rock crag
28,28,3428,terugbrengen,2954,verb,terugbrengen,bring back take back return
29,29,3429,crisis,2954,noun,crisis,crisis emergency conjuration
30,30,3430,uzelf,2951,pronoun,uzelf,thyself
31,31,3431,genaaid,2950,No Google Info,No Google Info,No Google Info
32,32,3432,Veronica,2949,noun,veronica,veronica
33,33,3433,herkent,2948,verb,herkennen,recognize identify know
34,34,3434,jonger,2947,adjective,jonger,minor puisne
35,35,3435,um,2947,No Google Info,No Google Info,No Google Info
36,36,3436,realiseerde,2947,verb,realiseren,realize live out
37,37,3437,journalist,2947,noun,journalist,journalist publicist newspaper man
38,38,3438,risico's,2946,noun,risico,risk hazard venture
39,39,3439,voertuig,2945,noun,voertuig,vehicle
40,40,3440,overlevenden,2945,verb,overleven,survive outlive persist
41,41,3441,karakter,2945,noun,karakter,character nature personality
42,42,3442,besmet,2944,verb,besmetten,infect contaminate defile
43,43,3443,Diego,2944,No Google Info,No Google Info,No Google Info
44,44,3444,loon,2941,noun,loon,wage pay wages
45,45,3445,trouwt,2937,verb,trouwen,marry wed marry off
46,46,3446,machtige,2937,adjective,machtig,powerful mighty potent
47,47,3447,volhouden,2935,verb,volhouden,maintain sustain insist
48,48,3448,online,2935,No Google Info,No Google Info,No Google Info
49,49,3449,long,2933,noun,long,lung
50,50,3450,identificeren,2931,verb,identificeren,identify identify with
51,51,3451,oudste,2930,noun,oudste,senior elders prior
52,52,3452,Ned,2928,No Google Info,No Google Info,No Google Info
53,53,3453,pan,2927,noun,pan,saucepan frying pan casserole
54,54,3454,augustus,2927,noun,augustus,August
55,55,3455,starfleet,2926,No Google Info,No Google Info,No Google Info
56,56,3456,centimeter,2924,noun,centimeter,centimetre
57,57,3457,explosieven,2924,No Google Info,No Google Info,No Google Info
58,58,3458,greep,2923,noun,greep,hold grip grasp
59,59,3459,staf,2922,noun,staf,staff rod baton
60,60,3460,duistere,2922,adjective,duister,dark obscure murky
61,61,3461,toppers,2922,No Google Info,No Google Info,No Google Info
62,62,3462,gokken,2920,verb,gokken,gamble plunge
63,63,3463,gekleed,2920,adjective,gekleed,clad
64,64,3464,Mason,2919,No Google Info,No Google Info,No Google Info
65,65,3465,county,2918,No Google Info,No Google Info,No Google Info
66,66,3466,monica,2918,No Google Info,No Google Info,No Google Info
67,67,3467,studie,2917,noun,studie,study
68,68,3468,bevrijd,2915,adjective,bevrijd,liberated
69,69,3469,wii,2915,No Google Info,No Google Info,No Google Info
70,70,3470,neger,2915,noun,neger,Negro black nigger
71,71,3471,zenuwen,2912,noun,zenuw,nerve sinew
72,72,3472,gereedschap,2912,noun,gereedschap,tool tools utensils
73,73,3473,pissen,2908,verb,pissen,piss urinate
74,74,3474,juni,2906,noun,juni,June
75,75,3475,mei,2905,noun,mei,May
76,76,3476,wonden,2904,verb,wonden,wound hurt
77,77,3477,doodgeschoten,2903,verb,doodschieten,shoot zap
78,78,3478,commentaar,2903,noun,commentaar,comment commentary annotation
