,index,index,Dutch,Frequency,GooglePos,GoogleLemma,GoogleEnglish
0,0,3600,contant,2766,noun,contant,cash down money
1,1,3601,varen,2765,verb,varen,sail boat navigate
2,2,3602,set,2765,noun,set,series suit outfit
3,3,3603,opgehangen,2763,verb,ophangen,hang hang up suspend
4,4,3604,bedrag,2759,noun,bedrag,amount sum denomination
5,5,3605,knuffel,2758,verb,knuffelen,hug cuddle
6,6,3606,aangeboden,2756,verb,aanbieden,offer present tender
7,7,3607,verknald,2754,No Google Info,No Google Info,No Google Info
8,8,3608,kostte,2752,No Google Info,No Google Info,No Google Info
9,9,3609,jager,2750,noun,jager,hunter huntsman chaser
10,10,3610,glimlach,2748,noun,glimlach,smile
11,11,3611,love,2746,No Google Info,No Google Info,No Google Info
12,12,3612,sukkels,2745,No Google Info,No Google Info,No Google Info
13,13,3613,blank,2745,noun,blank,blank
14,14,3614,McGee,2743,No Google Info,No Google Info,No Google Info
15,15,3615,overeind,2741,adverb,overeind,up on end endwise
16,16,3616,Russell,2741,No Google Info,No Google Info,No Google Info
17,17,3617,beurs,2739,noun,beurs,exchange purse scholarship
18,18,3618,onzichtbaar,2738,adjective,onzichtbaar,invisible sightless
19,19,3619,kandidaat,2737,noun,kandidaat,candidate nominee aspirant
20,20,3620,beroofd,2735,verb,beroven,rob deprive plunder
21,21,3621,uitgevoerd,2735,verb,uitvoeren,perform carry out execute
22,22,3622,ton,2733,noun,ton,tonne ton tub
23,23,3623,voetbal,2733,noun,voetbal,football soccer leather
24,24,3624,dekken,2730,verb,dekken,cover hedge protect
25,25,3625,diepe,2729,adjective,diep,deep low profound
26,26,3626,dominee,2728,noun,dominee,vicar clergyman parson
27,27,3627,leeuw,2727,noun,leeuw,lion
28,28,3628,dieper,2727,adjective,dieper,lower
29,29,3629,Jill,2727,noun,Jill,Jill
30,30,3630,fortuin,2726,noun,fortuin,fortune pile
31,31,3631,inzetten,2725,verb,inzetten,insert stake put in
32,32,3632,zweet,2723,noun,zweet,sweat perspiration moisture
33,33,3633,Gina,2723,No Google Info,No Google Info,No Google Info
34,34,3634,gewoonte,2722,noun,gewoonte,habit custom wont
35,35,3635,gebouwen,2720,noun,gebouw,building construction edifice
36,36,3636,Frodo,2720,No Google Info,No Google Info,No Google Info
37,37,3637,gebrek,2719,noun,gebrek,lack absence defect
38,38,3638,bekennen,2718,verb,bekennen,confess acknowledge avow
39,39,3639,durven,2718,verb,durven,dare presume
40,40,3640,Justin,2717,No Google Info,No Google Info,No Google Info
41,41,3641,opzetten,2716,verb,opzetten,put on pitch stuff
42,42,3642,zonen,2714,noun,zoon,son
43,43,3643,toont,2714,verb,tonen,show display demonstrate
44,44,3644,huren,2713,verb,huren,rent hire charter
45,45,3645,gevuld,2712,adjective,gevuld,stuffed full plump
46,46,3646,schoppen,2710,verb,schoppen,kick toe
47,47,3647,geniaal,2710,adjective,geniaal,ingenious genial
48,48,3648,officiële,2704,adjective,officieel,official authoritative set
49,49,3649,indien,2703,conjunction,indien,if in case
50,50,3650,Japanse,2703,adjective,Japanse,Japanese
51,51,3651,Harvard,2702,No Google Info,No Google Info,No Google Info
52,52,3652,erbuiten,2701,adverb,erbuiten,out
53,53,3653,mekaar,2700,No Google Info,No Google Info,No Google Info
54,54,3654,blok,2699,noun,blok,block pad bloc
55,55,3655,tja,2699,No Google Info,No Google Info,No Google Info
56,56,3656,stierven,2696,verb,sterven,die perish pass away
57,57,3657,pijpen,2696,verb,pijpen,pipe fife goffer
58,58,3658,brigadier,2695,noun,brigadier,brigadier
59,59,3659,kwartier,2695,noun,kwartier,quarter quarter of an hour billet
60,60,3660,interne,2695,adjective,intern,internal inner resident
61,61,3661,wennen,2694,verb,wennen,get used to settle down habituate
62,62,3662,inzet,2692,noun,inzet,bet stakes stake
63,63,3663,mariniers,2692,noun,marinier,marine leatherneck
64,64,3664,plekje,2692,noun,plekje,site
65,65,3665,meesten,2690,No Google Info,No Google Info,No Google Info
66,66,3666,beseft,2689,verb,beseffen,realize understand appreciate
67,67,3667,vielen,2688,verb,vallen,fall drop fall down
68,68,3668,waaraan,2685,adverb,waaraan,whereat
69,69,3669,verward,2683,adjective,verward,confused entangled confounded
70,70,3670,kleuren,2683,verb,kleuren,color paint blush
71,71,3671,mysterie,2681,noun,mysterie,mystery
72,72,3672,federatie,2681,noun,federatie,federation confederacy
73,73,3673,campagne,2680,noun,campagne,campaign
74,74,3674,verlangen,2679,noun,verlangen,desire longing demand
75,75,3675,knal,2679,noun,knal,pop bang report
76,76,3676,aankomt,2678,No Google Info,No Google Info,No Google Info
77,77,3677,behandelt,2678,verb,behandelen,treat handle cure
78,78,3678,systemen,2677,noun,systeem,system outfit
79,79,3679,ernstige,2676,adjective,ernstig,serious grave earnest
80,80,3680,circus,2676,noun,circus,circus
81,81,3681,voordeur,2675,noun,voordeur,front door
82,82,3682,rechtszaak,2674,noun,rechtszaak,action cause
83,83,3683,maffia,2674,noun,maffia,mafia
84,84,3684,recept,2673,noun,recept,recipe prescription formula
85,85,3685,grapjes,2672,No Google Info,No Google Info,No Google Info
86,86,3686,boeren,2671,verb,boeren,burp belch keck
87,87,3687,Travis,2671,No Google Info,No Google Info,No Google Info
88,88,3688,lente,2670,noun,lente,spring springtime
89,89,3689,toekomstige,2670,adjective,toekomstig,future prospective coming
90,90,3690,verblijf,2670,noun,verblijf,stay residence lodging
91,91,3691,moderne,2669,adjective,modern,modern mod neoteric
92,92,3692,piano,2669,noun,piano,piano pianoforte pianino
93,93,3693,terrorist,2669,noun,terrorist,terrorist
94,94,3694,nuttig,2668,adjective,nuttig,useful helpful profitable
95,95,3695,zaal,2666,noun,zaal,room saloon lounge
96,96,3696,vette,2666,adjective,vet,fat greasy fatty
97,97,3697,afgemaakt,2664,verb,afmaken,finish complete slaughter
98,98,3698,opgevoed,2663,verb,opvoeden,educate nurture breed
99,99,3699,overstuur,2663,adjective,overstuur,unstrung in disorder
100,100,3700,beweert,2662,verb,beweren,claim argue assert
101,101,3701,bevriend,2662,adjective,bevriend,friendly pally
102,102,3702,belangrijks,2662,adjective,belangrijk,important considerable great
103,103,3703,geactiveerd,2661,verb,activeren,activate
104,104,3704,draaide,2660,verb,draaien,turn rotate twist
105,105,3705,verklaar,2660,verb,verklaren,explain state certify
106,106,3706,ezel,2660,noun,ezel,donkey ass easel
107,107,3707,tandarts,2660,noun,tandarts,dentist odontologist
108,108,3708,chirurg,2656,noun,chirurg,surgeon sawbones
109,109,3709,ontkennen,2654,verb,ontkennen,deny negate disavow
110,110,3710,fruit,2654,noun,fruit,fruit
111,111,3711,allemachtig,2653,adverb,allemachtig,mighty extremely
112,112,3712,speech,2653,No Google Info,No Google Info,No Google Info
113,113,3713,misverstand,2653,noun,misverstand,misunderstanding misconception mistake
114,114,3714,vermijden,2652,verb,vermijden,avoid shun waive
115,115,3715,paradijs,2651,noun,paradijs,paradise Eden Shangri-la
116,116,3716,Spaans,2651,adjective,Spaans,Spanish
117,117,3717,bewaard,2649,verb,bewaren,keep save preserve
118,118,3718,behoort,2647,verb,behoren,belong ought must
119,119,3719,Sheldon,2647,No Google Info,No Google Info,No Google Info
120,120,3720,exact,2645,adjective,exact,exact
121,121,3721,afdrukken,2644,verb,afdrukken,print print out imprint
122,122,3722,getrokken,2644,adjective,getrokken,drawn
123,123,3723,slechtste,2644,No Google Info,No Google Info,No Google Info
124,124,3724,zingt,2642,verb,zingen,sing chant hymn
125,125,3725,lijdt,2642,verb,lijden,suffer passion smart
126,126,3726,megan,2641,No Google Info,No Google Info,No Google Info
127,127,3727,uitgeput,2639,adjective,uitgeput,exhausted used up worn
128,128,3728,Burke,2637,No Google Info,No Google Info,No Google Info
129,129,3729,engelen,2635,noun,engel,angel
130,130,3730,drama,2635,noun,drama,drama
131,131,3731,mochten,2634,verb,mogen,may
132,132,3732,Canada,2633,noun,Canada,Canada
133,133,3733,beledigd,2632,adjective,beledigd,humiliating
134,134,3734,lage,2631,adjective,laag,low base little
135,135,3735,dozen,2631,noun,doos,box case container
136,136,3736,uniek,2631,adjective,uniek,unique singular one-off
137,137,3737,bruin,2631,adjective,bruin,brown swarthy
138,138,3738,dronk,2630,noun,dronk,drink draught
139,139,3739,vermiste,2629,verb,vermissen,miss
140,140,3740,tegenstander,2626,noun,tegenstander,opponent adversary antagonist
141,141,3741,bronnen,2624,noun,bron,source well spring
142,142,3742,wegkomen,2623,verb,wegkomen,get away get out get out of
143,143,3743,beschuldigd,2623,adjective,beschuldigd,denunciatory
144,144,3744,kroon,2621,noun,kroon,crown coronet chandelier
145,145,3745,Lana,2619,No Google Info,No Google Info,No Google Info
146,146,3746,Ronnie,2618,No Google Info,No Google Info,No Google Info
147,147,3747,veranderingen,2618,noun,verandering,change alteration shift
148,148,3748,ruimen,2616,verb,ruimen,empty evacuate
149,149,3749,commissie,2615,noun,commissie,committee commission errand
150,150,3750,fans,2615,noun,fan,fan
151,151,3751,leerlingen,2614,noun,leerling,pupil learner apprentice
152,152,3752,straal,2612,noun,straal,radius ray beam
153,153,3753,bleven,2611,verb,blijven,remain stay keep
154,154,3754,cellen,2610,noun,cel,cell cello
155,155,3755,goeiemorgen,2609,No Google Info,No Google Info,No Google Info
156,156,3756,bukken,2608,verb,bukken,bend stoop
157,157,3757,machtig,2605,adjective,machtig,powerful mighty potent
158,158,3758,ontploft,2605,verb,ontploffen,explode detonate fulminate
159,159,3759,minuutje,2604,No Google Info,No Google Info,No Google Info
160,160,3760,kostuum,2603,noun,kostuum,costume fancy dress rig
161,161,3761,borrel,2603,noun,borrel,drink shot snifter
162,162,3762,misselijk,2603,adjective,misselijk,sick nauseous queasy
163,163,3763,weleens,2602,adverb,wel eens,ever
164,164,3764,klop,2602,noun,klop,knock rap throb
165,165,3765,concert,2602,noun,concert,concert recital
166,166,3766,ritje,2601,noun,ritje,ride
167,167,3767,artsen,2600,noun,arts,physician therapist
168,168,3768,juwelen,2599,noun,juwelen,jewelry jewellery
169,169,3769,bliksem,2599,noun,bliksem,lightning thunder
170,170,3770,verhuisd,2595,verb,verhuizen,move move out move house
171,171,3771,Spanje,2594,noun,Spanje,Spain
172,172,3772,ambassade,2593,noun,ambassade,embassy
173,173,3773,script,2593,noun,script,script screenplay
174,174,3774,luisterde,2593,verb,luisteren,listen hear hearken
175,175,3775,levenslang,2591,adjective,levenslang,lifelong perpetual
176,176,3776,opening,2589,noun,opening,opening aperture hole
177,177,3777,regent,2589,noun,regent,regent governor trustee
178,178,3778,symptomen,2588,noun,symptoom,symptom indication diagnostic
179,179,3779,hitte,2588,noun,hitte,heat fire flame
180,180,3780,opent,2587,verb,openen,open unlock lead off
181,181,3781,gemene,2585,adjective,gemeen,common mean nasty
182,182,3782,handig,2585,adjective,handig,handy clever nifty
183,183,3783,lamp,2584,noun,lamp,lamp bulb light
184,184,3784,officieren,2583,noun,officier,officer subaltern
185,185,3785,boer,2581,noun,boer,farmer peasant Jack
186,186,3786,reclame,2581,noun,reclame,advertisement publicity reclame
187,187,3787,ooh,2581,No Google Info,No Google Info,No Google Info
188,188,3788,opwindend,2579,adjective,opwindend,exciting thrilling lively
189,189,3789,bedrogen,2578,No Google Info,No Google Info,No Google Info
190,190,3790,straling,2578,No Google Info,No Google Info,No Google Info
191,191,3791,hup,2578,No Google Info,No Google Info,No Google Info
192,192,3792,alpha,2577,No Google Info,No Google Info,No Google Info
193,193,3793,indianen,2576,No Google Info,No Google Info,No Google Info
194,194,3794,geluisterd,2574,verb,luisteren,listen hear hearken
195,195,3795,dadelijk,2573,adverb,dadelijk,immediately at once readily
196,196,3796,kern,2572,noun,kern,core heart nucleus
197,197,3797,spijtig,2570,adjective,spijtig,regrettable
198,198,3798,krachtig,2569,adjective,krachtig,powerful strong vigorous
199,199,3799,gerucht,2569,noun,gerucht,rumor report noise
