,Unnamed: 0,Dutch,POS,ChatGPT_Sentence
0,500,slapen,verb,"Ik hoorde dat we nu mogen slapen.
I heard that we are allowed to sleep now."
1,501,ver,adjective,"De berg voelt ver voor anderen.
The mountain feels far for others."
2,502,reden,noun,"Pa heeft een goede reden om hard te werken.
Pa has a good reason to work hard."
3,503,fout,noun,"Deel van het recht is om een fout te erkennen.
Part of justice is to acknowledge a mistake."
4,504,vallen,verb,"Het wapen viel en veroorzaakte zeer.  
The weapon fell and caused pain."
5,505,maanden,noun,"Ik houd de kalender bij en zet de maanden op volgorde.
I keep track of the calendar and arrange the months in order."
6,506,mogen,verb,"Wij mogen de schuld betalen.  
We are allowed to pay the debt."
7,507,oud,adjective,"De oude vent heeft een vriendin.
The old man has a girlfriend."
8,508,vergeet,verb,"Vergeet niet waar je vandaan komt, ook al ben je kwaad.

Do not forget where you come from, even if you are angry."
9,509,voelt,verb,"Hij voelt vertrouwen rond zijn vrienden.
He feels trust around his friends."
10,510,vent,noun,"De vent heeft mij geluk gegeven.
The guy has given me happiness."
11,511,sir,sir,"Inderdaad, de sir zat rustig terwijl hij las.

Indeed, the sir sat quietly while he read."
12,512,hoorde,verb,"De president hoorde inderdaad het nieuws.  
The president indeed heard the news."
13,513,hoort,verb,"Hij hoort inderdaad het juiste antwoord.  
He indeed hears the correct answer."
14,514,klinkt,verb,"Ik houd het wapen vast en het klinkt gevaarlijk.
I hold the weapon and it sounds dangerous."
15,515,terwijl,conjunction,"Ik heb vertrouwen in hem terwijl hij vanaf hier vertrekt.
I trust him while he leaves from here."
16,516,vriendin,noun,"Mijn vriendin is welkom om deel te nemen aan het feest.
My girlfriend is welcome to take part in the party."
17,517,welkom,adjective,"Dutch: Ik hoorde dat je inderdaad welkom bent hier.

English: I heard that you are indeed welcome here."
18,518,team,noun,"Het team is aardig tegen mezelf.
The team is nice to myself."
19,519,rond,adverb,"De kinderen drinken rond de tafel en vallen bijna om.  
The children drink around the table and almost fall over."
20,520,president,noun,"De president is een lieverd, maar hij heeft schuld.  
The president is a sweetheart, but he has guilt."
21,521,oorlog,noun,"De oorlog heeft overal mensen ontmoet.  
The war has met people everywhere."
22,522,duidelijk,adjective,"De duidelijke wegwijzer helpt ons ver te zetten.  
The clear signpost helps us move far."
23,523,jaren,noun,"Ik slaap al jaren niet goed, dus ik probeer mezelf te helpen.
I haven't slept well for years, so I'm trying to help myself."
24,524,rest,noun,"Ik hoorde het schip in de rest van de haven.  
I heard the ship in the rest of the harbor."
25,525,schuld,noun,"Het is niet fijn om te weten dat het mijn schuld is dat we verloren hebben.
It is not nice to know that it is my fault that we lost."
26,526,avond,noun,"Ik ben eerlijk vaak moe in de avond.  
I am honestly often tired in the evening."
27,527,eerlijk,adjective,"De eerlijk man verdient ons vertrouwen en brengt rust.

The honest man earns our trust and brings peace."
28,528,fijn,adjective,"Ik heb na maanden eindelijk een fijne telefoon.  
After months, I finally have a nice phone."
29,529,mond,noun,"Ik ga straks naar de tandarts, ok, want mijn mond doet pijn.
I am going to the dentist soon, ok, because my mouth hurts."
30,530,buurt,noun,"Ik wandel vaak met mezelf en mijn lieverd in de buurt.
I often walk with myself and my sweetheart in the neighborhood."
31,531,drinken,verb,"Ik drink water terwijl ik hard werk.
I drink water while I work hard."
32,532,telefoon,noun,"Mijn tweede telefoon gaat vaak kapot.
My second phone often breaks."
33,533,per,preposition,"Je moet per maand betalen voor de verloren spullen.
You have to pay per month for the lost items."
34,534,wapen,noun,"De soldaat legde zijn wapen neer voordat hij ging slapen met een glimlach op zijn mond.
The soldier put down his weapon before he went to sleep with a smile on his face."
35,535,liet,verb,"Hij liet zijn vriendin vallen.  
He let his girlfriend fall."
36,536,belangrijk,adjective,"Het is belangrijk om te veranderen, overal.

It is important to change, everywhere."
37,537,kreeg,verb,"Ik kreeg een boek en voelde veel geluk.
I received a book and felt a lot of happiness."
38,538,ouders,noun,"Mijn ouders zijn vaak belangrijk voor mij.
My parents are often important to me."
39,539,stuk,noun,"Ik lees een stuk van het boek terwijl ik wacht.  
I read a piece of the book while I wait."
40,540,rust,noun,"Na maanden van hard werken, had hij eindelijk wat rust en kon hij het stuk lezen.

After months of hard work, he finally had some rest and could read the piece."
41,541,vandaan,preposition,"De koning klinkt alsof hij van ver vandaan komt.
The king sounds as if he comes from far away."
42,542,kennen,verb,"Ik ken de ouders van het kind dat het licht aanstak.
I know the parents of the child who turned on the light."
43,543,Jezus,noun,"Het team vergeet Jezus niet.  
The team does not forget Jesus."
44,544,deel,noun,"Zij voelen dezelfde haat voor dat deel van de stad.

They feel the same hatred for that part of the city."
45,545,baan,noun,"Hij loopt naar zijn nieuwe baan terwijl hij zich afvraagt waar hij vandaan komt.
He walks to his new job while wondering where he comes from."
46,546,kapitein,noun,"De kapitein spreekt vaak met de president.  
The captain often speaks with the president."
47,547,erop,adverb,"Hij bleef stil en keek erop met open mond.  
He remained silent and looked at it with an open mouth."
48,548,geluk,noun,"Mijn schatje heeft altijd een glimlach op haar mond vanwege haar geluk.
My sweetheart always has a smile on her face because of her happiness."
49,549,dezelfde,pronoun,"Tijdens het feest drinken we dezelfde.
During the party, we drink the same."
50,550,overal,adverb,"Mam hoort overal muziek.  
Mom hears music everywhere."
51,551,schip,noun,"Mijn vriendin wacht al maanden op het schip.
My friend has been waiting for months for the ship."
52,552,heren,noun,"De heren in het team willen de strategie veranderen.
The gentlemen in the team want to change the strategy."
53,553,gegeven,adjective,"De gegeven mond wordt vaak gebruikt.

The given mouth is often used."
54,554,anderen,others,"Er zijn anderen die erop wachten, dus ga er snel mee om.

There are others who are waiting for it, so handle it quickly."
55,555,zeer,adjective,"Mijn mam is zeer oud.
My mom is very old."
56,556,langs,adverb,"De hond loopt langs en het klinkt leuk.  
The dog walks by and it sounds nice."
57,557,mam,noun,"Mam gebruikt de telefoon straks.
Mom will use the phone later."
58,558,recht,adjective,"Vergeet niet het rechte stuk te nemen.
Do not forget to take the straight piece."
59,559,lichaam,noun,"Het lichaam werkt hard zonder schuld.
The body works hard without guilt."
60,560,aardig,adjective,"De aardige man was niet kwaad, maar zijn lichaam was moe.
The kind man was not angry, but his body was tired."
61,561,vertrouwen,noun,"Hij voelt vertrouwen in anderen.
He feels trust in others."
62,562,ermee,with it,"Ik heb een schatje ontmoet en ik ben erg blij ermee.
I met a sweetheart and I am very happy with it."
63,563,neemt,verb,"Hij neemt liever de bus omdat hij niet van autorijden houdt.
He prefers to take the bus because he doesn't like driving."
64,564,vanaf,preposition,"De kerel liet zijn hond vanaf het park rennen.
The guy let his dog run from the park."
65,565,vaak,adverb,"De kapitein stond vaak op het dek.
The captain often stood on the deck."
66,566,boek,noun,"Het boek ligt overal, sir.
The book is everywhere, sir."
67,567,mezelf,pronoun,"Ik zie mezelf in de spiegel met mam.
I see myself in the mirror with mom."
68,568,zetten,verb,"Ik zet de stoel liever niet te ver.  
I prefer not to put the chair too far."
69,569,stil,adjective,"Jezus is een stil en eerlijk persoon.
Jesus is a quiet and honest person."
70,570,ok,noun,"De tweede neemt een ok.  
The second takes an okay."
71,571,kerel,noun,"De tweede kerel won een miljoen.

The second guy won a million."
72,572,betalen,verb,"Ik moet al jaren betalen voor het licht.
I have had to pay for the light for years."
73,573,geval,noun,"In dit geval is er veel haat rond het onderwerp.

In this case, there is a lot of hate around the topic."
74,574,miljoen,,"Schatje, vergeet niet dat we een miljoen redenen hebben om gelukkig te zijn.
Sweetheart, don't forget that we have a million reasons to be happy."
75,575,tweede,adjective,"De tweede wapen is gevaarlijk.
The second weapon is dangerous."
76,576,haat,noun,"De haat is niet welkom hier.
Hate is not welcome here."
77,577,hard,adjective,"De president werkt hard, maar hij vindt nergens rust.  
The president works hard, but he finds rest nowhere."
78,578,inderdaad,adverb,"Ik ga liever in de avond wandelen, inderdaad.

I prefer to walk in the evening, indeed."
79,579,woord,noun,"Ik vergeet het eerlijke woord.  
I forget the honest word."
80,580,stond,noun,"Vanaf de jaren zestig stond de oude molen er nog steeds.
From the sixties, the old mill still stood there."
81,581,hond,noun,"Ik vertrouw mijn hond als we langs het park lopen.
I trust my dog as we walk past the park."
82,582,straks,adverb,"Het schip voelt straks beter aan.  
The ship will feel better soon."
83,583,weken,verb,"We weken de kleren al maanden en het voelt fijn.

We have been soaking the clothes for months and it feels nice."
84,584,film,noun,"De film hoort overal goed.

The film is heard well everywhere."
85,585,antwoord,noun,"De man liet zijn antwoord horen in de buurt.
The man let his answer be heard in the neighborhood."
86,586,veranderen,verb,"De president wil alles veranderen, schatje.
The president wants to change everything, darling."
87,587,licht,adjective,"De aardige man is erg blij ermee omdat het licht is.  
The nice man is very happy with it because it is light."
88,588,houd,verb,"Ik houd van de weken die je me liet zien.
I love the weeks that you showed me."
89,589,pa,noun,"Pa moet betalen om die reden.
Dad has to pay for that reason."
90,590,tijdens,during the day,"Tijdens de wandeling stond ik verloren in gedachten.
During the walk, I stood lost in thought."
91,591,lieverd,noun,"Jij bent zo aardig, lieverd, met je glimlachende mond.  
You are so kind, darling, with your smiling mouth."
92,592,liever,adverb,"Ik ga liever nergens dan overal.  
I prefer to go nowhere than everywhere."
93,593,kwaad,adjective,"Ik houd niet van haat omdat het een kwaad gevoel is.
I don't like hate because it is an evil feeling."
94,594,ontmoet,verb,"Ik liet hem recht voor de deur ontmoeten.
I let him meet right in front of the door."
95,595,nergens,adverb,"Welkom, maar er is nergens een deel voor jou.  
Welcome, but there is no part for you anywhere."
96,596,gebruikt,adjective,"De verloren hond gebruikte een oude deken.
The lost dog used an old blanket."
97,597,schatje,noun,"Schatje, waar kom je vandaan na de oorlog?
Sweetheart, where do you come from after the war?"
98,598,verloren,adjective,"Ik heb hard gewerkt om de verloren tijd in te halen, maar ik ken nog steeds niet alles.

I worked hard to make up for the lost time, but I still don't know everything."
99,599,koning,noun,"De koning stond op het balkon.
The king stood on the balcony."
