,Unnamed: 0,Spanish,show,lemma,ChatGPT_Sentence
0,2750,máquinas,*máquinas* (máquina),,"Las máquinas tienen una alarma que debemos compartir.
The machines have an alarm that we must share."
1,2751,traeré,*traeré* (traer),,"Traeré la compra correcta mañana.
I will bring the correct purchase tomorrow."
2,2752,revisar,revisar,,"Necesito revisar la planta antes de ponerme el abrigo.
I need to check the plant before putting on my coat."
3,2753,veinte,veinte,,"Tengo veinte minutos para hablarle por la tele.
I have twenty minutes to talk to him on the TV."
4,2754,seres,*seres* (ser),,"Los seres dulces ayudan al ciego a cruzar la calle.
The sweet beings help the blind man cross the street."
5,2755,hablarle,*hablarle* (hablar),,"Voy al museo para hablarle sobre el súper.

I am going to the museum to talk to him/her about the supermarket."
6,2756,disco,disco,disco,"El honesto niño compró un disco por doce euros.
The honest boy bought a record for twelve euros."
7,2757,disco,*disco* (discar),discar,"He leído sobre cómo discar desde la planta de la oficina.
I have read about how to dial from the office floor."
8,2758,transporte,transporte,transporte,"El transporte pasó junto a las paredes de la ciudad.
The transport passed by the walls of the city."
9,2759,transporte,*transporte* (transportar),transportar,"Déjala en pedazos para facilitar el transporte.
Leave it in pieces to facilitate the transport."
10,2760,mina,mina,,"La mina tiene un dragón y nadie puede hablarle.  
The mine has a dragon and no one can talk to it."
11,2761,labios,*labios* (labio),,"La mina está aparte de mis labios.

The mine is apart from my lips."
12,2762,señoría,señoría,,"En julio, mis pensamientos están llenos de respeto hacia su señoría.  
In July, my thoughts are full of respect towards your honor."
13,2763,llamamos,*llamamos* (llamar),,"Nosotros llamamos a estas tierras el saco de oro.
We call these lands the sack of gold."
14,2764,doce,doce,,"¿Pensaste en la vigilancia de los doce niños?  
Did you think about the supervision of the twelve children?"
15,2765,cuídate,*cuídate* (cuidar),,"Precisamente, cuídate y usa ropa suave.  
Precisely, take care and wear soft clothes."
16,2766,pasillo,pasillo,,"He leído un libro mientras vuelves por el pasillo.
I have read a book while you return through the hallway."
17,2767,tele,tele,tele,"La tele tiene una imagen suave y correcta.
The TV has a smooth and correct image."
18,2768,tele,*tele* (televisión),televisión,"El ruso juega con la tele.

The Russian plays with the TV."
19,2769,podria,*podria* (poder),,"¿Podría permitir que acaban la tarea?

Could you allow them to finish the task?"
20,2770,completa,*completa* (completo),completo,"Ruego que completes el libro porque estoy aburrido.
I beg you to complete the book because I am bored."
21,2771,completa,*completa* (completar),completar,"Los estudiantes podrán caminar por el pasillo cuando la tarea esté completa.
The students will be able to walk through the hallway when the homework is complete."
22,2772,rápida,*rápida* (rápido),,"La alarma sonó y buscamos una solución rápida.
The alarm went off and we looked for a quick solution."
23,2773,precisamente,precisamente,,"Precisamente, debes presionar el botón para compartir la foto.  
Precisely, you must press the button to share the photo."
24,2774,llamaste,*llamaste* (llamar),,"¿Llamaste al servicio de transporte para que te sientas más cómodo?

Did you call the transportation service so you feel more comfortable?"
25,2775,cumplir,cumplir,,"Voy a cumplir la fecha límite.

I am going to meet the deadline."
26,2776,servicios,*servicios* (servicio),,"Los servicios aparte requieren un esfuerzo adicional.

The separate services require additional effort."
27,2777,señales,*señales* (señal),,"La calle está ocupada con señales y esposas de policía.
The street is busy with signs and police handcuffs."
28,2778,acaban,*acaban* (acabar),,"Los seres que llamaste acaban de llegar.  
The beings you called have just arrived."
29,2779,suéltame,*suéltame* (soltar),,"Suéltame, sacaste la mano rápidamente.
Let go of me, you took your hand out quickly."
