,Unnamed: 0,Spanish,show,lemma,ChatGPT_Sentence
0,1500,vacaciones,*vacaciones* (vacación),,"En las vacaciones, habías pintado una pared.  
During the vacation, you had painted a wall."
1,1501,perdió,*perdió* (perder),,"Él vendrá dando explicaciones porque perdió su libro.
He will come giving explanations because he lost his book."
2,1502,fondo,fondo,,"Necesitaba nadar hasta el fondo con una pierna.

I needed to swim to the bottom with one leg."
3,1503,verde,verde,,"El matrimonio ha hablado sobre el coche verde.
The couple has talked about the green car."
4,1504,parecen,*parecen* (parecer),,"Las opciones parecen buenas para la pierna.
The options seem good for the leg."
5,1505,mama,mama,,"Mamá me dijo que no puedo quedarme hasta tarde porque mañana tengo una larga jornada.

Mom told me that I can't stay up late because tomorrow I have a long day."
6,1506,bienvenida,bienvenida,,"Bienvenida, las decoraciones en la pared parecen muy bonitas.

Welcome, the decorations on the wall look very beautiful."
7,1507,opción,opción,,"No dejaste ninguna opción, cabrón.

You left no option, jerk."
8,1508,operación,operación,,"La escena parecía complicada, pero la operación tuviera éxito.
The scene seemed complicated, but the operation was successful."
9,1509,hablado,*hablado* (hablar),,"Yo solía haber hablado sobre mis zapatos.

I used to have talked about my shoes."
10,1510,traer,traer,,"Claro, aquí tienes una oración:

""Él está cansado porque perdió su libro y necesita traer otro.""

""He is tired because he lost his book and needs to bring another one."""
11,1511,principal,principal,,"La principal razón de su herido fue la caída de la larga escalera.
The main reason for his injury was the fall from the long ladder."
12,1512,demonio,demonio,,"El demonio intentó romper la unidad del matrimonio.

The demon tried to break the unity of the marriage."
13,1513,zapatos,*zapatos* (zapato),,"Los zapatos del matrimonio están junto a la pared.
The shoes of the married couple are next to the wall."
14,1514,leo,*leo* (leer),,"Leo el libro para saber quiénes son los socios.
I read the book to know who the partners are."
15,1515,respecto,respecto,,"Debí comprar la camisa verde respecto a la ocasión.  
I should have bought the green shirt regarding the occasion."
16,1516,nuevos,*nuevos* (nuevo),,"Voy a traer nuevos temas para la reunión.
I am going to bring new topics for the meeting."
17,1517,especie,especie,,"La especie de planta que dejaste en mi casa tiene una larga vida.

The species of plant you left at my house has a long life."
18,1518,pidió,*pidió* (pedir),,"El monstruo te pidió que lo mataste.
The monster asked you to kill it."
19,1519,éxito,éxito,,"La opción de subir la montaña fue un éxito.
The option to climb the mountain was a success."
20,1520,cabrón,cabrón,,"El cabrón de mi vecino es una especie rara que siempre me hace correr.  
The jerk of my neighbor is a rare species that always makes me run."
21,1521,mírame,*mírame* (mirar),,"Mírame, mataste lo que necesitaba.

Look at me, you killed what I needed."
