,Unnamed: 0,Spanish,show,lemma,ChatGPT_Sentence
0,2500,campamento,campamento,,"En el campamento, miras cómo trabajaba el equipo.

At the camp, you watch how the team worked."
1,2501,responde,*responde* (responder),,"El conductor responde que no puede conducir tan salvaje.

The driver responds that he cannot drive so wildly."
2,2502,escuchaste,*escuchaste* (escuchar),,"¿Escuchaste la música mientras tomabas agua fría para mantenerte despierto?
Did you listen to the music while drinking cold water to stay awake?"
3,2503,debiste,*debiste* (deber),,"Debiste ayudarme cuando estábamos perdidos en el desierto, ayúdenme ahora.

You should have helped me when we were lost in the desert, help me now."
4,2504,adios,*adios* (adiós),,"El oso se mueva lentamente y dice adiós.
The bear moves slowly and says goodbye."
5,2505,viven,*viven* (vivir),,"Las personas viven cansadas después de la explosión.  
People live tired after the explosion."
6,2506,recoger,recoger,,"Voy a recoger la mochila perdida contigo.
I am going to pick up the lost backpack with you."
7,2507,preguntarte,*preguntarte* (preguntar),,"Quiero preguntarte si puedes llevarte algo útil.

I want to ask you if you can take something useful."
8,2508,compras,*compras* (compra),compra,"Voy de compras y mi amigo guarda el motor.
I go shopping and my friend watches the motor."
9,2509,compras,*compras* (comprar),comprar,"Ésto crea muchas compras en la tienda.
This creates many purchases in the store."
10,2510,cansada,*cansada* (cansado),cansado,"Compré una silla útil porque estoy cansada.
I bought a useful chair because I am tired."
11,2511,cansada,*cansada* (cansar),cansar,"Llegaste a casa y te miraste en el espejo, estabas muy cansada.
You arrived home and looked at yourself in the mirror, you were very tired."
12,2512,elegir,elegir,,"Escuchaste que me quedaré en casa para elegir una película.

Did you hear that I will stay at home to choose a movie?"
13,2513,cáncer,cáncer,,"El túnel de investigación ofrece esperanza a los pacientes ricos con cáncer.
The research tunnel offers hope to wealthy patients with cancer."
14,2514,servir,servir,,"El agua no sirve en el desierto, estaba equivocada.

The water is useless in the desert, I was wrong."
15,2515,pata,pata,,"El perro ha llevado a cabo el proceso de curación de su pata.
The dog has carried out the healing process of its paw."
16,2516,huir,huir,,"Cuando aparece el peligro, mis amigos y yo huimos rápidamente.

When danger appears, my friends and I flee quickly."
17,2517,útil,útil,,"La información que me suelta siempre es muy útil y me sienta bien.

The information you give me is always very useful and makes me feel good."
18,2518,grados,*grados* (grado),,"El oso confío en que la temperatura suba a veinte grados.
The bear trusts that the temperature will rise to twenty degrees."
19,2519,atacar,atacar,,"Si los perros fueran agresivos, uno de ellos me atacaría si fuese necesario.

If the dogs were aggressive, one of them would attack me if it were necessary."
20,2520,recién,recién,,"Recién íbamos al centro cuando encontramos mucho tráfico.
We were just going downtown when we encountered a lot of traffic."
21,2521,querría,*querría* (querer),,"Querría saber si la tienda legal está cerrada.
I would like to know if the legal store is closed."
22,2522,guapo,guapo,,"El chico guapo tiene una mascota rara y trabaja en una oficina legal.
The handsome boy has a strange pet and works in a legal office."
23,2523,alcance,alcance,alcance,"El alcance del vehículo es suficiente para llegar a las naves.
The range of the vehicle is enough to reach the ships."
24,2524,alcance,*alcance* (alcanzar),alcanzar,"La importancia de huir está fuera de mi alcance.
The importance of fleeing is beyond my reach."
