,Unnamed: 0,Spanish,show,lemma,ChatGPT_Sentence
0,0,que,que,que,"Hay un libro que está en la mesa.
There is a book that is on the table."
1,1,de,de,de,"Yo voy por el parque de la ciudad.
I go through the city park."
2,2,no,no,no,"No quiero hacer eso que dijiste.  
I don't want to do what you said."
3,3,a,a,a,"Cuando voy a la tienda, si está abierta, compro pan.
When I go to the store, if it is open, I buy bread."
4,4,la,la,la,"La niña quiere algo o nada.
The girl wants something or nothing."
5,5,el,el,el,"El gato encontró algo como un juguete.

The cat found something like a toy."
6,6,es,*es* (ser),ser,"El perro es un animal con cuatro patas.
The dog is an animal with four legs."
7,7,y,y,y,"¿Quieres café o té y qué prefieres?

Do you want coffee or tea and what do you prefer?"
8,8,en,en,en,"Ahora sabes en qué lugar estamos.
Now you know where we are."
9,9,lo,lo,lo,"Se lo está comiendo.
He/She is eating it."
10,10,un,un,un,"Cuando tengo hambre, como un sándwich porque es fácil de preparar.
When I am hungry, I eat a sandwich because it is easy to prepare."
11,11,por,por,por,"Por favor, eres muy amable.

Please, you are very kind."
12,12,qué,qué,qué,"Hola, ¿qué puedo hacer?
Hello, what can I do?"
13,13,me,me,me,"Me voy por ya estar cansado.
I am leaving because I am already tired."
14,14,una,*una* (un),un,"¿Quién vive en una casa grande?
Who lives in a big house?"
15,15,te,te,te,"Te veo así a ti.  
I see you like this."
16,16,los,*los* (lo),lo,"Los niños quieren ser los mejores en las clases.
The children want to be the best in the classes."
17,17,se,se,se,"Se pregunta quién dio las gracias.
He/She/One wonders who gave thanks."
18,18,con,con,con,"Ese hombre habla con Dios.
That man talks with God."
19,19,para,para,para,"El maestro explica cómo estudiar para el examen.
The teacher explains how to study for the exam."
20,20,mi,mi,mi,"Eso es al lado de mi casa.
That is next to my house."
21,21,está,*está* (estar),estar,"El gato está con algo en la boca.
The cat is with something in its mouth."
22,22,si,si,si,"Si no estudias, nunca aprenderás.
If you don't study, you will never learn."
23,23,bien,bien,bien,"Hola, él está bien.
Hello, he is fine."
24,24,pero,pero,pero,"Me gusta el helado, pero no lo como por la noche.
I like ice cream, but I don't eat it at night."
25,25,yo,yo,yo,"Yo estoy bien y mi amigo tiene un libro.
I am fine and my friend has a book."
26,26,eso,eso,eso,"Eso es mi casa y estoy feliz.
That is my house and I am happy."
27,27,las,*las* (la),la,"Las niñas quieren hacer algo divertido.
The girls want to do something fun."
28,28,sí,sí,sí,"Hola, sí quiero ser tu amigo.
Hello, yes I want to be your friend."
29,29,su,su,su,"Su perro fue el más rápido.
His dog was the fastest."
30,30,tu,tu,tu,"Creo que este libro es para ti.  
I think this book is for you."
31,31,aquí,aquí,aquí,"Esa casa está aquí en el barrio.
That house is here in the neighborhood."
32,32,del,del,del,"¿Sabes algo del libro?  
Do you know anything about the book?"
33,33,al,al,al,"Este libro está al lado de la mesa.
This book is next to the table."
34,34,como,como,como,"¿Quién sabe cómo hacer esto?
Who knows how to do this?"
35,35,como,*como* (comer),comer,"Como un señor.
I eat like a gentleman."
36,36,le,le,le,"Le dio sus libros o sus cuadernos.

He gave him/her their books or their notebooks."
37,37,más,más,más,"No estoy tan cansado, pero quiero descansar más.
I am not so tired, but I want to rest more."
38,38,esto,esto,esto,"Esto tiene que ser obra de Dios.
This has to be the work of God."
39,39,ya,ya,ya,"Ya como todos.
I already eat like everyone else."
40,40,todo,todo,todo,"Todo fue ya resuelto.
Everything was already resolved."
41,41,esta,esta,esta,"¿Quién está aquí? Gracias.
Who is here? Thank you."
42,42,vamos,*vamos* (ir),ir,"Hola, vamos al parque que fue divertido.

Hello, let's go to the park that was fun."
43,43,muy,muy,muy,"Vamos muy rápido.
We are going very fast."
44,44,hay,*hay* (haber),haber,"Hay un libro en su mesa.

There is a book on his/her table."
45,45,ahora,ahora,ahora,"Ahora sólo hay un señor en la tienda.
Now there is only one man in the store."
46,46,algo,algo,algo,"Puedo ver las estrellas y algo más.

I can see the stars and something else."
47,47,estoy,*estoy* (estar),estar,"Estoy feliz porque sé qué hacer.
I am happy because I know what to do."
48,48,tengo,*tengo* (tener),tener,"Tengo los libros que tienes.  
I have the books that you have."
49,49,nos,nos,nos,"Nos sentimos bien así.
We feel good like this."
50,50,tú,tú,tú,"Tú eres muy inteligente, creo.

You are very intelligent, I think."
