,Unnamed: 0,Spanish,show,lemma,ChatGPT_Sentence
0,1300,apuesto,*apuesto* (apostar),,"Apuesto que la mayoría de las veces pido pizza para cenar.
I bet that most of the time I order pizza for dinner."
1,1301,prisión,prisión,,"La mujer perdió las llaves de la prisión mientras llevaba un vestido rojo.
The woman lost the keys to the prison while wearing a red dress."
2,1302,mirar,mirar,,"Claro, aquí tienes una oración:

""Mirar a la princesa me hizo olvidar que perdí mi libro.""

""Looking at the princess made me forget that I lost my book."""
3,1303,inteligente,inteligente,,"El próximo estudiante es muy inteligente y puede darme la respuesta.  
The next student is very intelligent and can give me the answer."
4,1304,metros,*metros* (metro),,"La estrella está a cien metros de aquí, intenta mantener la calma.
The star is a hundred meters from here, try to stay calm."
5,1305,fantástico,fantástico,,"Las cartas en la TV son fantásticas.
The cards on TV are fantastic."
6,1306,próximo,próximo,,"El próximo supermercado está a apenas cien metros.
The next supermarket is just a hundred meters away."
7,1307,jugando,*jugando* (jugar),,"Mis hermanos están jugando mientras yo estoy leyendo.
My siblings are playing while I am reading."
8,1308,ojo,ojo,,"Sigue el camino que te mando y mantén un ojo en el mapa.
Follow the path I command you and keep an eye on the map."
9,1309,salga,*salga* (salir),,"Cuando yo te lo mando, asegúrate de que salga por la entrada principal.
When I send it to you, make sure it goes out through the main entrance."
10,1310,vea,*vea* (ver),,"Espero que vea el valor de suyo.  
I hope you see the value of yours."
11,1311,llaman,*llaman* (llamar),,"Ellos me llaman para decirme que tengo valor, pero yo les digo que lo olviden.

They call me to tell me that I have courage, but I tell them to forget it."
12,1312,entrada,entrada,entrada,"La entrada está a la espalda del edificio, donde los dos caminos están unidos.
The entrance is at the back of the building, where the two paths are joined."
13,1313,entrada,*entrada* (entrar),entrar,"La entrada del teatro estaba llena de personas con vestidos elegantes.
The entrance of the theater was full of people in elegant dresses."
14,1314,duda,duda,duda,"Muévanse sin duda y con valor.
Move without doubt and with courage."
15,1315,duda,*duda* (dudar),dudar,"No estuviste seguro y dudaste de los dioses.
You were not sure and doubted the gods."
16,1316,cerveza,cerveza,,"Mando una cerveza a Santa.

I send a beer to Santa."
17,1317,unidos,*unidos* (unido),unido,"Los amigos están unidos en una fiesta llena de alegría donde reina la felicidad.
The friends are united at a party full of joy where happiness reigns."
18,1318,unidos,*unidos* (unir),unir,"Los amigos están unidos como el ojo de una bomba.

The friends are united like the eye of a bomb."
19,1319,matado,matado,matado,"Llamaré a la policía porque alguien ha matado a mi estrella.

I will call the police because someone has killed my star."
20,1320,matado,*matado* (matar),matar,"No me queda duda de que él ha matado al monstruo que nos toca enfrentar.

I have no doubt that he has killed the monster we have to face."
21,1321,princesa,princesa,,"La princesa llevó su vestido sin duda.
The princess wore her dress without a doubt."
22,1322,perdí,*perdí* (perder),,"Perdí la mayoría de mis cartas de la reina.

I lost most of my queen cards."
23,1323,entender,entender,,"El soldado quiere entender a la princesa.
The soldier wants to understand the princess."
24,1324,santa,*santa* (santo),,"Ayer estuviste jugando en la plaza de Santa María.  
Yesterday you were playing in the plaza of Santa María."
25,1325,quedar,quedar,,"El vestido no le queda bien en la prisión.
The dress does not fit her well in the prison."
26,1326,miles,*miles* (mil),,"Hay miles de estrellas a millones de metros de distancia.

There are thousands of stars millions of meters away."
27,1327,llamaré,*llamaré* (llamar),,"Llamaré al técnico para mantener el tanque lleno.
I will call the technician to keep the tank full."
28,1328,compañero,compañero,,"Mi compañero se llama Juan y escuche que es muy amable.  
My classmate's name is Juan and I heard that he is very kind."
29,1329,pensado,*pensado* (pensar),,"He pensado caminar diez metros con mi papi.

I have thought about walking ten meters with my dad."
30,1330,espalda,espalda,,"Me llaman cuando salga el dolor de mi espalda.
They call me when the pain in my back goes away."
31,1331,dejé,*dejé* (dejar),,"Dejé mi libro en casa, pero olvídalo, no soy tan inteligente.

I left my book at home, but forget it, I'm not that smart."
32,1332,bomba,bomba,,"La bomba me dio un susto cuando explotó detrás de mi espalda.
The bomb scared me when it exploded behind my back."
33,1333,cartas,*cartas* (carta),,"Apenas recibí las cartas y fue fantástico.

I just received the letters and it was fantastic."
34,1334,apenas,apenas,,"Apenas don Pedro vio el vestido, se sorprendió.

Don Pedro barely saw the dress, he was surprised."
35,1335,leer,leer,,"La mayoría de los estudiantes en la biblioteca están llenos de entusiasmo por leer.

The majority of the students in the library are full of enthusiasm to read."
36,1336,hermanos,*hermanos* (hermano),,"Mis hermanos no pueden encontrar las llaves y me pidieron mirar en la cocina.
My siblings can't find the keys and asked me to look in the kitchen."
37,1337,darme,*darme* (dar),,"Me dejé las llaves en casa y ahora no sé dónde quedarme, ¿puedes darme un consejo?

I left my keys at home and now I don't know where to stay, can you give me some advice?"
38,1338,papi,papi,,"Papi, quiero que vea cómo preparo un trago.

Dad, I want you to see how I make a drink."
39,1339,mantener,mantener,,"La princesa quiere mantener la entrada limpia.
The princess wants to keep the entrance clean."
40,1340,suyo,suyo,,"El héroe encontró la estrella que era suya.
The hero found the star that was his."
41,1341,rico,rico,,"Santa lee un libro rico en historias.  
Santa reads a book rich in stories."
42,1342,verla,*verla* (ver),,"Ella regresa para verla y quedar con nosotros.

She returns to see her and stay with us."
43,1343,lee,*lee* (leer),,"El guardia lee el mando en la prisión.
The guard reads the command in the prison."
44,1344,sigues,*sigues* (seguir),,"¿Sigues esperando el camión para ir al restaurante rico?

Are you still waiting for the bus to go to the delicious restaurant?"
45,1345,toca,*toca* (tocar),,"Toca hacer lo que hemos pensado para que podamos avanzar.

It's time to do what we have planned so that we can move forward."
46,1346,olvídalo,*olvídalo* (olvidar),,"Olvídalo, la tienda está a unos metros del próximo semáforo.
Forget it, the store is a few meters from the next traffic light."
47,1347,acción,acción,,"El niño fue matado mientras estaba jugando, y esa acción fue terrible.
The boy was killed while he was playing, and that action was terrible."
48,1348,hayas,*hayas* (haber),haber,"Espero que estemos unidos cuando te llame y hayas llegado.

I hope we are united when I call you and you have arrived."
49,1349,hayas,*hayas* (haya),haya,"Espero que hayas comprado la entrada y el trago.

I hope you have bought the ticket and the drink."
50,1350,dioses,*dioses* (dios),,"Los dioses miran cuando cierra el día.  
The gods watch when the day ends."
51,1351,mando,mando,mando,"Yo mando que vea la cerveza.  
I command that you see the beer."
52,1352,mando,*mando* (mandar),mandar,"Llamaré a la máquina para que mande el mensaje.
I will call the machine to send the message."
53,1353,dejaré,*dejaré* (dejar),,"Dejaré el trago cuando regresa mi hermano.

I will quit drinking when my brother returns."
54,1354,llegue,*llegue* (llegar),,"Olvídalo, él llevó el paquete antes de que yo llegué.

Forget it, he took the package before I arrived."
55,1355,formas,*formas* (forma),forma,"La mayoría de las formas las dejaré en la mesa.
The majority of the forms I will leave on the table."
56,1356,formas,*formas* (formar),formar,"Cuando llegué, ella lee diferentes formas de arte.  
When I arrived, she reads different forms of art."
57,1357,uh,uh,,"Uh, apuesto a que los dioses están felices hoy.
Uh, I bet the gods are happy today."
58,1358,cierra,*cierra* (cerrar),,"Cierra la puerta cuando hayas salido, y te llamaré después.

Close the door when you have left, and I will call you later."
59,1359,damas,*damas* (dama),,"Las damas le dijeron al soldado: ""Olvídalo"".

The ladies told the soldier: ""Forget it""."
60,1360,puente,puente,,"Pido un vestido bonito para cruzar el puente.
I ask for a pretty dress to cross the bridge."
61,1361,memoria,memoria,,"Me gusta leer sobre la memoria de Santa Claus.  
I like to read about the memory of Santa Claus."
62,1362,regresa,*regresa* (regresar),,"El perro regresa a la entrada y se sienta delante de la puerta.
The dog returns to the entrance and sits in front of the door."
63,1363,muévanse,*muévanse* (mover),,"Muévanse unidos para leer el libro.  
Move together to read the book."
64,1364,parecía,*parecía* (parecer),,"El soldado parecía feliz cuando vio a su papi.
The soldier seemed happy when he saw his daddy."
65,1365,vestido,vestido,vestido,"La santa me quiere darme un vestido nuevo.
The saint wants to give me a new dress."
66,1366,vestido,*vestido* (vestir),vestir,"Ella tiene un vestido que me trae muchas formas de memoria.
She has a dress that brings me many forms of memory."
67,1367,llaves,*llaves* (llave),,"Mis hermanos encontraron las llaves en el jardín rico.

My siblings found the keys in the rich garden."
68,1368,tv,*tv* (TV),,"Estamos unidos viendo la TV y jugando videojuegos.
We are united watching TV and playing video games."
69,1369,camión,camión,,"Perdí el camión porque no pude mantener el horario.
I missed the bus because I couldn't keep the schedule."
70,1370,acabar,acabar,,"Acabo de tomar un trago y ahora tengo más valor.

I just had a drink and now I have more courage."
