,Unnamed: 0,Spanish,show,lemma,ChatGPT_Sentence
0,700,llamar,llamar,llamar,"Voy a llamar al resto del equipo en el campo.  
I am going to call the rest of the team in the field."
1,701,mala,*mala* (malo),malo,"La comida adentro de la casa está mala, así que la dejamos frente a la puerta.
The food inside the house is bad, so we left it in front of the door."
2,702,mala,mala,mala,"Ella tuvo un sueño malo antes de la prueba.
She had a bad dream before the test."
3,703,detrás,detrás,detrás,"El daño en el campo está detrás de la casa.
The damage in the field is behind the house."
4,704,viste,*viste* (ver),ver,"¿Viste la película que acaba de salir llamada ""El Viaje""?

Did you see the movie that just came out called ""The Journey""?"
5,705,dile,*dile* (decir),decir,"Dile que estuve pensando en lo que haría mañana.
Tell him that I was thinking about what I would do tomorrow."
6,706,grandes,*grandes* (grande),grande,"Los problemas grandes se acabó dado el esfuerzo de todos.  
The big problems ended given everyone's effort."
7,707,recuerdas,*recuerdas* (recordar),recordar,"¿Recuerdas el sueño que habías perdido?
Do you remember the dream you had lost?"
8,708,real,real,real,"La ropa que oí en la tienda es real.
The clothes I heard about in the store are real."
9,709,estaban,*estaban* (estar),estar,"Estaban felices cuando miren los millones de estrellas en el cielo.
They were happy when they saw the millions of stars in the sky."
10,710,mía,*mía* (mío),mío,"Lamento que esta situación no hará feliz a mi amiga mía.
I regret that this situation will not make my friend of mine happy."
11,711,frente,frente,frente,"¿Recuerdas el campo frente a nuestra casa?
Do you remember the field in front of our house?"
12,712,perdido,*perdido* (perder),perder,"Me siento perdido y no quiero hacerte daño.

I feel lost and I don't want to hurt you."
13,713,llamo,*llamo* (llamar),llamar,"Me llamo Ana y estaban comprando ropa.

My name is Ana and they were buying clothes."
14,714,muertos,*muertos* (muerto),muerto,"Probablemente es tonto tener miedo de los muertos.
Probably it is silly to be afraid of the dead."
15,715,millones,*millones* (millón),millón,"Hay millones de estrellas encima de nosotros, y no es tonto admirarlas.

There are millions of stars above us, and it is not silly to admire them."
16,716,asesino,asesino,asesino,"El asesino real quisiera escapar.
The real killer would like to escape."
17,717,asesino,*asesino* (asesinar),asesinar,"El asesino confesó al resto del grupo que había oído voces extrañas.
The murderer confessed to the rest of the group that he had heard strange voices."
18,718,sueño,sueño,sueño,"Tengo un sueño donde hablo con muertos y me siento tonto.

I have a dream where I talk to the dead and feel silly."
19,719,sueño,*sueño* (soñar),soñar,"Detrás de mis ojos cerrados, estoy siendo guiado por un sueño.
Behind my closed eyes, I am being guided by a dream."
20,720,quisiera,*quisiera* (querer),querer,"Quisiera usar el teléfono, pero habría un problema.

I would like to use the phone, but there would be a problem."
21,721,habría,*habría* (haber),haber,"Habría una habitación para ése.

There would be a room for that one."
22,722,hará,*hará* (hacer),hacer,"Probablemente, él hará una llamada mañana.

He will probably make a call tomorrow."
23,723,viaje,viaje,viaje,"Querido amigo, espero que tuyo viaje sea maravilloso.
Dear friend, I hope your trip is wonderful."
24,724,viaje,*viaje* (viajar),viajar,"Me siento feliz cuando uso mi coche para un viaje.

I feel happy when I use my car for a trip."
25,725,probablemente,probablemente,probablemente,"Probablemente quisiera una mala idea.

I would probably want a bad idea."
26,726,resto,resto,resto,"He perdido el resto de las preguntas.

I have lost the rest of the questions."
27,727,estaré,*estaré* (estar),estar,"Estaré con las otras personas el resto del día.
I will be with the other people for the rest of the day."
28,728,maldición,maldición,maldición,"La maldición cayó encima del avión.
The curse fell on top of the plane."
29,729,lamento,lamento,lamento,"Lamento que mi sueño no pasara la prueba.

I regret that my dream did not pass the test."
30,730,lamento,*lamento* (lamentar),lamentar,"Lamento llamar y causar daño.

I regret calling and causing harm."
31,731,muchacho,muchacho,muchacho,"El muchacho recuerda una mala experiencia.
The boy remembers a bad experience."
32,732,avión,avión,avión,"El avión acabó la prueba.
The plane finished the test."
33,733,ropa,ropa,ropa,"He perdido la información sobre la ropa.
I have lost the information about the clothes."
34,734,fuerza,fuerza,fuerza,"El profesor tiene mucha fuerza.
The teacher has a lot of strength."
35,735,fuerza,*fuerza* (forzar),forzar,"El asesino está siendo llevado a la cárcel con fuerza.
The murderer is being taken to jail with force."
36,736,llamado,llamado,llamado,"Hay un lugar llamado Secreto que puedes visitar cuando quieras.
There is a place called Secreto that you can visit whenever you want."
37,737,llamado,*llamado* (llamar),llamar,"El perro llamado Max tiene orejas grandes.
The dog called Max has big ears."
38,738,oído,oído,oído,"He oído que el asesino sientes remordimiento.

I have heard that the killer feels remorse."
39,739,oído,*oído* (oír),oír,"Escuché un ruido detrás de mí durante el viaje.
I heard a noise behind me during the trip."
40,740,dado,dado,dado,"El dado está siendo querido por los niños.
The die is being loved by the children."
41,741,dado,*dado* (dar),dar,"El mago me ha dado un libro llamado ""La Maldición"".
The wizard has given me a book called ""The Curse""."
42,742,encima,encima,encima,"El avión acaba de volar encima de la casa.
The plane just flew over the house."
43,743,negro,negro,negro,"El profesor tiene un avión negro.
The teacher has a black airplane."
44,744,usar,usar,usar,"El muchacho tonto no sabe usar la computadora.
The silly boy does not know how to use the computer."
45,745,información,información,información,"La información sobre la ropa que viste es interesante.
The information about the clothes you wear is interesting."
46,746,uds,*uds* (ustedes),ustedes,"Uds. se llaman los muertos.

You all call yourselves the dead."
47,747,preguntas,*preguntas* (preguntar),preguntar,"Claro, aquí tienes una oración:

""He oído que tienes preguntas, ¿puedo decirte las respuestas?""

""I've heard that you have questions, can I tell you the answers?"""
48,748,preguntas,*preguntas* (pregunta),pregunta,"El maestro llamado Juan siempre nos pide que hagamos preguntas en clase.
The teacher called Juan always asks us to ask questions in class."
49,749,tuvo,*tuvo* (tener),tener,"El niño tuvo un día tranquilo, pero lamento que no pudo jugar.

The boy had a calm day, but I regret that he couldn't play."
50,750,secreto,secreto,secreto,"Dile el secreto antes de que acabe la reunión.
Tell him the secret before the meeting ends."
51,751,vuelve,*vuelve* (volver),volver,"Él vuelve con grandes noticias que habría querido compartir antes.

He returns with big news that he would have wanted to share earlier."
52,752,miren,*miren* (mirar),mirar,"Miren la prueba en las noticias.
Look at the test on the news."
53,753,quieras,*quieras* (querer),querer,"Haz lo que quieras con la boca cerrada.
Do whatever you want with your mouth closed."
54,754,haría,*haría* (hacer),hacer,"Haría cualquier cosa por ti, pero mi sueño acabó.

I would do anything for you, but my dream ended."
55,755,acaba,*acaba* (acabar),acabar,"¿Te sientes querido cuando acaba el día?
Do you feel loved when the day ends?"
56,756,otras,*otras* (otro),otro,"Escuché otras canciones y fue un placer para mi oído.
I listened to other songs and it was a pleasure for my ear."
57,757,incluso,incluso,incluso,"Incluso el profesor tuvo una mala experiencia.

Even the teacher had a bad experience."
58,758,sientes,*sientes* (sentir),sentir,"¿Te sientes bien al usar tu mano derecha?
Do you feel good using your right hand?"
59,759,sientes,*sientes* (sentar),sentar,"¿Te sientes con sueño? Hará bien descansar un poco.
Do you feel sleepy? It will be good to rest a bit."
60,760,deberíamos,*deberíamos* (deber),deber,"Deberíamos llamar a la policía porque hay un asesino.

We should call the police because there is a murderer."
61,761,haz,*haz* (hacer),hacer,"Haz el asunto y vuelve pronto.
Do the task and come back soon."
62,762,haz,haz,haz,"Haz la tarea detrás del tonto.
Do the homework behind the fool."
63,763,decirte,*decirte* (decir),decir,"No quiero hacerte daño, solo quiero decirte que seas feliz.
I don't want to hurt you, I just want to tell you to be happy."
64,764,boca,boca,boca,"La prueba de la comida fue un placer para mi boca.
The taste test of the food was a pleasure for my mouth."
65,765,dolor,dolor,dolor,"Tengo un sueño, pero el dolor no me deja decírtelo.
I have a dream, but the pain doesn't let me tell you."
66,766,baño,baño,baño,"Claro, aquí tienes una oración:

""El baño está cerrado, pero si tienes preguntas, usa la fuerza.""

""The bathroom is closed, but if you have questions, use force."""
67,767,baño,*baño* (bañar),bañar,"Estuve perdido y no pude encontrar el baño.
I was lost and couldn't find the bathroom."
68,768,adentro,adentro,adentro,"El dolor se siente menos adentro del campo.
The pain feels less inside the field."
69,769,profesor,profesor,profesor,"Puedes llamar al profesor cuando quieras.
You can call the teacher whenever you want."
70,770,habitación,habitación,habitación,"La habitación está al lado del baño, tonto.
The room is next to the bathroom, silly."
71,771,daño,daño,daño,"Poner la planta adentro causó daño.

Putting the plant inside caused damage."
72,772,daño,*daño* (dañar),dañar,"Quédate aquí, no haría daño a nadie.  
Stay here, I wouldn't harm anyone."
73,773,tuyo,tuyo,tuyo,"La información que salió de tu boca es tuyo.
The information that came out of your mouth is yours."
74,774,seas,*seas* (ser),ser,"Espero que seas mía, porque estuve esperando mucho tiempo.
I hope you are mine, because I was waiting a long time."
75,775,noticias,*noticias* (noticia),noticia,"Las noticias dicen que encontraron una prueba contra el asesino.
The news says they found evidence against the murderer."
76,776,demás,demás,demás,"Los demás pasajeros del avión están muertos.

The other passengers on the plane are dead."
77,777,querido,querido,querido,"Querido amigo, tengo un secreto para ti.
Dear friend, I have a secret for you."
78,778,querido,*querido* (querer),querer,"Querido amigo, hay diez personas adentro.

Dear friend, there are ten people inside."
79,779,duro,duro,duro,"El trabajo en el campo es muy duro y puede causar daño.
The work in the field is very hard and can cause damage."
80,780,duro,*duro* (durar),durar,"El ruido acaba de empezar y no sé cuánto tiempo va a durar porque es muy duro para mis oídos.
The noise just started and I don't know how long it will last because it is very hard on my ears."
81,781,poner,poner,poner,"Quisiera que miren dónde poner el libro.

I would like you to look where to put the book."
82,782,prueba,prueba,prueba,"La prueba está siendo un placer para todos.
The test is being a pleasure for everyone."
83,783,prueba,*prueba* (probar),probar,"Voy a usar una prueba para ver si la comida está mala.
I am going to use a test to see if the food is bad."
84,784,mire,*mire* (mirar),mirar,"Mire, no tengo respuestas a sus preguntas sobre el secreto.
Look, I don't have answers to your questions about the secret."
85,785,tonto,tonto,tonto,"Eres tonto por decir esas cosas con otras personas en la boca.

You are silly for saying those things with other people's words in your mouth."
