,Unnamed: 0,Spanish,show,lemma,ChatGPT_Sentence
0,1000,prometo,*prometo* (prometer),,"Prometo seguir la dirección correcta con mi espada.

I promise to follow the right direction with my sword."
1,1001,esposo,esposo,esposo,"Mi esposo es un hombre hermoso y maravilloso.
My husband is a handsome and wonderful man."
2,1002,esposo,*esposo* (esposar),esposar,"Mi esposo tuvo una pelea con la ley.
My husband had a fight with the law."
3,1003,norte,norte,,"El norte tiene un paisaje maravilloso que llena mi alma de alegría.
The north has a wonderful landscape that fills my soul with joy."
4,1004,hubo,*hubo* (haber),,"Hubo una muerta en el pueblo y tuvimos que irnos.

There was a death in the town and we had to leave."
5,1005,juro,*juro* (jurar),,"Juro que la pelea ha terminado.
I swear that the fight is over."
6,1006,muerta,*muerta* (muerto),muerto,"La teniente encontró la espada muerta en el campo.

The lieutenant found the dead sword in the field."
7,1007,muerta,*muerta* (morir),morir,"La noticia terrible es que la planta está muerta.
The terrible news is that the plant is dead."
8,1008,interesante,interesante,,"Deseo aprender algo interesante y necesario.

I wish to learn something interesting and necessary."
9,1009,pensaba,*pensaba* (pensar),,"Pensaba que la cena tuya estaba deliciosa.
I thought your dinner was delicious."
10,1010,busca,*busca* (buscar),buscar,"Jesús busca un lugar para irnos.

Jesus is looking for a place for us to go."
11,1011,busca,busca,busca,"Ella busca el libro que trae para terminar la tarea.
She is looking for the book she brings to finish the homework."
12,1012,terminar,terminar,,"Veré el edificio cuando termine de trabajar.
I will see the building when I finish working."
13,1013,tendré,*tendré* (tener),,"Mañana tendré que explicar lo que ocurrió, aunque no me creen.

Tomorrow I will have to explain what happened, even though they don't believe me."
14,1014,completamente,completamente,,"El teniente dijo que oí completamente mal la información.
The lieutenant said that I completely misheard the information."
15,1015,cita,cita,cita,"El detective tiene una cita para el cumpleaños de su amigo.
The detective has an appointment for his friend's birthday."
16,1016,cita,*cita* (citar),citar,"Tengo una cita para hablar sobre mis sueños.
I have an appointment to talk about my dreams."
17,1017,siete,siete,,"Tendremos siete manzanas, te lo juro.
We will have seven apples, I swear."
18,1018,cumpleaños,cumpleaños,,"Aun podemos salvar la fiesta de cumpleaños.

We can still save the birthday party."
19,1019,abogado,abogado,,"El abogado trabaja en un edificio y ayuda a cumplir sueños.

The lawyer works in a building and helps fulfill dreams."
20,1020,alrededor,alrededor,,"Estábamos celebrando el cumpleaños y había globos alrededor.

We were celebrating the birthday and there were balloons around."
21,1021,cerebro,cerebro,,"Esperen, mi cerebro está en un infierno de ideas.

Wait, my brain is in a hell of ideas."
22,1022,porqué,porqué,,"No entiendo el porqué de terminar la cena tan temprano.
I don't understand the reason for finishing dinner so early."
23,1023,llave,llave,,"La llave está en el suelo cerca de mis pies después de la pelea.
The key is on the ground near my feet after the fight."
24,1024,santo,santo,,"El santo abogado me ayudó a cumplir mis sueños.
The holy lawyer helped me achieve my dreams."
25,1025,hermoso,hermoso,,"El hermoso evento sucedió a las siete.

The beautiful event happened at seven."
26,1026,necesario,necesario,,"Es necesario ir al norte para la sorpresa.
It is necessary to go north for the surprise."
27,1027,edificio,edificio,,"El edificio tiene siete plantas y una puerta roja.
The building has seven floors and a red door."
28,1028,irnos,*irnos* (ir),,"Ellos creen que debemos irnos antes de que salga la luna.
They believe we should leave before the moon rises."
