,Unnamed: 0,Spanish,show,lemma,ChatGPT_Sentence
0,500,primer,*primer* (primero),primero,"Este es el primer libro que leí en medio del verano.
This is the first book I read in the middle of the summer."
1,501,trabajar,trabajar,trabajar,"Mis padres trabajan mucho para pagar la luz.
My parents work a lot to pay for the electricity."
2,502,e,*e* (y),y,"Así que tengo un perro y un gato.
So I have a dog and a cat."
3,503,hagas,*hagas* (hacer),hacer,"No hagas planes para los próximos meses sin pensar bien.
Do not make plans for the coming months without thinking carefully."
4,504,alto,alto,alto,"El perro alto es fácil de ver.
The tall dog is easy to see."
5,505,maldita,*maldita* (maldito),maldito,"La misma maldita situación, perdón por repetirlo.
The same damn situation, sorry for repeating it."
6,506,comer,comer,comer,"Las chicas quieren comer lo más pronto posible.
The girls want to eat as soon as possible."
7,507,número,número,número,"El número de veces que estuvo bien verte es infinito.
The number of times it was good to see you is infinite."
8,508,dar,dar,dar,"Ellos hacen posible dar ayuda a los necesitados.
They make it possible to give help to those in need."
9,509,necesitas,*necesitas* (necesitar),necesitar,"Necesitas hacer lo que te basta para ser feliz.
You need to do what is enough for you to be happy."
10,510,oportunidad,oportunidad,oportunidad,"Claro, aquí tienes una oración:

""Esta es la misma oportunidad para ver la luz.""

""This is the same opportunity to see the light."""
11,511,punto,punto,punto,"Vivir sola es un punto importante en mi vida.
Living alone is an important point in my life."
12,512,misma,*misma* (mismo),mismo,"Espero la misma posible respuesta.
I hope for the same possible answer."
13,513,última,*última* (último),último,"La última posible reunión de las mujeres fue cancelada.
The last possible meeting of the women was canceled."
14,514,afuera,afuera,afuera,"Las chicas están jugando afuera en el punto de encuentro.
The girls are playing outside at the meeting point."
15,515,mujeres,*mujeres* (mujer),mujer,"Las mujeres eligieron el vino, el cual era delicioso.
The women chose the wine, which was delicious."
16,516,pensar,pensar,pensar,"Vivo para pensar en esa maldita situación.
I live to think about that damn situation."
17,517,fueron,*fueron* (ir),ir,"Los jóvenes fueron al cuarto.
The young people went to the room."
18,518,fueron,*fueron* (ser),ser,"Fueron a trabajar temprano, basta con eso.

They went to work early, that's enough."
19,519,difícil,difícil,difícil,"La escuela es difícil.
The school is difficult."
20,520,vivir,vivir,vivir,"Vivo en paz y quiero vivir feliz.

I live in peace and I want to live happily."
21,521,paso,paso,paso,"Éste es el primer paso que hagas.

This is the first step you take."
22,522,paso,*paso* (pasar),pasar,"¡Carajo, las mujeres no me dejan pasar!

Damn, the women won't let me pass!"
23,523,malo,malo,malo,"El perro malo está afuera en el par de árboles.
The bad dog is outside by the pair of trees."
24,524,estabas,*estabas* (estar),estar,"¿En qué estabas pensando? Perdón por interrumpir.
---
What were you thinking about? Sorry for interrupting."
25,525,vivo,*vivo* (vivir),vivir,"Éste es el mejor lugar posible para vivir, y estoy feliz porque vivo aquí.
This is the best possible place to live, and I am happy because I live here."
26,526,vivo,vivo,vivo,"La maldita planta aún queda viva.

The damn plant is still alive."
27,527,haga,*haga* (hacer),hacer,"Haga lo que su hermana le pidió y no se olvide de dar las gracias.
Make sure to do what your sister asked and don't forget to say thank you."
28,528,queda,*queda* (quedar),quedar,"El recuerdo queda en nuestra mente y sabemos que es importante.
The memory remains in our mind and we know it is important."
29,529,hijos,*hijos* (hijo),hijo,"Mis hijos juegan bastante afuera.
My children play outside a lot."
30,530,mayor,mayor,mayor,"¿Cuál es el restaurante mayor donde podemos comer?
Which is the biggest restaurant where we can eat?"
31,531,fiesta,fiesta,fiesta,"Perdón, la fiesta queda en la casa de Juan.  
Sorry, the party is at Juan's house."
32,532,hacen,*hacen* (hacer),hacer,"Las mujeres hacen todo, no te preocupes.
The women do everything, don't worry."
33,533,medio,medio,medio,"El perro está afuera en medio del jardín, pero no es su culpa.

The dog is outside in the middle of the garden, but it is not his fault."
34,534,algunas,*algunas* (alguno),alguno,"Algunas familias tienen bastante hijos.
Some families have quite a few children."
35,535,basta,*basta* (bastar),bastar,"Basta con un paso para tratar de mejorar.

It's enough with one step to try to improve."
36,536,arma,arma,arma,"En la fiesta, vi un par de personas con un arma.

At the party, I saw a couple of people with a weapon."
37,537,arma,*arma* (armar),armar,"Claro, aquí tienes una oración:

""Si armas el teléfono, verás cómo funciona.""

""If you assemble the phone, you will see how it works."""
38,538,vino,*vino* (venir),venir,"El ladrón vino con un arma, pero la policía estuvo rápida.

The thief came with a weapon, but the police were quick."
39,539,vino,vino,vino,"El hombre dejó las armas y el fuego para disfrutar de una copa de vino.
The man left the weapons and the fire to enjoy a glass of wine."
40,540,meses,*meses* (mes),mes,"No te preocupes, en unos meses estarás en la misma situación.

Don't worry, in a few months you will be in the same situation."
41,541,cuarto,cuarto,cuarto,"Estoy pensando en la última vez que limpié mi cuarto.
I am thinking about the last time I cleaned my room."
42,542,éste,*éste* (este),este,"Éste es el regalo que quiero dar a las chicas.
This is the gift I want to give to the girls."
43,543,escuela,escuela,escuela,"Vivo cerca de la escuela y nunca llevo un arma.

I live near the school and I never carry a weapon."
44,544,esté,*esté* (estar),estar,"Espero que él esté esperando donde podía verte.
I hope he is waiting where he could see you."
45,545,dólares,*dólares* (dólar),dólar,"El joven necesita dólares para la fiesta.  
The young man needs dollars for the party."
46,546,tío,tío,tío,"Mi tío le dijo a mi hermana que basta de jugar.
My uncle told my sister to stop playing."
47,547,posible,posible,posible,"Tuve suficientes dólares para hacer posible el viaje.
I had enough dollars to make the trip possible."
48,548,tuve,*tuve* (tener),tener,"Tuve un problema que tampoco sabemos cómo resolver.  
I had a problem that we also don't know how to solve."
49,549,fácil,fácil,fácil,"Vivo en una ciudad donde aprender español es fácil porque mi abuelo, que murió, me enseñó.

I live in a city where learning Spanish is easy because my grandfather, who passed away, taught me."
50,550,preocupes,*preocupes* (preocupar),preocupar,"No te preocupes, basta con saber qué está pasando.
Don't worry, it's enough to know what's happening."
51,551,luz,luz,luz,"La luz está pasando por la ventana y no sabemos de dónde viene.
The light is passing through the window and we don't know where it comes from."
52,552,eran,*eran* (ser),ser,"Eran mujeres, no te preocupes.

They were women, don't worry."
53,553,carajo,carajo,carajo,"¡Carajo, el perro está cerca del fuego!

Damn, the dog is near the fire!"
54,554,final,final,final,"Mi tío me contó un recuerdo especial en su final.
My uncle told me a special memory at his end."
55,555,lista,lista,lista,"Ella está lista para pensar adónde ir.  
She is ready to think about where to go."
56,556,lista,*lista* (listo),listo,"Ella trata de armar una lista.

She tries to put together a list."
57,557,trata,*trata* (tratar),tratar,"Mi hermana trata de estudiar, pero sabemos que es difícil.
My sister tries to study, but we know it is difficult."
58,558,armas,*armas* (arma),arma,"Al final, necesitamos vivir sin armas.
At the end, we need to live without weapons."
59,559,armas,*armas* (armar),armar,"Las armas no traen la paz, la cual buscamos todos.

Weapons do not bring peace, which we all seek."
60,560,hermana,hermana,hermana,"Exactamente no recuerdo el nombre de mi hermana.
Exactly, I don't remember my sister's name."
61,561,exactamente,exactamente,exactamente,"La mayor fiesta del año es exactamente mañana.
The biggest party of the year is exactly tomorrow."
62,562,chicas,*chicas* (chica),chica,"Las chicas tienen un perro alto.
The girls have a tall dog."
63,563,podía,*podía* (poder),poder,"El árbol era tan alto que no podía ver la cima.
The tree was so tall that I couldn't see the top."
64,564,bastante,bastante,bastante,"Espero que haga bastante vino este año.
I hope they make quite a lot of wine this year."
65,565,seguridad,seguridad,seguridad,"Necesitamos trabajar con seguridad, carajo.

We need to work with safety, damn it."
66,566,pasando,*pasando* (pasar),pasar,"Eran las últimas horas del día y estaba pasando un buen rato con amigos.
They were the last hours of the day and I was having a good time with friends."
67,567,esperando,*esperando* (esperar),esperar,"Estoy esperando en el alto por seguridad.  
I am waiting at the stop for safety."
68,568,acá,acá,acá,"Acá es posible encontrar bastante comida.

Here it is possible to find quite a lot of food."
69,569,teléfono,teléfono,teléfono,"Veras, este es mi teléfono.
You see, this is my phone."
70,570,perro,perro,perro,"El perro vino y estará en el jardín.
The dog came and will be in the garden."
71,571,fuego,fuego,fuego,"El fuego quemó la comida, pero no fue mi culpa.
The fire burned the food, but it wasn't my fault."
72,572,murió,*murió* (morir),morir,"Perdón, no sabía que tu abuelo murió cuando estabas de viaje.
I'm sorry, I didn't know your grandfather died when you were traveling."
73,573,tampoco,tampoco,tampoco,"Mis padres tampoco tuvieron la oportunidad.
My parents didn't have the opportunity either."
74,574,sola,*sola* (solo),solo,"Ella está sola y quiere jugar mientras espera.

She is alone and wants to play while she waits."
75,575,estuvo,*estuvo* (estar),estar,"La tienda estuvo en la misma calle donde queda el parque.
The store was on the same street where the park is located."
76,576,verte,*verte* (ver),ver,"Cuánto me alegra verte en la fiesta.
How happy I am to see you at the party."
77,577,iré,*iré* (ir),ir,"No iré si haces algo malo.
I won't go if you do something bad."
