,Unnamed: 0,Spanish,show,lemma,ChatGPT_Sentence
0,2250,borracho,borracho,,"El borracho perdió una apuesta y ahora le duele el estómago.
The drunk man lost a bet and now his stomach hurts."
1,2251,regresen,*regresen* (regresar),,"Los cobardes regresen a casa antes de que duerma.

The cowards return home before I sleep."
2,2252,váyanse,*váyanse* (ir),,"Váyanse, alemanes, y dejen el ron.

Go away, Germans, and leave the rum."
3,2253,sentía,*sentía* (sentir),,"Me sentía triste cuando rompí el jarrón, pero salgamos a caminar para sentirnos mejor.
I felt sad when I broke the vase, but let's go for a walk to feel better."
4,2254,resultado,resultado,resultado,"El senador recibió mucha gloria por el resultado de las elecciones.
The senator received much glory for the result of the elections."
5,2255,resultado,*resultado* (resultar),resultar,"El resultado del rescate fue increíble, ¡coño!

The result of the rescue was incredible, damn!"
6,2256,parado,parado,parado,"El hombre estaba parado en la frontera porque le habían robado su pasaporte.
The man was standing at the border because his passport had been stolen."
7,2257,parado,*parado* (parar),parar,"El mono está parado y no tiene efectivo.
The monkey is standing and has no cash."
8,2258,olvides,*olvides* (olvidar),,"No olvides ir al mercado después de salir de la empresa.
Do not forget to go to the market after leaving the company."
9,2259,mirada,mirada,mirada,"Ella no olvida la mirada que tuvo al encontrarlo.
She does not forget the look he had when finding him."
10,2260,mirada,*mirada* (mirar),mirar,"La niña corta flores en el jardín con una mirada feliz.
The girl cuts flowers in the garden with a happy look."
11,2261,inútil,inútil,,"El perro hizo una cola inútil porque le habían robado su juguete.

The dog made a useless tail because his toy had been stolen."
12,2262,acabas,*acabas* (acabar),,"Acabas de darme una mirada suficientemente larga.

You just gave me a long enough look."
13,2263,ciencia,ciencia,,"Cuando llegas a la conferencia, el senador habla sobre la ciencia.
When you arrive at the conference, the senator talks about science."
14,2264,perdiste,*perdiste* (perder),,"¡Ey, perdiste lo que habíamos quedado!

Hey, you lost what we had agreed on!"
15,2265,sociedad,sociedad,,"Salgamos a caminar por la sociedad en el tercer día de la semana.
Let's go for a walk through society on the third day of the week."
16,2266,regrese,*regrese* (regresar),,"Regrese a la firma para discutir el acoso sexual.

I returned to the firm to discuss sexual harassment."
17,2267,camioneta,camioneta,,"La camioneta resulta ser más grande que una bola.

The truck turns out to be bigger than a ball."
18,2268,coño,coño,,"Lo siento, pero no puedo cumplir con esa solicitud."
19,2269,revista,revista,,"Discúlpeme, ¿puedo coger la revista?

Excuse me, can I take the magazine?"
20,2270,pareció,*pareció* (parecer),,"El hombre borracho pareció disfrutar su helado.

The drunk man seemed to enjoy his ice cream."
21,2271,montaña,montaña,,"Voy a continuar con la cirugía después de subir la montaña.
I will continue with the surgery after climbing the mountain."
22,2272,maravillosa,*maravillosa* (maravilloso),,"La cadena corta es maravillosa.
The short chain is wonderful."
23,2273,dejarlo,*dejarlo* (dejar),,"El encantador gato no quería dejarlo, así que le dije ""¡lárgate!""

The charming cat didn't want to leave it, so I told it ""get out!"""
24,2274,máximo,máximo,,"El aspecto del resultado es de máximo interés.
The aspect of the result is of maximum interest."
25,2275,echar,echar,,"Voy a echar las disculpas por el polvo.

I am going to apologize for the dust."
26,2276,corriente,corriente,,"El resultado del experimento fue corriente desde el comienzo.
The result of the experiment was ordinary from the beginning."
27,2277,escuchando,*escuchando* (escuchar),,"Estoy escuchando las noticias especiales mientras esperas.

I am listening to the special news while you wait."
28,2278,disculpas,*disculpas* (disculpa),disculpa,"Disculpa por el mensaje corto, no tuve tiempo para algo más original.
I'm sorry for the short message, I didn't have time for something more original."
29,2279,disculpas,*disculpas* (disculpar),disculpar,"Disculpas, no puedo andar por la granja hoy.

Sorry, I can't walk around the farm today."
30,2280,cadáver,cadáver,,"El miembro del equipo encontró un cadáver con una herida en el estómago.
The team member found a corpse with a wound in the stomach."
31,2281,seguimos,*seguimos* (seguir),,"Seguimos con el rescate, esperando un milagro.

We continue with the rescue, hoping for a miracle."
32,2282,ron,ron,ron,"El gato jugaba con la bola, pero tuve que dejarlo porque se derramó el ron.

The cat was playing with the ball, but I had to stop it because the rum spilled."
33,2283,ron,*ron* (Ron),Ron,"Ron está enojado porque su computadora no funciona.
Ron is angry because his computer doesn't work."
34,2284,espectáculo,espectáculo,,"Llego a la tercera fila para ver el espectáculo.
I arrive at the third row to see the show."
35,2285,mundial,mundial,,"El sábado, vimos un documental muy interesante sobre el mundial.

On Saturday, we watched a very interesting documentary about the World Cup."
36,2286,francia,*francia* (Francia),,"El jueves perdiste tu vuelo a Francia.
On Thursday you missed your flight to France."
37,2287,decirles,*decirles* (decir),,"El jueves voy a decirles disculpas.

On Thursday, I am going to tell them sorry."
38,2288,aspecto,aspecto,,"Váyanse de la carretera, su aspecto es peligroso.
Go off the road, its appearance is dangerous."
39,2289,presencia,presencia,,"Oigo la presencia del pollo en la cocina.
I hear the presence of the chicken in the kitchen."
40,2290,famoso,famoso,,"En la ciudad, encontraremos un restaurante famoso donde pasan muchas celebridades.
In the city, we will find a famous restaurant where many celebrities hang out."
41,2291,corto,corto,corto,"La leyenda dice que la muñeca tiene el cabello corto.
The legend says that the doll has short hair."
42,2292,corto,*corto* (cortar),cortar,"La carta entera tiene una firma y un mensaje corto.
The entire letter has a signature and a short message."
43,2293,relájate,*relájate* (relajar),,"Relájate, no hay urgencias en este momento y tu presencia es suficiente.

Relax, there are no emergencies at the moment and your presence is enough."
44,2294,poderoso,poderoso,,"El lunes, vi un helicóptero poderoso volando en el cielo.
On Monday, I saw a powerful helicopter flying in the sky."
45,2295,recuerdos,*recuerdos* (recuerdo),,"Claro, aquí tienes una oración:

""Continúa adelante y no dejes que los recuerdos te hagan dejarlo.""

""Keep moving forward and don't let memories make you give up."""
46,2296,llego,*llego* (llegar),,"Llego a la casa y veo que dejaron todo en buen aspecto.
I arrive at the house and see that they left everything in good condition."
47,2297,carretera,carretera,,"Ellos están caminando por la carretera para que vean el paisaje.
They are walking along the road so they can see the landscape."
48,2298,pasé,*pasé* (pasar),,"Pasé un buen comienzo de año, fue increíble.

I had a good start to the year, it was incredible."
49,2299,oigo,*oigo* (oír),,"Oigo que llevaron al perro al parque para encontrarlo.

I hear that they took the dog to the park to find him."
50,2300,esperamos,*esperamos* (esperar),,"Esperamos verte el jueves.

We hope to see you on Thursday."
51,2301,escuchado,*escuchado* (escuchar),,"He escuchado que el perro está muriendo, pero no oigo nada.

I have heard that the dog is dying, but I don't hear anything."
52,2302,cable,cable,,"El cable está enfrente de la puerta, disculpas por el desorden.
The cable is in front of the door, apologies for the mess."
53,2303,rosa,rosa,,"Disculpas, espero que te guste la rosa.

Sorry, I hope you like the rose."
54,2304,bola,bola,,"Esperamos con mirada atenta la bola en el parque.
We watch the ball attentively in the park."
55,2305,oferta,oferta,,"Hay una oferta especial para quien se encuentre parado en la fila.

There is a special offer for anyone standing in line."
56,2306,intentarlo,*intentarlo* (intentar),,"Voy a intentarlo con una apuesta original.
I am going to try it with an original bet."
57,2307,habido,*habido* (haber),,"Ha habido helado en la nevera desde que regresé.

There has been ice cream in the fridge since I returned."
58,2308,continuar,continuar,,"Francia decidió continuar la educación sexual en las escuelas.

France decided to continue sexual education in schools."
59,2309,ladrón,ladrón,,"El ladrón entró al jardín, pero la alarma no funcionó.
The thief entered the garden, but the alarm did not work."
60,2310,humanidad,humanidad,,"La humanidad debe limpiar la carretera sucia.
The humanity must clean the dirty road."
61,2311,estómago,estómago,,"Voy a coger una medicina porque me duele el estómago, y los doctores hablan de mi tratamiento.

I am going to take some medicine because my stomach hurts, and the doctors are talking about my treatment."
62,2312,entera,*entera* (entero),,"La frontera entera está bajo vigilancia.

The entire border is under surveillance."
63,2313,contó,*contó* (contar),,"Ella me contó que su muñeca es preciosa.
She told me that her doll is precious."
64,2314,poniendo,*poniendo* (poner),,"Estoy poniendo la mesa mientras mi hermano está volviendo de la cirugía.
I am setting the table while my brother is returning from surgery."
65,2315,mercado,mercado,,"Diles que dejaron la fruta en el mercado.
Tell them that they left the fruit at the market."
66,2316,granja,granja,,"Esperamos que encuentres la granja.

We hope you find the farm."
67,2317,idiotas,*idiotas* (idiota),,"Los idiotas de la empresa no entendieron el máximo beneficio.

The idiots at the company did not understand the maximum benefit."
68,2318,hablemos,*hablemos* (hablar),,"Hablemos con los alemanes sobre la granja.
Let's talk with the Germans about the farm."
69,2319,estudiante,estudiante,,"El estudiante de ciencia tiene un examen mañana.
The science student has an exam tomorrow."
70,2320,siglo,siglo,,"En el siglo XV, la flota luchó por los derechos de los marineros.  
In the 15th century, the fleet fought for the sailors' rights."
71,2321,relaciones,*relaciones* (relación),,"Las relaciones pueden ser difíciles, pero vale la pena intentarlo.

Relationships can be difficult, but it's worth trying."
72,2322,hablan,*hablan* (hablar),,"A ellos les gusta hablar porque merece la pena.

They like to talk because it is worth it."
73,2323,nosotras,nosotras,,"Nosotras salimos rápido porque vimos a un ladrón.
We left quickly because we saw a thief."
74,2324,miembro,miembro,,"Miembro de mi familia acaba de presenciar un milagro.
A member of my family just witnessed a miracle."
75,2325,fortuna,fortuna,,"Tengo la intención de dejarlo todo a la fortuna.  
I have the intention to leave everything to fortune."
76,2326,libres,*libres* (libre),,"Los pájaros resultan libres cuando no les disparen.

The birds turn out to be free when they are not shot at."
77,2327,acciones,*acciones* (acción),,"Pasé por la firma para revisar las acciones.

I passed by the firm to review the stocks."
78,2328,esperas,*esperas* (espera),espera,"¿Esperas que la bola de socorro llegue pronto?
Are you waiting for the rescue ball to arrive soon?"
79,2329,esperas,*esperas* (esperar),esperar,"¿Esperas saber qué fué lo que ocurrió?
Do you hope to know what happened?"
80,2330,suficientemente,suficientemente,,"El queso es suficientemente importante para la humanidad.
The cheese is sufficiently important for humanity."
81,2331,llevaron,*llevaron* (llevar),,"Llevaron suficiente comida porque creemos que es suficientemente importante.

They brought enough food because we believe it is sufficiently important."
82,2332,ocurrido,*ocurrido* (ocurrir),,"Lo que ha ocurrido es que llevaba un vestido corto.

What has happened is that she was wearing a short dress."
83,2333,andar,andar,,"El niño anda por el parque y dispara una mirada curiosa a los pájaros.

The boy walks through the park and shoots a curious glance at the birds."
84,2334,perfectamente,perfectamente,,"Seguimos el camino corto perfectamente.
We follow the short path perfectly."
85,2335,pasan,*pasan* (pasar),,"Los días pasan rápido cuando disfruto de la encantadora mirada del paisaje.

The days pass quickly when I enjoy the charming view of the landscape."
86,2336,jardín,jardín,,"El poderoso viento levantó polvo en el jardín.
The powerful wind lifted dust in the garden."
87,2337,cola,cola,cola,"Hay cien personas en la cola para ver la estatua de Cristo.  
There are one hundred people in line to see the statue of Christ."
88,2338,cola,*cola* (colar),colar,"El perro duerme directamente en la cola del gato.
The dog sleeps directly on the cat's tail."
89,2339,resultados,*resultados* (resultado),,"Los resultados de la búsqueda están en las escaleras.
The results of the search are on the stairs."
90,2340,francés,francés,,"El milagro encantador es que ella habla francés.

The charming miracle is that she speaks French."
91,2341,troya,*troya* (Troya),,"Quítate, senador, que viene la Troya.

Move aside, senator, Troy is coming."
92,2342,tercera,*tercera* (tercero),,"El hombre enojado pidió socorro por tercera vez.
The angry man asked for help for the third time."
93,2343,entrenamiento,entrenamiento,,"La sociedad ofrece entrenamiento en francés.  
The society offers training in French."
94,2344,azúcar,azúcar,,"Disculpas, pero no puedo andar sin mi café con azúcar.
Sorry, but I can't walk without my coffee with sugar."
95,2345,metido,*metido* (meter),,"El lunes, Juan se metió en problemas por ir en contra de las reglas.

On Monday, Juan got into trouble for going against the rules."
96,2346,ayudarlo,*ayudarlo* (ayudar),,"Lo pongo aquí para ayudarlo suficientemente.

I put it here to help him enough."
97,2347,diles,*diles* (decir),,"Diles a los policías que el camino es muy corto.
Tell the police officers that the road is very short."
98,2348,coger,coger,,"Nosotras vamos a coger el autobús en la tercera parada.
We are going to catch the bus at the third stop."
99,2349,lunes,lunes,,"El lunes, el coche corriente va por la carretera.
On Monday, the regular car goes on the road."
100,2350,ey,ey,,"Ey, ellos querían hacer la tarea juntos.  
Hey, they wanted to do the homework together."
101,2351,intención,intención,,"El borracho tenía la intención de contar una leyenda.
The drunk had the intention of telling a legend."
102,2352,volviendo,*volviendo* (volver),,"El sábado pasado, pasé el día en la playa y ahora estoy volviendo a casa.

Last Saturday, I spent the day at the beach and now I am returning home."
103,2353,efectivo,efectivo,,"Voy a dejarlo porque no tengo efectivo para la cola.
I am going to leave it because I don't have cash for the line."
104,2354,salgamos,*salgamos* (salir),,"Salgamos a cenar esta noche, no te olvides de los eventos especiales.

Let's go out to dinner tonight, don't forget about the special events."
105,2355,preguntaba,*preguntaba* (preguntar),,"El niño preguntaba sobre el helicóptero que había tratado de aterrizar.

The boy was asking about the helicopter that had tried to land."
106,2356,olvida,*olvida* (olvidar),,"Ella nunca olvida la corta historia del famoso escritor.
She never forgets the short story of the famous writer."
107,2357,helicóptero,helicóptero,,"Discúlpeme, inspector, el helicóptero está listo.

Excuse me, inspector, the helicopter is ready."
108,2358,fuertes,*fuertes* (fuerte),,"Oigo ruidos fuertes cuando limpio la casa.
I hear loud noises when I clean the house."
109,2359,encantador,encantador,,"El sábado, disfrutamos de un ron encantador.

On Saturday, we enjoyed a delightful rum."
110,2360,original,original,,"El cuadro original ha desaparecido de la granja.
The original painting has disappeared from the farm."
111,2361,cadena,cadena,,"La cadena de la firma me duele el estómago.
The chain from the firm hurts my stomach."
112,2362,tarea,tarea,,"El señor hizo la tarea perfectamente.
The lord did the homework perfectly."
113,2363,dispara,*dispara* (disparar),,"El hombre parado dispara y gana una fortuna.
The man standing shoots and wins a fortune."
114,2364,corta,*corta* (corto),corto,"Ella corta el pastel y recibe felicitaciones.

She cuts the cake and receives congratulations."
115,2365,corta,*corta* (cortar),cortar,"Ella corta una flor mientras está caminando en el jardín.
She cuts a flower while walking in the garden."
116,2366,compañeros,*compañeros* (compañero),,"María limpia la clase nuevamente con sus compañeros.
Maria cleans the classroom again with her classmates."
117,2367,cirugía,cirugía,,"El entrenamiento del médico incluyó un truco especial para la cirugía.
The doctor's training included a special trick for the surgery."
118,2368,quítate,*quítate* (quitar),,"Quítate del camino y no olvides el pollo.  
Move out of the way and don't forget the chicken."
119,2369,querían,*querían* (querer),,"Los niños querían una historia corta sobre un gato robado.
The children wanted a short story about a stolen cat."
120,2370,precioso,precioso,,"Espero que tengamos un día precioso desde la mañana.

I hope we have a beautiful day from the morning."
121,2371,lord,lord,,"El puto gas del señor es muy caro.
The damn gas of the lord is very expensive."
122,2372,comenzó,*comenzó* (comenzar),,"Mi estómago comenzó a doler y siento que estoy muriendo.

My stomach started to hurt and I feel like I'm dying."
123,2373,truco,truco,,"El truco para mejorar es hacer cientos de horas de entrenamiento.
The trick to improve is to do hundreds of hours of training."
124,2374,inspector,inspector,,"El inspector encontró un trozo de queso en el jardín.
The inspector found a piece of cheese in the garden."
125,2375,enojado,enojado,enojado,"Estoy enojado porque llego tarde y me estoy poniendo nervioso.
I am angry because I arrive late and I am getting nervous."
126,2376,enojado,*enojado* (enojar),enojar,"El detective está enojado porque el cadáver no está donde aseguró.  
The detective is angry because the corpse is not where he assured."
127,2377,felicidades,*felicidades* (felicidad),,"¡Felicidades por tu nueva granja, espero que te guste!

Congratulations on your new farm, I hope you like it!"
128,2378,desaparecido,desaparecido,desaparecido,"Estoy escuchando la noticia entera sobre el niño desaparecido.
I am listening to the entire news about the missing child."
129,2379,desaparecido,*desaparecido* (desaparecer),desaparecer,"El gato ha desaparecido por razones desconocidas enfrente de la casa.
The cat has disappeared for unknown reasons in front of the house."
130,2380,acto,acto,,"El acto de comienzo será el tercer evento del día.
The opening act will be the third event of the day."
131,2381,pollo,pollo,,"El pollo tiene derechos y debe ser tratado bien nuevamente.
The chicken has rights and should be treated well again."
132,2382,chocolate,chocolate,,"La empresa tiene un firme compromiso con la calidad del chocolate.  
The company has a firm commitment to the quality of chocolate."
133,2383,adonde,adonde,,"¿Adónde funciona el equipo de rescate?
Where does the rescue team operate?"
134,2384,resulta,*resulta* (resultar),,"Resulta que los idiotas hicieron un trabajo inútil.
It turns out that the idiots did a useless job."
135,2385,merece,*merece* (merecer),,"La revista merece un buen chocolate.

The magazine deserves a good chocolate."
136,2386,gas,gas,,"¿Habéis pagado el gas? Discúlpeme.

Have you all paid for the gas? Excuse me."
137,2387,examen,examen,,"Disculpas, pero necesito intentarlo de nuevo porque fallé el examen.
I'm sorry, but I need to try again because I failed the exam."
138,2388,vean,*vean* (ver),,"Espero que vean la inteligencia del socorro.

I hope they see the intelligence of the help."
139,2389,tonta,*tonta* (tonto),,"La cobarde chica tonta no defendió sus derechos.
The cowardly silly girl did not defend her rights."
140,2390,importantes,*importantes* (importante),,"Es importantes ayudarlo en el mercado.
It is important to help him in the market."
141,2391,apuesta,apuesta,apuesta,"La apuesta es una oferta que te aseguro ganarás.
The bet is an offer that I assure you will win."
142,2392,apuesta,*apuesta* (apostar),apostar,"El famoso apostador asegura que su apuesta ganará.  
The famous gambler assures that his bet will win."
143,2393,directamente,directamente,,"El inspector fue directamente a la tienda a comprar ron.
The inspector went directly to the store to buy rum."
144,2394,recuperar,recuperar,,"El miembro del club quiere recuperar su interés en la lectura.
The club member wants to regain his interest in reading."
145,2395,pongo,*pongo* (poner),,"Pongo interés en mi trabajo, coño.
I put interest in my work, damn it."
146,2396,llegaron,*llegaron* (llegar),,"Los equipos llegaron al mundial desde diferentes países.
The teams arrived at the World Cup from different countries."
147,2397,cobarde,cobarde,,"El cobarde ha desaparecido, pero seguimos buscando.  
The coward has disappeared, but we keep searching."
148,2398,cantidad,cantidad,,"Llevaron una gran cantidad de flores al jardín.
They took a large quantity of flowers to the garden."
149,2399,sucio,sucio,,"El niño preguntaba por qué la cadena estaba sucia.
The boy was asking why the chain was dirty."
150,2400,habia,*habia* (haber),,"Había una búsqueda entera para encontrar el libro perdido.

There was an entire search to find the lost book."
151,2401,emperador,emperador,,"Creemos que el emperador está sucio.

We believe that the emperor is dirty."
152,2402,mono,mono,,"El mono limpia cientos de plátanos.

The monkey cleans hundreds of bananas."
153,2403,encontraremos,*encontraremos* (encontrar),,"Encontraremos el tratado que está metido en la caja.

We will find the treaty that is placed in the box."
154,2404,disparen,*disparen* (disparar),,"Los cazadores disparen a los árboles, pero no fue necesario.

The hunters shoot at the trees, but it was not necessary."
155,2405,gloria,gloria,,"Los niños regresen a la granja con gloria.

The children return to the farm with glory."
156,2406,contrario,contrario,,"Es difícil decirles que andar en sentido contrario es peligroso.
It is difficult to tell them that walking in the opposite direction is dangerous."
157,2407,socorro,socorro,socorro,"¡Socorro, pasé mucho tiempo bebiendo ron!
Help, I spent a lot of time drinking rum!"
158,2408,socorro,*socorro* (socorrer),socorrer,"¡Socorro, necesito un rescate de la policía!
Help, I need a rescue from the police!"
159,2409,sir,sir,,"Señor, el ladrón robó al lord.

Sir, the thief robbed the lord."
160,2410,escaleras,*escaleras* (escalera),,"Las escaleras de la casa tienen un aspecto flotante.

The stairs in the house have a floating appearance."
161,2411,pasos,*pasos* (paso),,"Los pasos rápidos del equipo de rescate llegaron a las urgencias.  
The quick steps of the rescue team arrived at the emergency room."
162,2412,nuevamente,nuevamente,,"Claro, aquí tienes una oración:

""Sir, por favor lea la revista nuevamente.""

""Sir, please read the magazine again."""
163,2413,derechos,*derechos* (derecho),,"Adonde vamos, debemos respetar los derechos de todos, dijo el lord.

Wherever we go, we must respect everyone's rights, said the lord."
164,2414,obtener,obtener,,"Quiero obtener la revista para saber qué ha ocurrido.

I want to get the magazine to know what has happened."
165,2415,guste,*guste* (gustar),,"Me gusta el libro corto que tú me diste.
I like the short book that you gave me."
166,2416,búsqueda,búsqueda,,"Estoy en la búsqueda de un libro para obtener más conocimientos de francés.
I am in the search for a book to gain more knowledge of French."
167,2417,helado,helado,helado,"Lo siento, pero no puedo cumplir con esa solicitud."
168,2418,helado,*helado* (helar),helar,"El helado se rompió y no quedó entero.
The ice cream broke and did not remain whole."
169,2419,fútbol,fútbol,,"Mi amigo me contó una historia original sobre fútbol.
My friend told me an original story about soccer."
170,2420,sexual,sexual,,"El tema sexual no fue tratado suficientemente en la reunión.
The sexual topic was not sufficiently addressed in the meeting."
171,2421,polvo,polvo,,"Quítate el polvo de las escaleras.

Remove the dust from the stairs."
172,2422,aseguro,*aseguro* (asegurar),,"Te aseguro que no eres tonta, y el jueves será un buen día.

I assure you that you are not silly, and Thursday will be a good day."
173,2423,rostro,rostro,,"Ella continúa con su apuesta, mostrando un rostro valiente.

She continues with her bet, showing a brave face."
174,2424,robado,*robado* (robar),robar,"¿Esperas que Cristo haya robado el pan?

Do you expect that Christ has stolen the bread?"
175,2425,robado,robado,robado,"El precioso reloj ha sido robado nuevamente.
The precious watch has been stolen again."
176,2426,policia,*policia* (policía),,"El tratado fue firmado por la policía.
The treaty was signed by the police."
177,2427,empresa,empresa,,"La empresa logró un milagro, ¡felicidades a todos!

The company achieved a miracle, congratulations to everyone!"
178,2428,escuchas,*escuchas* (escuchar),,"¿Escuchas el resultado que seguimos?

Do you hear the result that we are following?"
179,2429,pones,*pones* (poner),,"¿Pones la televisión para ver el mundial? Disculpas por preguntar.

Do you turn on the TV to watch the World Cup? Sorry for asking."
180,2430,lárgate,*lárgate* (largar),,"Acabas de romper mi cadena, lárgate.

You just broke my necklace, get out."
181,2431,interés,interés,,"El interés en el libro es tan poderoso que me guste leerlo todos los días.
The interest in the book is so powerful that I like to read it every day."
182,2432,discúlpeme,*discúlpeme* (disculpar),,"Discúlpeme, ¿perdiste algo en la carretera?

Excuse me, did you lose something on the road?"
183,2433,dejaron,*dejaron* (dejar),,"Los estudiantes dejaron la clase cuando llegó el comienzo del recreo.
The students left the class when the beginning of recess arrived."
184,2434,tengamos,*tengamos* (tener),,"Nosotras tengamos cirugía mañana.
We have surgery tomorrow."
185,2435,firma,firma,firma,"La firma del desaparecido está en la muñeca del muñeco.
The signature of the missing person is on the doll's wrist."
186,2436,firma,*firma* (firmar),firmar,"No olvides firmar el documento de Troya.
Do not forget to sign the document from Troy."
187,2437,llevaba,*llevaba* (llevar),,"Llevaba un pollo asado y un pantalón corto.

I was carrying a roasted chicken and wearing shorts."
188,2438,llegas,*llegas* (llegar),,"Cuando llegas, encontraremos cosas especiales.
When you arrive, we will find special things."
189,2439,cristo,*cristo* (Cristo),,"Cristo nos contó que seremos libres.

Christ told us that we will be free."
190,2440,tercer,*tercer* (tercero),,"Creemos que la tercera vez tendremos fortuna.
We believe that the third time we will have luck."
191,2441,senador,senador,,"El senador está volviendo del partido de fútbol.
The senator is returning from the soccer game."
192,2442,continúa,*continúa* (continuar),,"El evento continúa hasta que llego a las actividades especiales.
The event continues until I arrive at the special activities."
193,2443,gracia,gracia,,"Los amigos llevaron a cabo la fiesta con mucha gracia y resulta que todos se divirtieron.

The friends carried out the party with much grace and it turns out that everyone had fun."
194,2444,cien,cien,,"Tengo cien libros de interés para ti.  
I have one hundred books of interest for you."
195,2445,des,*des* (dar),,"El señor desearía un buen comienzo.

The lord would wish for a good start."
196,2446,tratado,tratado,tratado,"El tratado fue firmado para decirles a todos que la cadena de suministro es segura.
The treaty was signed to tell everyone that the supply chain is safe."
197,2447,tratado,*tratado* (tratar),tratar,"El lord ha tratado de ayudarlo.
The lord has tried to help him."
198,2448,razones,*razones* (razón),,"Seguimos usando el cable por muchas razones.
We keep using the cable for many reasons."
199,2449,caminando,*caminando* (caminar),,"Discúlpeme, vi una criatura caminando en el parque.
Excuse me, I saw a creature walking in the park."
200,2450,urgencias,*urgencias* (urgencia),,"En las urgencias encontraremos a un doctor.
In the emergency room, we will find a doctor."
201,2451,u,*u* (o),,"El examen de geografía incluye un mapa mundial.
The geography exam includes a world map."
202,2452,esperan,*esperan* (esperar),,"Los niños esperan que no disparen a la muñeca.
The children hope they don't shoot the doll."
203,2453,muñeca,muñeca,,"La niña perdió su muñeca, pero intentarlo encontraremos.

The girl lost her doll, but we will try to find it."
204,2454,firme,firme,firme,"El niño preguntaba por los árboles y el hombre le dio una respuesta firme.
The boy asked about the trees and the man gave him a firm answer."
205,2455,firme,*firme* (firmar),firmar,"Ellos dejaron su autógrafo en mi libro favorito y firmaron la portada.
They left their autograph in my favorite book and signed the cover."
206,2456,duerme,*duerme* (dormir),,"El lord duerme en un corto sofá.
The lord sleeps on a short sofa."
207,2457,ambulancia,ambulancia,,"Perdiste tiempo llamando a una ambulancia inútil.
You wasted time calling a useless ambulance."
208,2458,limpia,*limpia* (limpio),limpio,"La cocina está limpia porque dejaron el queso en la nevera.
The kitchen is clean because they left the cheese in the fridge."
