,Unnamed: 0,Spanish,show,lemma,ChatGPT_Sentence
0,1100,encuentra,*encuentra* (encontrar),,"El niño se encuentra con su causa cuando despierta.

The boy finds his cause when he wakes up."
1,1101,veamos,*veamos* (ver),,"Veamos si llega el libro que querías.  
Let's see if the book you wanted arrives."
2,1102,quise,*quise* (querer),,"Quise comprar un dulce, pero no tuve contacto con el vendedor.
I wanted to buy a candy, but I didn't have contact with the seller."
3,1103,escúchame,*escúchame* (escuchar),,"Escúchame, ésa fue la persona que me llamó.

Listen to me, that was the person who called me."
4,1104,necesitan,*necesitan* (necesitar),,"Ellos necesitan ropa de abrigo porque han encontrado mucho frío.

They need warm clothes because they have found it very cold."
5,1105,ambos,ambos,ambos,"Ambos vengan al departamento.

Both come to the apartment."
6,1106,ambos,*ambos* (ambo),ambo,"Ambos esperamos que puedas tomar el vuelo a tiempo.
Both of us hope you can catch the flight on time."
7,1107,decisión,decisión,,"Ellos tomaron la decisión de ir al bar para que hagan una fiesta.

They made the decision to go to the bar so they can have a party."
8,1108,enemigo,enemigo,,"El enemigo se encuentra en una posición peligrosa.
The enemy is in a dangerous position."
9,1109,hicimos,*hicimos* (hacer),,"Fuimos a la tienda y hicimos una compra para los humanos.

We went to the store and made a purchase for the humans."
10,1110,dulce,dulce,,"El dulce sabor de la victoria en la carrera no pudo borrar el amargo recuerdo del asesinato.

The sweet taste of victory in the race could not erase the bitter memory of the murder."
11,1111,pruebas,*pruebas* (prueba),prueba,"Quise encontrar la causa, pero no tengo pruebas.

I wanted to find the cause, but I don't have evidence."
12,1112,pruebas,*pruebas* (probar),probar,"Verás que las pruebas son difíciles en el frío.
You will see that the tests are difficult in the cold."
13,1113,querías,*querías* (querer),,"¿Querías saber si habías encontrado lo que puedas necesitar?
Did you want to know if you had found what you might need?"
14,1114,abuelo,abuelo,,"Mi abuelo me preguntó sobre mi vuelo.  
My grandfather asked me about my flight."
15,1115,totalmente,totalmente,,"La causa de su alegría es totalmente lo que harás mañana.
The cause of his happiness is totally what you will do tomorrow."
16,1116,mirando,*mirando* (mirar),,"Estoy mirando la televisión y puedo oír sobre un crimen.

I am watching the television and I can hear about a crime."
17,1117,vayan,*vayan* (ir),,"Espero que no vayan a la cárcel cuando llega la policía.
I hope they don't go to jail when the police arrive."
18,1118,carrera,carrera,,"Diría que la carrera del detective terminó después del asesinato.  
I would say that the detective's career ended after the murder."
19,1119,vuelo,vuelo,vuelo,"Seré bienvenido en mi vuelo a Madrid.
I will be welcomed on my flight to Madrid."
20,1120,vuelo,*vuelo* (volar),volar,"El avión despegó del suelo y ambos disfrutaron del vuelo.
The plane took off from the ground and both enjoyed the flight."
21,1121,ante,ante,,"Ante la decisión, vengan todos.

Before the decision, everyone come."
22,1122,bienvenido,bienvenido,,"Bienvenido, aunque hace frío, podemos pasar un buen rato juntos.

Welcome, although it's cold, we can have a good time together."
23,1123,harás,*harás* (hacer),,"¿Harás las fotos que querías con tu nueva cámara?
Will you take the photos you wanted with your new camera?"
24,1124,encontramos,*encontramos* (encontrar),,"Encontramos lo que ambos habíamos encontrado antes.

We found what both of us had found before."
25,1125,encontrado,*encontrado* (encontrar),,"He encontrado a Juan en la reunión, y le dije ""bienvenido"".
I found Juan at the meeting, and I said ""welcome"" to him."
26,1126,contacto,contacto,contacto,"Me pondré en contacto contigo cuando encuentre la información y volveré pronto.  
I will get in touch with you when I find the information and I will return soon."
27,1127,contacto,*contacto* (contactar),contactar,"Hicimos contacto para organizar una reunión.
We made contact to organize a meeting."
28,1128,posición,posición,,"Mi abuelo diría que la posición de la silla es importante.
My grandfather would say that the position of the chair is important."
29,1129,saberlo,*saberlo* (saber),,"Quiero saberlo mientras miro por la ventana hacia la isla.
I want to know it while I look out the window towards the island."
30,1130,planeta,planeta,,"Los seres humanos necesitan una salida para salvar el planeta.  
Human beings need a way out to save the planet."
31,1131,humanos,*humanos* (humano),,"Los humanos como tú son especiales, y volveré a verte pronto.

Humans like you are special, and I will come back to see you soon."
32,1132,coronel,coronel,,"Quise hablar con el coronel en la base.

I wanted to talk to the colonel at the base."
33,1133,junto,junto,junto,"Junto a mi amigo, pregunto sobre el planeta.

Together with my friend, I ask about the planet."
34,1134,junto,*junto* (juntar),juntar,"Estoy junto a ti en contacto.

I am next to you in contact."
35,1135,diría,*diría* (decir),,"Ésa es la causa de lo que diría.

That is the cause of what I would say."
36,1136,ésa,*ésa* (ese),,"Ésa llamó para confirmar el vuelo.
That one called to confirm the flight."
37,1137,base,base,base,"Vayan a la base sin prisa.
Go to the base without hurry."
38,1138,base,*base* (basar),basar,"Las partes del cuerpo humano se basan en una estructura compleja.
The parts of the human body are based on a complex structure."
39,1139,oír,oír,,"Oigo el frío viento desde la base de la montaña.
I hear the cold wind from the base of the mountain."
40,1140,suelo,suelo,suelo,"Vengan ambos, el suelo está limpio.
Come both, the floor is clean."
41,1141,suelo,*suelo* (soler),soler,"Suelo decirles a mis amigos: ""Vengan y escúchame.""

I usually tell my friends: ""Come and listen to me."""
42,1142,pelear,pelear,,"El comandante decidió pelear por la isla.
The commander decided to fight for the island."
43,1143,ayudarte,*ayudarte* (ayudar),,"Te pregunto si podemos ayudarte a encontrar lo que buscamos.
I ask you if we can help you find what we are looking for."
44,1144,pistola,pistola,,"El niño encuentra una pistola y llamó a la policía.
The boy finds a gun and called the police."
45,1145,frío,frío,frío,"El gato duerme sobre el papel frío.
The cat sleeps on the cold paper."
46,1146,frío,*frío* (freír),freír,"Harás las partes del pollo antes de freírlo porque está frío.  
You will cut the parts of the chicken before frying it because it is cold."
47,1147,comandante,comandante,,"El comandante observó al enemigo desde la tienda.
The commander observed the enemy from the tent."
48,1148,partes,*partes* (parte),parte,"Me gusta estar junto a tí en todas partes.
I like to be with you everywhere."
49,1149,partes,*partes* (partir),partir,"Partimos temprano para la carrera.

We left early for the race."
50,1150,llega,*llega* (llegar),,"El hombre llega con una pistola y seré valiente.  
The man arrives with a gun and I will be brave."
51,1151,verás,*verás* (ver),,"Verás al gato en la reunión.  
You will see the cat at the meeting."
