,Spanish,show,lemma
0,que,que,que
1,de,de,de
2,no,no,no
3,a,a,a
4,la,la,la
5,el,el,el
6,es,*es* (ser),ser
7,y,y,y
8,en,en,en
9,lo,lo,lo
10,un,un,un
11,por,por,por
12,qué,qué,qué
13,me,me,me
14,una,*una* (un),un
15,te,te,te
16,los,*los* (lo),lo
17,se,se,se
18,con,con,con
19,para,para,para
20,mi,mi,mi
21,está,*está* (estar),estar
22,si,si,si
23,bien,bien,bien
24,pero,pero,pero
25,yo,yo,yo
26,eso,eso,eso
27,las,*las* (la),la
28,sí,sí,sí
29,su,su,su
30,tu,tu,tu
31,aquí,aquí,aquí
32,del,del,del
33,al,al,al
34,como,como,como
35,como,*como* (comer),comer
36,le,le,le
37,más,más,más
38,esto,esto,esto
39,ya,ya,ya
40,todo,todo,todo
41,esta,esta,esta
42,vamos,*vamos* (ir),ir
43,muy,muy,muy
44,hay,*hay* (haber),haber
45,ahora,ahora,ahora
46,algo,algo,algo
47,estoy,*estoy* (estar),estar
48,tengo,*tengo* (tener),tener
49,nos,nos,nos
50,tú,tú,tú
51,nada,nada,nada
52,cuando,cuando,cuando
53,ha,*ha* (haber),haber
54,este,este,este
55,sé,*sé* (saber),saber
56,estás,*estás* (estar),estar
57,así,así,así
58,puedo,*puedo* (poder),poder
59,cómo,cómo,cómo
60,quiero,*quiero* (querer),querer
61,sólo,sólo,sólo
62,soy,*soy* (ser),ser
63,tiene,*tiene* (tener),tener
64,gracias,gracias,gracias
65,o,o,o
66,él,él,él
67,bueno,bueno,bueno
68,fue,*fue* (ser),ser
69,fue,*fue* (ir),ir
70,ser,ser,ser
71,hacer,hacer,hacer
72,son,*son* (ser),ser
73,todos,*todos* (todo),todo
74,era,*era* (ser),ser
75,eres,*eres* (ser),ser
76,vez,vez,vez
77,tienes,*tienes* (tener),tener
78,creo,*creo* (creer),creer
79,ella,ella,ella
80,he,*he* (haber),haber
81,ese,ese,ese
82,voy,*voy* (ir),ir
83,puede,*puede* (poder),poder
84,sabes,*sabes* (saber),saber
85,hola,hola,hola
86,sus,*sus* (su),su
87,porque,porque,porque
88,dios,dios,dios
89,quién,quién,quién
90,nunca,nunca,nunca
91,dónde,dónde,dónde
92,quieres,*quieres* (querer),querer
93,casa,casa,casa
94,casa,*casa* (casar),casar
95,favor,favor,favor
96,esa,*esa* (ese),ese
97,dos,dos,dos
98,tan,*tan* (tanto),tanto
99,señor,señor,señor
