,Spanish,show,lemma
3500,pusiste,*pusiste* (poner),
3501,peligrosa,*peligrosa* (peligroso),
3502,militares,*militares* (militar),
3503,jodida,*jodida* (joder),joder
3504,jodida,*jodida* (jodido),jodido
3505,coincidencia,coincidencia,
3506,bandera,bandera,
3507,adivinar,adivinar,
3508,tubo,tubo,
3509,partida,partida,partida
3510,partida,*partida* (partido),partido
3511,partida,*partida* (partir),partir
3512,opciones,*opciones* (opción),
3513,llamaron,*llamaron* (llamar),
3514,hombro,hombro,
3515,vampiros,*vampiros* (vampiro),
3516,sabían,*sabían* (saber),
3517,recibió,*recibió* (recibir),
3518,jugadores,*jugadores* (jugador),
3519,celebrar,celebrar,
3520,armario,armario,
3521,tetas,*tetas* (teta),
3522,paliza,paliza,
3523,sabor,sabor,
3524,míralo,*míralo* (mirar),
3525,lata,lata,
3526,héroes,*héroes* (héroe),
3527,serpiente,serpiente,
3528,escribí,*escribí* (escribir),
3529,comité,comité,
3530,bendiga,*bendiga* (bendecir),
3531,terminé,*terminé* (terminar),
3532,oyó,*oyó* (oír),
3533,imaginación,imaginación,
3534,funcionó,*funcionó* (funcionar),
3535,bello,bello,
3536,hígado,hígado,
3537,cierre,cierre,cierre
3538,cierre,*cierre* (cerrar),cerrar
3539,cabina,cabina,
3540,queríamos,*queríamos* (querer),
3541,pasas,*pasas* (pasar),pasar
3542,pasas,*pasas* (pasa),pasa
3543,mantente,*mantente* (mantener),
3544,japón,*japón* (Japón),
3545,deseos,*deseos* (deseo),
3546,cuéntame,*cuéntame* (contar),
3547,rastro,rastro,
3548,compró,*compró* (comprar),
3549,anterior,anterior,
3550,acero,acero,
3551,desnudo,desnudo,desnudo
3552,desnudo,*desnudo* (desnudar),desnudar
3553,comisario,comisario,
3554,refuerzos,*refuerzos* (refuerzo),
3555,preparar,preparar,
3556,perdidos,*perdidos* (perdido),perdido
3557,perdidos,*perdidos* (perder),perder
3558,pagaré,*pagaré* (pagar),
3559,huevo,huevo,
3560,entrando,*entrando* (entrar),
3561,armada,armada,armada
3562,armada,*armada* (armado),armado
3563,armada,*armada* (armar),armar
3564,trate,*trate* (tratar),
3565,supo,*supo* (saber),
3566,bromeas,*bromeas* (bromear),
3567,verdaderamente,verdaderamente,
3568,miro,*miro* (mirar),
3569,límite,límite,
3570,esperemos,*esperemos* (esperar),
3571,sacado,sacado,sacado
3572,sacado,*sacado* (sacar),sacar
3573,diamante,diamante,
3574,secuestro,secuestro,secuestro
3575,secuestro,*secuestro* (secuestrar),secuestrar
3576,casco,casco,casco
3577,casco,*casco* (cascar),cascar
3578,ayudó,*ayudó* (ayudar),
3579,nene,nene,
3580,marcas,*marcas* (marca),marca
3581,marcas,*marcas* (marcar),marcar
3582,pudieras,*pudieras* (poder),
3583,poca,*poca* (poco),
3584,jugo,jugo,
3585,heridos,*heridos* (herido),herido
3586,heridos,*heridos* (herir),herir
3587,congreso,congreso,
3588,cementerio,cementerio,
3589,prostituta,prostituta,
3590,desaparece,*desaparece* (desaparecer),
3591,consecuencias,*consecuencias* (consecuencia),
3592,terreno,terreno,
3593,salvado,salvado,salvado
3594,salvado,*salvado* (salvar),salvar
3595,mueren,*mueren* (morir),
3596,igualmente,igualmente,
3597,ganamos,*ganamos* (ganar),
3598,circunstancias,*circunstancias* (circunstancia),
3599,trabajamos,*trabajamos* (trabajar),
