,Spanish,show,lemma
1500,vacaciones,*vacaciones* (vacación),
1501,perdió,*perdió* (perder),
1502,fondo,fondo,
1503,verde,verde,
1504,parecen,*parecen* (parecer),
1505,mama,mama,
1506,bienvenida,bienvenida,
1507,opción,opción,
1508,operación,operación,
1509,hablado,*hablado* (hablar),
1510,traer,traer,
1511,principal,principal,
1512,demonio,demonio,
1513,zapatos,*zapatos* (zapato),
1514,leo,*leo* (leer),
1515,respecto,respecto,
1516,nuevos,*nuevos* (nuevo),
1517,especie,especie,
1518,pidió,*pidió* (pedir),
1519,éxito,éxito,
1520,cabrón,cabrón,
1521,mírame,*mírame* (mirar),
1522,piernas,*piernas* (pierna),
1523,unidad,unidad,
1524,hielo,hielo,
1525,llegamos,*llegamos* (llegar),
1526,déjeme,*déjeme* (dejar),
1527,debí,*debí* (deber),
1528,vendrá,*vendrá* (venir),
1529,matrimonio,matrimonio,
1530,habías,*habías* (haber),
1531,podrá,*podrá* (poder),
1532,piel,piel,
1533,preocupa,*preocupa* (preocupar),
1534,quedarme,*quedarme* (quedar),
1535,mio,*mio* (mío),mío
1536,mio,mio,mio
1537,tuviera,*tuviera* (tener),
1538,tiempos,*tiempos* (tiempo),
1539,quienes,*quienes* (quien),
1540,oiga,*oiga* (oír),
1541,últimos,*últimos* (último),
1542,oigan,*oigan* (oír),
1543,fuimos,*fuimos* (ir),ir
1544,fuimos,*fuimos* (ser),ser
1545,arte,arte,
1546,necesitaba,*necesitaba* (necesitar),
1547,quiénes,*quiénes* (quién),
1548,común,común,
1549,intentando,*intentando* (intentar),
1550,llevaré,*llevaré* (llevar),
1551,levántate,*levántate* (levantar),
1552,correr,correr,
1553,brillante,brillante,
1554,calor,calor,
1555,planes,*planes* (plan),
1556,dra,*dra* (doctora),
1557,visita,visita,
1558,presión,presión,
1559,pared,pared,
1560,esperanza,esperanza,
1561,completo,completo,completo
1562,completo,*completo* (completar),completar
1563,subir,subir,
1564,cansado,*cansado* (cansar),cansar
1565,cansado,cansado,cansado
1566,llame,*llame* (llamar),
1567,recordar,recordar,
1568,trampa,trampa,
1569,monstruo,monstruo,
1570,bajar,bajar,
1571,pierna,pierna,
1572,señores,*señores* (señor),
1573,tomó,*tomó* (tomar),
1574,pasará,*pasará* (pasar),
1575,mataste,*mataste* (matar),
1576,grandioso,grandioso,
1577,socio,socio,
1578,herido,*herido* (herir),herir
1579,herido,herido,herido
1580,cayó,*cayó* (caer),
1581,fuerzas,*fuerzas* (fuerza),fuerza
1582,fuerzas,*fuerzas* (forzar),forzar
1583,cine,cine,
1584,escena,escena,
1585,tía,tía,
1586,dando,*dando* (dar),
1587,puntos,*puntos* (punto),
1588,teníamos,*teníamos* (tener),
1589,dejaste,*dejaste* (dejar),
1590,muévete,*muévete* (mover),
1591,larga,*larga* (largo),largo
1592,larga,*larga* (largar),largar
1593,solía,*solía* (soler),
1594,tema,tema,tema
1595,tema,*tema* (temer),temer
1596,preparado,preparado,preparado
1597,preparado,*preparado* (preparar),preparar
1598,depende,*depende* (depender),
1599,policías,*policías* (policía),
