,Spanish,show,lemma
5500,avanzar,avanzar,
5501,técnicamente,técnicamente,
5502,remoto,remoto,
5503,pudiéramos,*pudiéramos* (poder),
5504,pega,pega,pega
5505,pega,*pega* (pegar),pegar
5506,parto,*parto* (partir),
5507,nido,nido,
5508,molestando,*molestando* (molestar),
5509,gota,gota,
5510,fracasado,fracasado,fracasado
5511,fracasado,*fracasado* (fracasar),fracasar
5512,esperé,*esperé* (esperar),
5513,escúcheme,*escúcheme* (escuchar),
5514,eco,eco,
5515,duros,*duros* (duro),
5516,dispararle,*dispararle* (disparar),
5517,desaparecieron,*desaparecieron* (desaparecer),
5518,contarle,*contarle* (contar),
5519,cargando,*cargando* (cargar),
5520,caen,*caen* (caer),
5521,asesinó,*asesinó* (asesinar),
5522,prométeme,*prométeme* (prometer),
5523,políticos,*políticos* (político),
5524,plantas,*plantas* (planta),planta
5525,plantas,*plantas* (plantar),plantar
5526,oculta,*oculta* (oculto),oculto
5527,oculta,*oculta* (ocultar),ocultar
5528,mundos,*mundos* (mundo),
5529,fines,*fines* (fin),
5530,dueños,*dueños* (dueño),
5531,detén,*detén* (detener),
5532,cm,cm,cm
5533,cm,*cm* (centímetro),centímetro
5534,asesinar,asesinar,
5535,agosto,agosto,
5536,rojas,*rojas* (roja),roja
5537,rojas,*rojas* (rojo),rojo
5538,pantano,pantano,
5539,opina,*opina* (opinar),
5540,odian,*odian* (odiar),
5541,llegaré,*llegaré* (llegar),
5542,impresionado,impresionado,impresionado
5543,impresionado,*impresionado* (impresionar),impresionar
5544,dirigir,dirigir,
5545,diciembre,diciembre,
5546,decidimos,*decidimos* (decidir),
5547,conectado,conectado,conectado
5548,conectado,*conectado* (conectar),conectar
5549,toco,*toco* (tocar),
5550,sinceramente,sinceramente,
5551,relacionado,relacionado,relacionado
5552,relacionado,*relacionado* (relacionar),relacionar
5553,quedaron,*quedaron* (quedar),
5554,levanten,*levanten* (levantar),
5555,espantoso,espantoso,
5556,enseño,*enseño* (enseñar),
5557,enfermedades,*enfermedades* (enfermedad),
5558,divirtiendo,*divirtiendo* (divertir),
5559,cubre,*cubre* (cubrir),
5560,confidencial,confidencial,
5561,compre,*compre* (comprar),
5562,baúl,baúl,
5563,baila,*baila* (bailar),
5564,aumento,aumento,aumento
5565,aumento,*aumento* (aumentar),aumentar
5566,ascenso,ascenso,
5567,testimonio,testimonio,
5568,saliera,*saliera* (salir),
5569,resiste,*resiste* (resistir),
5570,párate,*párate* (parar),
5571,ofrecer,ofrecer,
5572,ocupo,*ocupo* (ocupar),
5573,merecía,*merecía* (merecer),
5574,jabón,jabón,
5575,hamburguesa,hamburguesa,
5576,escuelas,*escuelas* (escuela),
5577,equivoco,*equivoco* (equívoco),
5578,caiga,*caiga* (caer),
5579,beneficio,beneficio,
5580,suéltalo,*suéltalo* (soltar),
5581,rusa,*rusa* (ruso),
5582,receta,receta,receta
5583,receta,*receta* (recetar),recetar
5584,modelos,*modelos* (modelo),
5585,misterioso,misterioso,
5586,esconder,esconder,
5587,eche,*eche* (echar),
5588,contarte,*contarte* (contar),
5589,callejón,callejón,
5590,buscarla,*buscarla* (buscar),
5591,bonitas,*bonitas* (bonito),
5592,toquen,*toquen* (tocar),
5593,rudo,rudo,
5594,pasaré,*pasaré* (pasar),
5595,extrañé,*extrañé* (extrañar),
5596,detras,*detras* (detrás),
5597,detenerlos,*detenerlos* (detener),
5598,delito,delito,
5599,atacado,atacado,atacado
