,Spanish,show,lemma
900,basura,basura,basura
901,situación,situación,situación
902,mejores,*mejores* (mejor),mejor
903,vienen,*vienen* (venir),venir
904,encanta,*encanta* (encantar),encantar
905,marido,marido,marido
906,personal,personal,personal
907,maestro,maestro,maestro
908,hambre,hambre,hambre
909,ataque,ataque,ataque
910,ataque,*ataque* (atacar),atacar
911,culo,culo,culo
912,dale,*dale* (dar),dar
913,pie,pie,pie
914,conseguir,conseguir,conseguir
915,trabajando,*trabajando* (trabajar),trabajar
916,gracioso,gracioso,gracioso
917,dejó,*dejó* (dejar),dejar
918,pudo,*pudo* (poder),poder
919,derecha,derecha,derecha
920,izquierda,izquierda,izquierda
921,próxima,*próxima* (próximo),próximo
922,pobre,pobre,pobre
923,respuesta,respuesta,respuesta
924,tipos,*tipos* (tipo),tipo
925,sentir,sentir,sentir
926,tenías,*tenías* (tener),tener
927,pude,*pude* (poder),poder
928,darle,*darle* (dar),dar
929,voz,voz,voz
930,amiga,amiga,amiga
931,gustan,*gustan* (gustar),gustar
932,vista,vista,vista
933,vista,*vista* (ver),ver
934,salvo,salvo,salvo
935,salvo,*salvo* (salvar),salvar
936,loca,*loca* (loco),loco
937,hotel,hotel,hotel
938,hicieron,*hicieron* (hacer),hacer
939,ten,*ten* (tener),tener
940,temo,*temo* (temer),temer
941,señal,señal,señal
942,pelo,pelo,pelo
943,pelo,*pelo* (pelar),pelar
944,llevo,*llevo* (llevar),llevar
945,ayer,ayer,ayer
946,das,*das* (dar),dar
947,nena,nena,nena
948,servicio,servicio,servicio
949,tren,tren,tren
950,bonito,bonito,bonito
951,mes,mes,mes
952,tendrá,*tendrá* (tener),tener
953,tendrás,*tendrás* (tener),tener
954,edad,edad,edad
955,ellas,ellas,ellas
956,hermosa,*hermosa* (hermoso),hermoso
957,honor,honor,honor
958,simplemente,simplemente,simplemente
959,llamas,*llamas* (llamar),llamar
960,llamas,*llamas* (llama),llama
961,tengas,*tengas* (tener),tener
962,corre,*corre* (correr),correr
963,baja,*baja* (bajo),bajo
964,baja,baja,baja
965,sol,sol,sol
966,siéntate,*siéntate* (sentar),sentar
967,dan,*dan* (dar),dar
968,humano,humano,humano
969,divertido,divertido,divertido
970,divertido,*divertido* (divertir),divertir
971,sexo,sexo,sexo
972,vuelto,vuelto,vuelto
973,vuelto,*vuelto* (volver),volver
974,peligro,peligro,peligro
975,peligro,*peligro* (peligrar),peligrar
976,mesa,mesa,mesa
977,siguiente,siguiente,siguiente
978,hablo,*hablo* (hablar),hablar
979,disculpa,disculpa,disculpa
980,disculpa,*disculpa* (disculpar),disculpar
981,decirme,*decirme* (decir),decir
982,caja,caja,caja
983,negocios,*negocios* (negocio),negocio
984,negocios,*negocios* (negociar),negociar
985,misión,misión,misión
986,silencio,silencio,silencio
987,sale,*sale* (salir),salir
988,llegado,*llegado* (llegar),llegar
989,estaría,*estaría* (estar),estar
990,regreso,regreso,regreso
991,regreso,*regreso* (regresar),regresar
992,media,media,media
993,media,*media* (medio),medio
994,estan,*estan* (estar),estar
995,propio,propio,propio
996,oro,oro,oro
997,oro,*oro* (orar),orar
998,enseguida,enseguida,enseguida
999,linda,*linda* (lindo),lindo
