,Spanish,show,lemma
2100,últimamente,últimamente,
2101,testigo,testigo,
2102,presento,*presento* (presentar),
2103,periódico,periódico,
2104,juez,juez,
2105,historias,*historias* (historia),
2106,gustaba,*gustaba* (gustar),
2107,créeme,*créeme* (creer),
2108,necesitar,necesitar,
2109,esquina,esquina,
2110,millas,*millas* (milla),
2111,llamadas,*llamadas* (llamada),llamada
2112,llamadas,*llamadas* (llamar),llamar
2113,fuente,fuente,
2114,conocemos,*conocemos* (conocer),
2115,techo,techo,techo
2116,techo,*techo* (techar),techar
2117,genio,genio,
2118,alerta,alerta,
2119,ideas,*ideas* (idea),
2120,tomas,*tomas* (toma),toma
2121,tomas,*tomas* (tomar),tomar
2122,olvidar,olvidar,
2123,menor,menor,
2124,droga,droga,
2125,explicar,explicar,
2126,abierta,*abierta* (abierto),abierto
2127,abierta,*abierta* (abrir),abrir
2128,privado,privado,privado
2129,privado,*privado* (privar),privar
2130,miembros,*miembros* (miembro),
2131,nacional,nacional,
2132,gustó,*gustó* (gustar),
2133,discutir,discutir,
2134,evidencia,evidencia,
2135,detalles,*detalles* (detalle),
2136,tardes,*tardes* (tarde),tarde
2137,tardes,*tardes* (tardar),tardar
2138,tomaré,*tomaré* (tomar),
2139,presente,presente,presente
2140,presente,*presente* (presentar),presentar
2141,criminal,criminal,
2142,premio,premio,
2143,vuelvas,*vuelvas* (volver),
2144,siéntese,*siéntese* (sentar),
2145,viniste,*viniste* (venir),
2146,recibir,recibir,
2147,mires,*mires* (mirar),
2148,teniendo,*teniendo* (tener),
2149,huele,*huele* (oler),
2150,hables,*hables* (hablar),
2151,guardias,*guardias* (guardia),
2152,enamorado,enamorado,enamorado
2153,enamorado,*enamorado* (enamorar),enamorar
2154,cuidar,cuidar,
2155,pocos,*pocos* (poco),
2156,perdone,*perdone* (perdonar),
2157,natural,natural,
2158,caballos,*caballos* (caballo),
2159,escucho,*escucho* (escuchar),
2160,enfermera,enfermera,
2161,ángel,ángel,
2162,sospechoso,sospechoso,
2163,local,local,
2164,mentiras,*mentiras* (mentira),
2165,camisa,camisa,
2166,confía,*confía* (confiar),
2167,aceptar,aceptar,
2168,venganza,venganza,
2169,perdimos,*perdimos* (perder),
2170,cuantos,*cuantos* (cuanto),
2171,parque,parque,
2172,juegos,*juegos* (juego),
2173,vives,*vives* (vivir),
2174,varias,*varias* (varios),
2175,harías,*harías* (hacer),
2176,menudo,menudo,
2177,déjenme,*déjenme* (dejar),
2178,barrio,barrio,
2179,virus,virus,
2180,talento,talento,
2181,ministro,ministro,
2182,hiciera,*hiciera* (hacer),
2183,robó,*robó* (robar),
2184,conocerte,*conocerte* (conocer),
2185,viviendo,*viviendo* (vivir),
2186,responsabilidad,responsabilidad,
2187,respira,*respira* (respirar),
2188,números,*números* (número),
2189,pertenece,*pertenece* (pertenecer),
2190,desayuno,desayuno,desayuno
2191,desayuno,*desayuno* (desayunar),desayunar
2192,campeón,campeón,
2193,controlar,controlar,
2194,maría,*maría* (María),María
2195,maría,maría,maría
2196,nieve,nieve,
2197,méxico,*méxico* (México),
2198,dias,*dias* (día),
2199,vergüenza,vergüenza,
