,Spanish,show,lemma
5700,olas,*olas* (ola),
5701,obligado,obligado,obligado
5702,obligado,*obligado* (obligar),obligar
5703,noviembre,noviembre,
5704,logré,*logré* (lograr),
5705,llevaría,*llevaría* (llevar),
5706,fallado,fallado,fallado
5707,fallado,*fallado* (fallar),fallar
5708,escocia,*escocia* (Escocia),
5709,destruyó,*destruyó* (destruir),
5710,conduciendo,*conduciendo* (conducir),
5711,camiseta,camiseta,
5712,venas,*venas* (vena),
5713,riendo,*riendo* (reír),
5714,resistir,resistir,
5715,pavo,pavo,
5716,pagué,*pagué* (pagar),
5717,nieto,nieto,
5718,liberar,liberar,
5719,hogares,*hogares* (hogar),
5720,denle,*denle* (dar),
5721,barón,barón,
5722,aguanto,*aguanto* (aguantar),
5723,vicepresidente,vicepresidente,
5724,simón,simón,simón
5725,simón,*simón* (Simón),Simón
5726,querrías,*querrías* (querer),
5727,quedara,*quedara* (quedar),
5728,ordenador,ordenador,
5729,jodidos,*jodidos* (jodido),jodido
5730,jodidos,*jodidos* (joder),joder
5731,enfermeras,*enfermeras* (enfermera),
5732,despertado,despertado,despertado
5733,despertado,*despertado* (despertar),despertar
5734,comentarios,*comentarios* (comentario),
5735,alumnos,*alumnos* (alumno),
5736,aburrida,*aburrida* (aburrido),aburrido
5737,aburrida,*aburrida* (aburrir),aburrir
5738,superar,superar,
5739,norma,norma,norma
5740,norma,*norma* (normar),normar
5741,musical,musical,
5742,lápiz,lápiz,
5743,jodan,*jodan* (joder),
5744,incluye,*incluye* (incluir),
5745,fruta,fruta,
5746,entran,*entran* (entrar),
5747,eléctrica,eléctrica,eléctrica
5748,eléctrica,*eléctrica* (eléctrico),eléctrico
5749,crítica,crítica,
5750,comí,*comí* (comer),
5751,chip,chip,
5752,cargado,cargado,cargado
5753,cargado,*cargado* (cargar),cargar
5754,altas,*altas* (alta),alta
5755,altas,*altas* (alto),alto
5756,venden,*venden* (vender),
5757,superiores,*superiores* (superior),
5758,sufriendo,*sufriendo* (sufrir),
5759,sacamos,*sacamos* (sacar),
5760,invitó,*invitó* (invitar),
5761,huelo,*huelo* (oler),
5762,harían,*harían* (hacer),
5763,gastar,gastar,
5764,escapa,*escapa* (escapar),
5765,confirmar,confirmar,
5766,quitado,quitado,quitado
5767,quitado,*quitado* (quitar),quitar
5768,probando,*probando* (probar),
5769,perímetro,perímetro,
5770,pegado,pegado,pegado
5771,pegado,*pegado* (pegar),pegar
5772,olviden,*olviden* (olvidar),
5773,mentirosa,*mentirosa* (mentiroso),
5774,incapaz,incapaz,
5775,forense,forense,
5776,ésas,*ésas* (ese),ese
5777,ésas,*ésas* (esa),esa
5778,dignidad,dignidad,
5779,detectives,*detectives* (detective),
5780,deportes,*deportes* (deporte),
5781,delicado,delicado,
5782,cuarenta,cuarenta,
5783,constante,constante,
5784,bebes,*bebes* (beber),
5785,sesos,*sesos* (seso),
5786,seriamente,seriamente,
5787,regresemos,*regresemos* (regresar),
5788,protegiendo,*protegiendo* (proteger),
5789,muralla,muralla,
5790,meterse,*meterse* (meter),
5791,lleves,*lleves* (llevar),
5792,inténtalo,*inténtalo* (intentar),
5793,huye,*huye* (huir),
5794,embarazo,embarazo,embarazo
5795,embarazo,*embarazo* (embarazar),embarazar
5796,debimos,*debimos* (deber),
5797,cuartos,*cuartos* (cuarto),
5798,copas,*copas* (copa),
5799,rehén,rehén,
