,Spanish,show,lemma
1700,cuento,cuento,cuento
1701,cuento,*cuento* (contar),contar
1702,noticia,noticia,
1703,dígame,*dígame* (decir),
1704,decirlo,*decirlo* (decir),
1705,tonterías,*tonterías* (tontería),
1706,sentimientos,*sentimientos* (sentimiento),
1707,objetivo,objetivo,
1708,pasada,pasada,pasada
1709,pasada,*pasada* (pasado),pasado
1710,pasada,*pasada* (pasar),pasar
1711,arreglar,arreglar,
1712,casado,casado,casado
1713,casado,*casado* (casar),casar
1714,bote,bote,bote
1715,bote,*bote* (botar),botar
1716,roja,*roja* (rojo),
1717,leyes,*leyes* (ley),
1718,millón,millón,
1719,árbol,árbol,
1720,hable,*hable* (hablar),
1721,proyecto,proyecto,
1722,nervioso,nervioso,
1723,lana,lana,
1724,salido,*salido* (salir),
1725,pedazo,pedazo,
1726,malas,*malas* (malo),malo
1727,malas,*malas* (mala),mala
1728,joder,joder,
1729,humana,*humana* (humano),
1730,absolutamente,absolutamente,
1731,evitar,evitar,
1732,corriendo,*corriendo* (correr),
1733,bala,bala,
1734,vosotros,vosotros,
1735,despues,*despues* (después),
1736,debido,debido,debido
1737,debido,*debido* (deber),deber
1738,confianza,confianza,
1739,especialmente,especialmente,
1740,intenta,*intenta* (intentar),
1741,pequeños,*pequeños* (pequeño),
1742,paga,paga,paga
1743,paga,*paga* (pagar),pagar
1744,ganado,ganado,ganado
1745,ganado,*ganado* (ganar),ganar
1746,ama,ama,ama
1747,ama,*ama* (amar),amar
1748,limpio,limpio,limpio
1749,limpio,*limpio* (limpiar),limpiar
1750,comenzar,comenzar,
1751,ángeles,*ángeles* (ángel),
1752,robots,*robots* (robot),
1753,lleve,*lleve* (llevar),
1754,ruido,ruido,
1755,preocupe,*preocupe* (preocupar),
1756,belleza,belleza,
1757,salgan,*salgan* (salir),
1758,come,*come* (comer),
1759,verá,*verá* (ver),
1760,deberían,*deberían* (deber),
1761,líder,líder,
1762,preguntar,preguntar,
1763,inocente,inocente,
1764,lástima,lástima,
1765,red,red,
1766,enfermedad,enfermedad,
1767,desgraciado,desgraciado,desgraciado
1768,desgraciado,*desgraciado* (desgraciar),desgraciar
1769,harán,*harán* (hacer),
1770,dientes,*dientes* (diente),
1771,maté,*maté* (matar),
1772,central,central,
1773,ponte,*ponte* (poner),
1774,felices,*felices* (feliz),
1775,supe,*supe* (saber),
1776,haberte,*haberte* (haber),
1777,marcha,marcha,marcha
1778,marcha,*marcha* (marchar),marchar
1779,poderes,*poderes* (poder),
1780,hubieras,*hubieras* (haber),
1781,justicia,justicia,
1782,bella,*bella* (bello),
1783,dé,*dé* (dar),
1784,proteger,proteger,
1785,cabello,cabello,
1786,pedido,*pedido* (pedir),pedir
1787,pedido,pedido,pedido
1788,oscuro,oscuro,
1789,embarazada,*embarazada* (embarazado),embarazado
1790,embarazada,*embarazada* (embarazar),embarazar
1791,costa,costa,
1792,dama,dama,
1793,alguno,alguno,
1794,orgulloso,orgulloso,
1795,vos,vos,
1796,tomado,*tomado* (tomar),
1797,digamos,*digamos* (decir),
1798,debió,*debió* (deber),
1799,gana,gana,gana
