,Spanish,show,lemma
6600,mensajero,mensajero,
6601,granjero,granjero,
6602,filosofía,filosofía,
6603,faltaba,*faltaba* (faltar),
6604,explosivo,explosivo,
6605,diagnóstico,diagnóstico,
6606,cardíaco,cardíaco,
6607,bosques,*bosques* (bosque),
6608,acabé,*acabé* (acabar),
6609,tomate,tomate,tomate
6610,tomate,*tomate* (tomar),tomar
6611,quitarle,*quitarle* (quitar),
6612,magneto,magneto,
6613,lance,lance,lance
6614,lance,*lance* (lanzar),lanzar
6615,huyó,*huyó* (huir),
6616,hilo,hilo,
6617,hablará,*hablará* (hablar),
6618,gemelos,*gemelos* (gemelo),
6619,eligió,*eligió* (elegir),
6620,doler,doler,
6621,dificultades,*dificultades* (dificultad),
6622,concentración,concentración,
6623,artistas,*artistas* (artista),
6624,aceptas,*aceptas* (aceptar),
6625,acabando,*acabando* (acabar),
6626,torpe,torpe,
6627,sobrevivientes,*sobrevivientes* (sobreviviente),
6628,saldrás,*saldrás* (salir),
6629,región,región,
6630,produce,*produce* (producir),
6631,post,post,
6632,obsesionado,obsesionado,obsesionado
6633,obsesionado,*obsesionado* (obsesionar),obsesionar
6634,descubre,*descubre* (descubrir),
6635,cerró,*cerró* (cerrar),
6636,cayeron,*cayeron* (caer),
6637,casé,*casé* (casar),
6638,automóvil,automóvil,
6639,atiende,*atiende* (atender),
6640,voló,*voló* (volar),
6641,ruinas,*ruinas* (ruina),ruina
6642,ruinas,*ruinas* (ruinar),ruinar
6643,orilla,orilla,
6644,mañanas,*mañanas* (mañana),
6645,magnífica,*magnífica* (magnífico),
6646,excitante,excitante,
6647,enseñarles,*enseñarles* (enseñar),
6648,comenzaron,*comenzaron* (comenzar),
6649,cerradas,*cerradas* (cerrado),
6650,celosa,*celosa* (celoso),
6651,batallón,batallón,
6652,atrae,*atrae* (atraer),
6653,apresúrate,*apresúrate* (apresurar),
6654,rojos,*rojos* (rojo),
6655,ofender,ofender,
6656,novela,novela,
6657,nazis,*nazis* (nazi),
6658,muros,*muros* (muro),
6659,limpias,*limpias* (limpio),
6660,espectacular,espectacular,
6661,empiecen,*empiecen* (empezar),
6662,cortina,cortina,
6663,construido,construido,construido
6664,construido,*construido* (construir),construir
6665,comerciales,*comerciales* (comercial),
6666,chaval,chaval,
6667,cadenas,*cadenas* (cadena),
6668,botones,*botones* (botón),
6669,arrogante,arrogante,
6670,vendo,*vendo* (vender),vender
6671,vendo,*vendo* (vendar),vendar
6672,tuviéramos,*tuviéramos* (tener),
6673,tocaba,*tocaba* (tocar),
6674,situaciones,*situaciones* (situación),
6675,semental,semental,
6676,responsables,*responsables* (responsable),
6677,reportes,*reportes* (reporte),
6678,muestran,*muestran* (mostrar),
6679,facultad,facultad,
6680,envidia,envidia,envidia
6681,envidia,*envidia* (envidiar),envidiar
6682,emocionado,*emocionado* (emocionar),
6683,disposición,disposición,
6684,diremos,*diremos* (decir),
6685,dejarnos,*dejarnos* (dejar),
6686,deberiamos,*deberiamos* (deber),
6687,conquistar,conquistar,
6688,bonitos,*bonitos* (bonito),
6689,averigua,*averigua* (averiguar),
6690,almohada,almohada,
6691,activo,activo,activo
6692,activo,*activo* (activar),activar
6693,abuelita,abuelita,abuelita
6694,abuelita,*abuelita* (abuela),abuela
6695,vitales,*vitales* (vital),
6696,verse,*verse* (ver),
6697,traicionado,traicionado,traicionado
6698,traicionado,*traicionado* (traicionar),traicionar
6699,teresa,teresa,teresa
