,Spanish,show,lemma
4400,gustará,*gustará* (gustar),
4401,eliminar,eliminar,
4402,corbata,corbata,
4403,atrapados,*atrapados* (atrapado),atrapado
4404,atrapados,*atrapados* (atrapar),atrapar
4405,sabíamos,*sabíamos* (saber),
4406,merezco,*merezco* (merecer),
4407,medalla,medalla,
4408,lograste,*lograste* (lograr),
4409,jaula,jaula,
4410,dió,*dió* (dar),
4411,chofer,chofer,
4412,informado,informado,informado
4413,informado,*informado* (informar),informar
4414,fatal,fatal,
4415,enfadado,enfadado,enfadado
4416,enfadado,*enfadado* (enfadar),enfadar
4417,cubierto,cubierto,cubierto
4418,cubierto,*cubierto* (cubrir),cubrir
4419,compañera,compañera,
4420,ronda,ronda,ronda
4421,ronda,*ronda* (rondar),rondar
4422,cobra,cobra,cobra
4423,cobra,*cobra* (cobrar),cobrar
4424,cantante,cantante,
4425,abrazo,abrazo,abrazo
4426,abrazo,*abrazo* (abrazar),abrazar
4427,tarjetas,*tarjetas* (tarjeta),
4428,sentarme,*sentarme* (sentar),
4429,refería,*refería* (referir),
4430,indica,*indica* (indicar),
4431,gravedad,gravedad,
4432,ganando,*ganando* (ganar),
4433,estúpidos,*estúpidos* (estúpido),
4434,elecciones,*elecciones* (elección),
4435,collar,collar,
4436,cincuenta,cincuenta,
4437,programas,*programas* (programa),
4438,naturalmente,naturalmente,
4439,embajada,embajada,
4440,desayunar,desayunar,
4441,dejaría,*dejaría* (dejar),
4442,vigila,*vigila* (vigilar),
4443,quisieras,*quisieras* (querer),
4444,intereses,*intereses* (interés),
4445,agárrate,*agárrate* (agarrar),
4446,aéreo,aéreo,
4447,traición,traición,
4448,seguiré,*seguiré* (seguir),
4449,salvajes,*salvajes* (salvaje),
4450,prefiere,*prefiere* (preferir),
4451,podéis,*podéis* (poder),
4452,mueres,*mueres* (morir),
4453,molestar,molestar,
4454,italiano,italiano,
4455,dejarla,*dejarla* (dejar),
4456,corazones,*corazones* (corazón),
4457,averiguarlo,*averiguarlo* (averiguar),
4458,ave,ave,
4459,arreglarlo,*arreglarlo* (arreglar),
4460,advierto,*advierto* (advertir),
4461,vendiendo,*vendiendo* (vender),
4462,pública,*pública* (público),
4463,monje,monje,
4464,jugamos,*jugamos* (jugar),
4465,hablarme,*hablarme* (hablar),
4466,escoger,escoger,
4467,andas,*andas* (andar),
4468,ví,*ví* (ver),
4469,pico,pico,
4470,llevé,*llevé* (llevar),
4471,entro,*entro* (entrar),
4472,tenias,*tenias* (tener),
4473,priorato,priorato,
4474,perdemos,*perdemos* (perder),
4475,industria,industria,
4476,cretino,cretino,
4477,cafetería,cafetería,
4478,cabaña,cabaña,
4479,aparecer,aparecer,
4480,tradición,tradición,
4481,suelto,suelto,suelto
4482,suelto,*suelto* (soltar),soltar
4483,publicidad,publicidad,
4484,pares,*pares* (parar),parar
4485,pares,*pares* (par),par
4486,oídos,*oídos* (oído),
4487,medida,medida,medida
4488,medida,*medida* (medir),medir
4489,japoneses,*japoneses* (japonés),
4490,dieta,dieta,
4491,capa,capa,
4492,vendrás,*vendrás* (venir),
4493,sincronizado,sincronizado,sincronizado
4494,sincronizado,*sincronizado* (sincronizar),sincronizar
4495,historial,historial,
4496,guión,guión,
4497,enano,enano,
4498,devolver,devolver,
4499,solitario,solitario,
