,Spanish,show,lemma
1250,bailar,bailar,bailar
1251,papa,papa,papa
1252,triste,triste,triste
1253,zona,zona,zona
1254,serás,*serás* (ser),ser
1255,guardia,guardia,guardia
1256,canción,canción,canción
1257,salud,salud,salud
1258,escuchar,escuchar,escuchar
1259,parar,parar,parar
1260,estarás,*estarás* (estar),estar
1261,cenar,cenar,cenar
1262,soldados,*soldados* (soldado),soldado
1263,caballo,caballo,caballo
1264,serán,*serán* (ser),ser
1265,estaremos,*estaremos* (estar),estar
1266,interesa,*interesa* (interesar),interesar
1267,volar,volar,volar
1268,principio,principio,principio
1269,nivel,nivel,nivel
1270,cálmate,*cálmate* (calmar),calmar
1271,conocer,conocer,conocer
1272,finalmente,finalmente,finalmente
1273,alegro,*alegro* (alegrar),alegrar
1274,alegro,alegro,alegro
1275,debajo,debajo,debajo
1276,podrían,*podrían* (poder),poder
1277,bosque,bosque,bosque
1278,bonita,*bonita* (bonito),bonito
1279,bolsa,bolsa,bolsa
1280,pone,*pone* (poner),poner
1281,taxi,taxi,taxi
1282,ocupado,ocupado,ocupado
1283,ocupado,*ocupado* (ocupar),ocupar
1284,amable,amable,amable
1285,acaso,acaso,acaso
1286,detente,*detente* (detener),detener
1287,imbécil,imbécil,imbécil
1288,san,san,san
1289,san,*san* (San),San
1290,equivocado,equivocado,equivocado
1291,viva,*viva* (vivir),vivir
1292,puso,*puso* (poner),poner
1293,obra,obra,obra
1294,obra,*obra* (obrar),obrar
1295,consejo,consejo,consejo
1296,público,público,público
1297,ayúdame,*ayúdame* (ayudar),ayudar
1298,animales,*animales* (animal),animal
1299,azul,azul,azul
1300,apuesto,*apuesto* (apostar),apostar
1301,prisión,prisión,prisión
1302,mirar,mirar,mirar
1303,inteligente,inteligente,inteligente
1304,metros,*metros* (metro),metro
1305,fantástico,fantástico,fantástico
1306,próximo,próximo,próximo
1307,jugando,*jugando* (jugar),jugar
1308,ojo,ojo,ojo
1309,salga,*salga* (salir),salir
1310,vea,*vea* (ver),ver
1311,llaman,*llaman* (llamar),llamar
1312,entrada,entrada,entrada
1313,entrada,*entrada* (entrar),entrar
1314,duda,duda,duda
1315,duda,*duda* (dudar),dudar
1316,cerveza,cerveza,cerveza
1317,unidos,*unidos* (unido),unido
1318,unidos,*unidos* (unir),unir
1319,matado,matado,matado
1320,matado,*matado* (matar),matar
1321,princesa,princesa,princesa
1322,perdí,*perdí* (perder),perder
1323,entender,entender,entender
1324,santa,*santa* (santo),santo
1325,quedar,quedar,quedar
1326,miles,*miles* (mil),mil
1327,llamaré,*llamaré* (llamar),llamar
1328,compañero,compañero,compañero
1329,pensado,*pensado* (pensar),pensar
1330,espalda,espalda,espalda
1331,dejé,*dejé* (dejar),dejar
1332,bomba,bomba,bomba
1333,cartas,*cartas* (carta),carta
1334,apenas,apenas,apenas
1335,leer,leer,leer
1336,hermanos,*hermanos* (hermano),hermano
1337,darme,*darme* (dar),dar
1338,papi,papi,papi
1339,mantener,mantener,mantener
1340,suyo,suyo,suyo
1341,rico,rico,rico
1342,verla,*verla* (ver),ver
1343,lee,*lee* (leer),leer
1344,sigues,*sigues* (seguir),seguir
1345,toca,*toca* (tocar),tocar
1346,olvídalo,*olvídalo* (olvidar),olvidar
1347,acción,acción,acción
1348,hayas,*hayas* (haber),haber
1349,hayas,*hayas* (haya),haya
1350,dioses,*dioses* (dios),dios
1351,mando,mando,mando
1352,mando,*mando* (mandar),mandar
1353,dejaré,*dejaré* (dejar),dejar
1354,llegue,*llegue* (llegar),llegar
1355,formas,*formas* (forma),forma
1356,formas,*formas* (formar),formar
1357,uh,uh,uh
1358,cierra,*cierra* (cerrar),cerrar
1359,damas,*damas* (dama),dama
1360,puente,puente,puente
1361,memoria,memoria,memoria
1362,regresa,*regresa* (regresar),regresar
1363,muévanse,*muévanse* (mover),mover
1364,parecía,*parecía* (parecer),parecer
1365,vestido,vestido,vestido
1366,vestido,*vestido* (vestir),vestir
1367,llaves,*llaves* (llave),llave
1368,tv,*tv* (TV),TV
1369,camión,camión,camión
1370,acabar,acabar,acabar
1371,robot,robot,robot
1372,llevó,*llevó* (llevar),llevar
