,Spanish,show,lemma
2000,roto,*roto* (romper),romper
2001,piloto,piloto,
2002,marca,marca,marca
2003,marca,*marca* (marcar),marcar
2004,combate,combate,combate
2005,combate,*combate* (combatir),combatir
2006,hablé,*hablé* (hablar),
2007,manejar,manejar,
2008,sección,sección,
2009,profundo,profundo,
2010,tantos,*tantos* (tanto),
2011,conocía,*conocía* (conocer),
2012,serie,serie,
2013,contrato,contrato,contrato
2014,contrato,*contrato* (contratar),contratar
2015,americano,americano,
2016,paseo,paseo,paseo
2017,paseo,*paseo* (pasear),pasear
2018,aviones,*aviones* (avión),
2019,balas,*balas* (bala),
2020,repente,repente,
2021,cambia,*cambia* (cambiar),
2022,tropas,*tropas* (tropa),
2023,llevará,*llevará* (llevar),
2024,uso,uso,uso
2025,uso,*uso* (usar),usar
2026,pudiste,*pudiste* (poder),
2027,detener,detener,
2028,sabia,*sabia* (sabio),
2029,llegué,*llegué* (llegar),
2030,negra,*negra* (negro),
2031,decidido,decidido,decidido
2032,decidido,*decidido* (decidir),decidir
2033,comienza,*comienza* (comenzar),
2034,distancia,distancia,
2035,éramos,*éramos* (ser),
2036,murieron,*murieron* (morir),
2037,averiguar,averiguar,
2038,actuar,actuar,
2039,quedo,*quedo* (quedar),
2040,pulso,pulso,pulso
2041,pulso,*pulso* (pulsar),pulsar
2042,aguanta,*aguanta* (aguantar),
2043,oficiales,*oficiales* (oficial),
2044,llamaba,*llamaba* (llamar),
2045,enemigos,*enemigos* (enemigo),
2046,saldrá,*saldrá* (salir),
2047,preocupado,preocupado,preocupado
2048,preocupado,*preocupado* (preocupar),preocupar
2049,elección,elección,
2050,sobrevivir,sobrevivir,
2051,bordo,bordo,
2052,sujeto,sujeto,
2053,pacientes,*pacientes* (paciente),
2054,disculpen,*disculpen* (disculpar),
2055,época,época,
2056,entró,*entró* (entrar),
2057,pesar,pesar,
2058,habló,*habló* (hablar),
2059,vender,vender,
2060,piensan,*piensan* (pensar),
2061,ex,ex,
2062,gratis,gratis,
2063,desapareció,*desapareció* (desaparecer),
2064,empleo,empleo,empleo
2065,empleo,*empleo* (emplear),emplear
2066,llamé,*llamé* (llamar),
2067,conocen,*conocen* (conocer),
2068,cerdo,cerdo,
2069,puedan,*puedan* (poder),
2070,comprendo,*comprendo* (comprender),
2071,tomo,*tomo* (tomar),
2072,termina,*termina* (terminar),
2073,aléjate,*aléjate* (alejar),
2074,busco,*busco* (buscar),
2075,contento,contento,
2076,date,*date* (dar),
2077,tumba,tumba,tumba
2078,tumba,*tumba* (tumbar),tumbar
2079,huellas,*huellas* (huella),
2080,cuerpos,*cuerpos* (cuerpo),
2081,absoluto,absoluto,
2082,pide,*pide* (pedir),
2083,dura,*dura* (duro),duro
2084,dura,*dura* (durar),durar
2085,descansar,descansar,
2086,respuestas,*respuestas* (respuesta),
2087,propiedad,propiedad,
2088,llamando,*llamando* (llamar),
2089,dormido,*dormido* (dormir),
2090,castillo,castillo,
2091,china,*china* (chino),chino
2092,china,*china* (China),China
2093,datos,*datos* (dato),
2094,torre,torre,
2095,robar,robar,
2096,americanos,*americanos* (americano),
2097,malos,*malos* (malo),
2098,botella,botella,
2099,aquellos,aquellos,
