,Spanish,show,lemma
3900,tenerlo,*tenerlo* (tener),
3901,ponerle,*ponerle* (poner),
3902,muestras,*muestras* (muestra),muestra
3903,muestras,*muestras* (mostrar),mostrar
3904,lógica,lógica,
3905,casualidad,casualidad,
3906,sigamos,*sigamos* (seguir),
3907,rayo,rayo,
3908,pato,pato,
3909,pagado,*pagado* (pagar),pagar
3910,pagado,pagado,pagado
3911,máscara,máscara,
3912,gustado,*gustado* (gustar),
3913,buscarte,*buscarte* (buscar),
3914,selva,selva,
3915,pm,pm,
3916,equivoqué,*equivoqué* (equivocar),
3917,condenado,condenado,condenado
3918,condenado,*condenado* (condenar),condenar
3919,cometido,*cometido* (cometer),cometer
3920,cometido,cometido,cometido
3921,tratan,*tratan* (tratar),
3922,pudimos,*pudimos* (poder),
3923,preguntando,*preguntando* (preguntar),
3924,tragedia,tragedia,
3925,poli,poli,poli
3926,poli,*poli* (policía),policía
3927,compañías,*compañías* (compañía),
3928,charla,charla,charla
3929,charla,*charla* (charlar),charlar
3930,mete,*mete* (meter),
3931,malditas,*malditas* (maldito),
3932,campos,*campos* (campo),
3933,cadáveres,*cadáveres* (cadáver),
3934,básicamente,básicamente,
3935,vamonos,*vamonos* (ir),
3936,trucos,*trucos* (truco),
3937,preparada,*preparada* (preparado),preparado
3938,preparada,*preparada* (preparar),preparar
3939,funcionará,*funcionará* (funcionar),
3940,conté,*conté* (contar),
3941,contando,*contando* (contar),
3942,construcción,construcción,
3943,ciudadanos,*ciudadanos* (ciudadano),
3944,agarrar,agarrar,
3945,infeliz,infeliz,
3946,francesa,*francesa* (francés),
3947,explica,*explica* (explicar),
3948,decide,*decide* (decidir),
3949,vende,*vende* (vender),
3950,rutina,rutina,
3951,gustar,gustar,
3952,empieces,*empieces* (empezar),
3953,caída,caída,caída
3954,caída,*caída* (caído),caído
3955,caída,*caída* (caer),caer
3956,almorzar,almorzar,
3957,actividad,actividad,
3958,inocentes,*inocentes* (inocente),
3959,fondos,*fondos* (fondo),
3960,coraje,coraje,
3961,ayudando,*ayudando* (ayudar),
3962,aterrizar,aterrizar,
3963,actuación,actuación,
3964,suba,*suba* (subir),
3965,ayudante,ayudante,
3966,vuela,*vuela* (volar),
3967,vaca,vaca,
3968,cirujano,cirujano,
3969,tio,*tio* (tío),
3970,olvídate,*olvídate* (olvidar),
3971,okay,okay,
3972,entregar,entregar,
3973,encerrado,encerrado,encerrado
3974,encerrado,*encerrado* (encerrar),encerrar
3975,rubia,*rubia* (rubio),
3976,joyas,*joyas* (joya),
3977,empecemos,*empecemos* (empezar),
3978,amado,amado,amado
3979,amado,*amado* (amar),amar
3980,terminamos,*terminamos* (terminar),
3981,romanos,*romanos* (romano),
3982,piedad,piedad,
3983,llamarte,*llamarte* (llamar),
3984,hacían,*hacían* (hacer),
3985,furia,furia,
3986,detalle,detalle,
3987,admitir,admitir,
3988,tendrías,*tendrías* (tener),
3989,respiración,respiración,
3990,prepárate,*prepárate* (preparar),
3991,escribiendo,*escribiendo* (escribir),
3992,confundido,confundido,confundido
3993,confundido,*confundido* (confundir),confundir
3994,vigilando,*vigilando* (vigilar),
3995,sufrimiento,sufrimiento,
3996,saludos,*saludos* (saludo),
3997,robaste,*robaste* (robar),
3998,golpear,golpear,
3999,garaje,garaje,
