,Spanish,show,lemma
600,seguir,seguir,seguir
601,pueblo,pueblo,pueblo
602,tenga,*tenga* (tener),tener
603,caballeros,*caballeros* (caballero),caballero
604,idiota,idiota,idiota
605,dio,*dio* (dar),dar
606,minuto,minuto,minuto
607,bebé,bebé,bebé
608,única,*única* (único),único
609,lejos,lejos,lejos
610,nuestras,*nuestras* (nuestro),nuestro
611,plan,plan,plan
612,pienso,*pienso* (pensar),pensar
613,sentido,sentido,sentido
614,sentido,*sentido* (sentir),sentir
615,dormir,dormir,dormir
616,digas,*digas* (decir),decir
617,palabra,palabra,palabra
618,correcto,correcto,correcto
619,control,control,control
620,vemos,*vemos* (ver),ver
621,entiendes,*entiendes* (entender),entender
622,país,país,país
623,seis,seis,seis
624,último,último,último
625,ésta,ésta,ésta
626,diga,*diga* (decir),decir
627,podrías,*podrías* (poder),poder
628,pequeña,pequeña,pequeña
629,cállate,*cállate* (callar),callar
630,trato,trato,trato
631,trato,*trato* (tratar),tratar
632,rey,rey,rey
633,sucede,*sucede* (suceder),suceder
634,muchachos,*muchachos* (muchacho),muchacho
635,jamás,jamás,jamás
636,cama,cama,cama
637,srta,*srta* (señorita),señorita
638,ayudar,ayudar,ayudar
639,acerca,acerca,acerca
640,acerca,*acerca* (acercar),acercar
641,di,*di* (dar),dar
642,cambio,cambio,cambio
643,cambio,*cambio* (cambiar),cambiar
644,falta,falta,falta
645,falta,*falta* (faltar),faltar
646,hospital,hospital,hospital
647,lleva,*lleva* (llevar),llevar
648,presidente,presidente,presidente
649,mil,mil,mil
650,gusto,gusto,gusto
651,gusto,*gusto* (gustar),gustar
652,conoces,*conoces* (conocer),conocer
653,diciendo,*diciendo* (decir),decir
654,os,os,os
655,ido,*ido* (ir),ir
656,general,general,general
657,extraño,extraño,extraño
658,extraño,*extraño* (extrañar),extrañar
659,semanas,*semanas* (semana),semana
660,coche,coche,coche
661,peor,peor,peor
662,peor,*peor* (bien),bien
663,mucha,*mucha* (mucho),mucho
664,disculpe,*disculpe* (disculpar),disculpar
665,diré,*diré* (decir),decir
666,anoche,anoche,anoche
667,perder,perder,perder
668,vámonos,*vámonos* (ir),ir
669,nave,nave,nave
670,cielo,cielo,cielo
671,habrá,*habrá* (haber),haber
672,orden,orden,orden
673,segura,*segura* (seguro),seguro
674,querida,querida,querida
675,querida,*querida* (querido),querido
676,querida,*querida* (querer),querer
677,niña,niña,niña
678,increíble,increíble,increíble
679,además,además,además
680,deben,*deben* (deber),deber
681,libro,libro,libro
682,calle,calle,calle
683,calle,*calle* (callar),callar
684,café,café,café
685,piensas,*piensas* (pensar),pensar
686,hacemos,*hacemos* (hacer),hacer
687,especial,especial,especial
688,queremos,*queremos* (querer),querer
689,irme,*irme* (ir),ir
690,perfecto,perfecto,perfecto
691,buscar,buscar,buscar
692,odio,odio,odio
693,odio,*odio* (odiar),odiar
694,piensa,*piensa* (pensar),pensar
695,oficina,oficina,oficina
696,hablas,*hablas* (hablar),hablar
697,hablas,*hablas* (habla),habla
698,libre,libre,libre
699,agente,agente,agente
