,Spanish,show,lemma
800,ejército,ejército,ejército
801,futuro,futuro,futuro
802,llevar,llevar,llevar
803,compañía,compañía,compañía
804,venido,*venido* (venir),venir
805,listos,*listos* (listo),listo
806,haremos,*haremos* (hacer),hacer
807,sitio,sitio,sitio
808,verlo,*verlo* (ver),ver
809,puesto,puesto,puesto
810,puesto,*puesto* (poner),poner
811,atención,atención,atención
812,sino,sino,sino
813,cambiar,cambiar,cambiar
814,error,error,error
815,blanco,blanco,blanco
816,raro,raro,raro
817,palabras,*palabras* (palabra),palabra
818,llegó,*llegó* (llegar),llegar
819,sal,sal,sal
820,sal,*sal* (salir),salir
821,pase,*pase* (pasar),pasar
822,mente,mente,mente
823,sistema,sistema,sistema
824,película,película,película
825,anda,*anda* (andar),andar
826,ello,ello,ello
827,negocio,negocio,negocio
828,negocio,*negocio* (negociar),negociar
829,novia,novia,novia
830,permiso,permiso,permiso
831,creí,*creí* (creer),creer
832,suena,*suena* (sonar),sonar
833,ocurre,*ocurre* (ocurrir),ocurrir
834,oficial,oficial,oficial
835,espere,*espere* (esperar),esperar
836,aire,aire,aire
837,mató,*mató* (matar),matar
838,regresar,regresar,regresar
839,vio,*vio* (ver),ver
840,hazlo,*hazlo* (hacer),hacer
841,trasero,trasero,trasero
842,grupo,grupo,grupo
843,entendido,*entendido* (entender),entender
844,señorita,señorita,señorita
845,música,música,música
846,perra,perra,perra
847,conoce,*conoce* (conocer),conocer
848,empezar,empezar,empezar
849,siente,*siente* (sentir),sentir
850,siente,*siente* (sentar),sentar
851,acabo,*acabo* (acabar),acabar
852,estúpido,estúpido,estúpido
853,diferente,diferente,diferente
854,traje,*traje* (traer),traer
855,traje,traje,traje
856,modo,modo,modo
857,encontré,*encontré* (encontrar),encontrar
858,mensaje,mensaje,mensaje
859,llamada,llamada,llamada
860,llamada,*llamada* (llamar),llamar
861,navidad,navidad,navidad
862,eras,*eras* (ser),ser
863,pena,pena,pena
864,pena,*pena* (penar),penar
865,largo,largo,largo
866,largo,*largo* (largar),largar
867,entra,*entra* (entrar),entrar
868,piso,piso,piso
869,piso,*piso* (pisar),pisar
870,foto,foto,foto
871,dijeron,*dijeron* (decir),decir
872,médico,médico,médico
873,accidente,accidente,accidente
874,fuiste,*fuiste* (ir),ir
875,fuiste,*fuiste* (ser),ser
876,imposible,imposible,imposible
877,podríamos,*podríamos* (poder),poder
878,línea,línea,línea
879,propia,*propia* (propio),propio
880,barco,barco,barco
881,ganar,ganar,ganar
882,normal,normal,normal
883,segundos,*segundos* (segundo),segundo
884,vive,*vive* (vivir),vivir
885,mitad,mitad,mitad
886,quiera,*quiera* (querer),querer
887,tras,tras,tras
888,decirle,*decirle* (decir),decir
889,lindo,lindo,lindo
890,funciona,*funciona* (funcionar),funcionar
891,programa,programa,programa
892,vine,*vine* (venir),venir
893,abre,*abre* (abrir),abrir
894,sean,*sean* (ser),ser
895,pagar,pagar,pagar
896,fotos,*fotos* (foto),foto
897,centro,centro,centro
898,centro,*centro* (centrar),centrar
899,supone,*supone* (suponer),suponer
