,Spanish,show,lemma
5300,detesto,*detesto* (detestar),
5301,aprendiste,*aprendiste* (aprender),
5302,aman,*aman* (amar),
5303,agradecido,agradecido,agradecido
5304,agradecido,*agradecido* (agradecer),agradecer
5305,agáchate,*agáchate* (agachar),
5306,terminaste,*terminaste* (terminar),
5307,sida,*sida* (SIDA),
5308,mueras,*mueras* (morir),
5309,mentí,*mentí* (mentir),
5310,lujo,lujo,
5311,láser,láser,
5312,importe,importe,importe
5313,importe,*importe* (importar),importar
5314,físico,físico,
5315,caes,*caes* (caer),
5316,tiros,*tiros* (tiro),
5317,miran,*miran* (mirar),
5318,hadas,*hadas* (hada),
5319,ganancias,*ganancias* (ganancia),
5320,fritas,*fritas* (frito),
5321,fantasía,fantasía,
5322,deténgase,*deténgase* (detener),
5323,déjenlo,*déjenlo* (dejar),
5324,curar,curar,
5325,comidas,*comidas* (comida),comida
5326,comidas,*comidas* (comido),comido
5327,comidas,*comidas* (comer),comer
5328,quisiste,*quisiste* (querer),
5329,pacífico,pacífico,
5330,oler,oler,
5331,ofreció,*ofreció* (ofrecer),
5332,importaba,*importaba* (importar),
5333,certeza,certeza,
5334,actividades,*actividades* (actividad),
5335,vestidos,*vestidos* (vestido),
5336,suele,*suele* (soler),
5337,submarino,submarino,
5338,podrias,*podrias* (poder),
5339,pesa,pesa,pesa
5340,pesa,*pesa* (pesar),pesar
5341,judas,judas,
5342,idioma,idioma,
5343,identificar,identificar,
5344,hubiéramos,*hubiéramos* (haber),
5345,cañones,*cañones* (cañón),
5346,beneficios,*beneficios* (beneficio),
5347,sospecha,sospecha,sospecha
5348,sospecha,*sospecha* (sospechar),sospechar
5349,observación,observación,
5350,muchachas,*muchachas* (muchacha),
5351,manejo,manejo,manejo
5352,manejo,*manejo* (manejar),manejar
5353,jodiendo,*jodiendo* (joder),
5354,explicarlo,*explicarlo* (explicar),
5355,divino,divino,
5356,divertida,*divertida* (divertido),divertido
5357,divertida,*divertida* (divertir),divertir
5358,despegue,despegue,despegue
5359,despegue,*despegue* (despegar),despegar
5360,contrató,*contrató* (contratar),
5361,volumen,volumen,
5362,trabajó,*trabajó* (trabajar),
5363,términos,*términos* (término),
5364,morirán,*morirán* (morir),
5365,hombros,*hombros* (hombro),
5366,hada,hada,
5367,alegre,alegre,
5368,terribles,*terribles* (terrible),
5369,temes,*temes* (temer),
5370,sabiduría,sabiduría,
5371,prioridad,prioridad,
5372,pluma,pluma,
5373,misil,misil,
5374,mansión,mansión,
5375,detenerme,*detenerme* (detener),
5376,despertó,*despertó* (despertar),
5377,decírmelo,*decírmelo* (decir),
5378,cambiará,*cambiará* (cambiar),
5379,arranca,*arranca* (arrancar),
5380,alejado,alejado,alejado
5381,alejado,*alejado* (alejar),alejar
5382,soltero,soltero,
5383,pierden,*pierden* (perder),
5384,mascota,mascota,
5385,empuja,*empuja* (empujar),
5386,dentista,dentista,
5387,cogido,cogido,cogido
5388,cogido,*cogido* (coger),coger
5389,batería,batería,
5390,visual,visual,
5391,reconoce,*reconoce* (reconocer),
5392,pedimos,*pedimos* (pedir),
5393,niebla,niebla,
5394,métodos,*métodos* (método),
5395,durmió,*durmió* (dormir),
5396,desfile,desfile,desfile
5397,desfile,*desfile* (desfilar),desfilar
5398,creciendo,*creciendo* (crecer),
5399,continua,*continua* (continuo),continuo
